step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.392,0.216120,0.194932,0.237309,1.066215,20
25,27.051,0.318469,0.283694,0.353243,0.875921,20
50,53.202,0.419259,0.359621,0.478897,0.742097,20
75,78.822,0.504740,0.420621,0.588859,0.631541,20
100,104.784,0.570449,0.467705,0.673192,0.556685,20
125,131.120,0.600417,0.493941,0.706893,0.515726,20
150,157.379,0.620877,0.510429,0.731324,0.489099,20
175,183.491,0.634688,0.532313,0.737064,0.469818,20
200,209.546,0.653852,0.555642,0.752062,0.444363,20
225,235.532,0.672696,0.579533,0.765858,0.422149,20
250,261.060,0.681733,0.596796,0.766670,0.414550,20
275,286.704,0.689629,0.604887,0.774371,0.399429,20
300,312.908,0.700245,0.620439,0.780051,0.383920,20
325,338.856,0.707492,0.628019,0.786964,0.374797,20
350,364.773,0.720025,0.644887,0.795163,0.359112,20
375,390.574,0.731922,0.660075,0.803768,0.346284,20
400,416.350,0.732531,0.666025,0.799037,0.346503,20
425,441.954,0.733365,0.665576,0.801155,0.346235,20
450,467.342,0.734534,0.668661,0.800406,0.342072,20
475,493.113,0.734281,0.667214,0.801347,0.340612,20
500,518.763,0.733788,0.666442,0.801135,0.342277,20
525,544.333,0.731186,0.664355,0.798017,0.348051,20
550,569.859,0.731453,0.664994,0.797912,0.345266,20
575,595.645,0.730780,0.662774,0.798786,0.346296,20
600,620.958,0.732211,0.666634,0.797787,0.345092,20
625,646.311,0.732814,0.668278,0.797350,0.344536,20
650,671.359,0.731021,0.666152,0.795890,0.348351,20
675,696.587,0.730001,0.665734,0.794268,0.348847,20
