patches,deleted_patch_index,loss,mean_iou,view1_iou,view2_iou,mean_coverage,mean_precision,mean_spill
34,-1,0.182929,0.915127,0.894150,0.936104,0.958693,0.952443,0.047857
33,21,0.168625,0.918725,0.891629,0.945822,0.958418,0.956455,0.043682
32,28,0.156267,0.923704,0.897357,0.950052,0.959601,0.960696,0.039326
31,8,0.151792,0.924088,0.893149,0.955028,0.959084,0.961517,0.038593
30,26,0.149902,0.924549,0.895525,0.953573,0.958088,0.963062,0.036871
29,13,0.148505,0.925618,0.898535,0.952700,0.958859,0.963503,0.036431
28,13,0.147537,0.925988,0.898112,0.953863,0.959249,0.963483,0.036457
27,13,0.148731,0.925236,0.895558,0.954915,0.958981,0.962875,0.037055
26,13,0.149452,0.925706,0.897714,0.953698,0.959062,0.963357,0.036556
25,13,0.152180,0.924368,0.895901,0.952835,0.958723,0.962232,0.037703
24,23,0.151481,0.926348,0.898993,0.953703,0.959837,0.963284,0.036620
23,23,0.152927,0.924116,0.897837,0.950396,0.957916,0.962840,0.037038
22,19,0.152552,0.924381,0.898006,0.950756,0.956236,0.964822,0.034880
21,14,0.155700,0.921770,0.891310,0.952230,0.955357,0.962735,0.037007
20,19,0.159294,0.920608,0.886614,0.954602,0.952998,0.963736,0.035855
19,15,0.159096,0.918395,0.879711,0.957080,0.949145,0.965066,0.034305
18,4,0.161856,0.919324,0.884185,0.954463,0.951021,0.964304,0.035213
17,5,0.163202,0.917557,0.881154,0.953960,0.949930,0.963431,0.036000
16,13,0.171708,0.915048,0.875648,0.954448,0.949781,0.960678,0.038829
15,14,0.182592,0.908134,0.867956,0.948312,0.942444,0.960521,0.038635
14,12,0.195646,0.901745,0.854450,0.949039,0.936988,0.958677,0.040163
13,10,0.204980,0.895155,0.847441,0.942868,0.928045,0.960649,0.037711
12,12,0.222504,0.886514,0.828519,0.944509,0.919086,0.959828,0.037923
11,2,0.247713,0.873888,0.800687,0.947089,0.906331,0.958195,0.038619
10,9,0.277243,0.852101,0.735859,0.968343,0.875115,0.963218,0.031035
9,7,0.307309,0.836616,0.714698,0.958534,0.860324,0.960411,0.032754
8,8,0.337120,0.818036,0.718541,0.917531,0.838710,0.965044,0.028543
7,4,0.375616,0.795404,0.675453,0.915356,0.812400,0.967317,0.024856
6,2,0.452193,0.750545,0.692467,0.808623,0.762899,0.976394,0.017762
5,5,0.523827,0.710870,0.633696,0.788043,0.721788,0.975198,0.017125
4,0,0.629752,0.652359,0.643908,0.660810,0.664835,0.972435,0.019348
3,0,0.754560,0.583700,0.612623,0.554777,0.596086,0.969673,0.020299
2,1,0.942277,0.481374,0.519478,0.443270,0.492370,0.962966,0.021289
1,0,1.255935,0.309721,0.302806,0.316636,0.315958,0.942126,0.020594
