job	pair	arm	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
di_sun_moon_srd_importance	sun_moon	srd_importance	converged	1500	0.079402	0.812940	0.681750	0.944129	0.826394	925	0.959052	0.965764	19	20	20	19	19.492	0.020553	0.976334	0.830417	0.00076174	0	0	1	5764.995
di_water_fire_srd_importance	water_fire	srd_importance	converged	1500	0.022275	0.950397	0.977729	0.923065	0.951088	1300	0.98793	0.989303	18	20	20	18	18.262	0.008359	0.991246	0.958163	0.00000642	0	0	2	5374.122
di_cat_face_bass_srd_importance	cat_face_bass	srd_importance	converged	2075	0.053840	0.890196	0.830822	0.949570	0.893816	1475	0.977117	0.978521	17	20	20	17	17.381	0.012456	0.986096	0.901079	0.00006168	0	0	3	7101.706
di_dance_argument_srd_importance	dance_argument	srd_importance	converged	2675	0.076837	0.821413	0.781991	0.860836	0.823730	2375	0.954413	0.959008	17	20	20	17	18.796	0.027316	0.968442	0.843131	0.00003329	0	0	3	9463.352
di_horse_circle_srd_importance	horse_circle	srd_importance	converged	1575	0.043420	0.924267	0.864981	0.983554	0.927246	1150	0.982864	0.985341	19	20	20	19	19.781	0.010751	0.988322	0.933932	0.00001028	0	0	1	5834.624
di_acm_scf_srd_importance	acm_scf	srd_importance	converged	2625	0.134939	0.653542	0.471401	0.835682	0.657490	2400	0.917334	0.921881	19	20	20	19	19.472	0.032238	0.960464	0.678611	0.00000000	0	0	1	9491.678
di_teapot_droplets_srd_importance	teapot_droplets	srd_importance	converged	1950	0.087150	0.747034	0.803973	0.690095	0.751028	1925	0.919727	0.923613	18	20	20	18	18.861	0.051863	0.939116	0.783196	0.00001908	0	0	2	7020.323
