step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.389,0.238938,0.185128,0.292748,0.742472,20
25,26.952,0.365969,0.338126,0.393812,0.552908,20
50,195.559,0.489809,0.472687,0.506931,0.434012,23
75,225.993,0.588749,0.563294,0.614203,0.347713,23
100,425.841,0.668313,0.638665,0.697962,0.286115,26
125,461.221,0.711906,0.689481,0.734331,0.247450,26
150,669.126,0.751556,0.724248,0.778864,0.218532,26
175,704.460,0.777211,0.726394,0.828029,0.199651,26
200,902.956,0.790329,0.733045,0.847613,0.190625,22
225,932.754,0.801429,0.736034,0.866824,0.180360,22
250,1123.566,0.807359,0.739099,0.875619,0.175243,22
275,1153.413,0.813764,0.740579,0.886948,0.167367,22
300,1343.157,0.819924,0.742136,0.897712,0.161871,22
325,1373.024,0.827111,0.744549,0.909673,0.158297,22
350,1564.444,0.830552,0.748577,0.912528,0.154920,22
375,1594.454,0.832305,0.748002,0.916607,0.151931,22
400,1784.629,0.835463,0.748523,0.922403,0.150661,22
425,1814.415,0.835572,0.749453,0.921692,0.147712,22
450,2005.519,0.835867,0.749322,0.922412,0.146449,22
475,2035.433,0.835137,0.745174,0.925101,0.147016,22
500,2217.465,0.836516,0.745570,0.927462,0.147145,21
525,2245.739,0.839987,0.745456,0.934517,0.143462,21
550,2426.316,0.842495,0.747284,0.937707,0.142232,21
575,2454.523,0.842325,0.744685,0.939964,0.142665,21
600,2633.652,0.841641,0.744368,0.938913,0.143839,21
625,2661.976,0.838514,0.742336,0.934692,0.145851,21
650,2842.299,0.841578,0.744366,0.938790,0.143081,21
675,2870.562,0.843395,0.744971,0.941818,0.142918,21
700,3048.602,0.841475,0.745908,0.937041,0.144712,21
725,3076.565,0.842296,0.744237,0.940355,0.145445,21
750,3255.995,0.842929,0.746589,0.939268,0.144127,21
775,3283.853,0.842795,0.747549,0.938041,0.143296,21
800,3462.676,0.842942,0.745538,0.940346,0.145051,21
