step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.393,0.166965,0.175619,0.158310,1.716677,20
25,25.872,0.279223,0.296372,0.262074,1.435975,20
50,50.662,0.432902,0.459198,0.406605,1.134793,20
75,75.594,0.567110,0.577601,0.556620,0.875115,20
100,100.635,0.644131,0.640456,0.647806,0.728130,20
125,125.540,0.692020,0.684370,0.699670,0.631136,20
150,150.388,0.713188,0.689410,0.736965,0.581358,20
175,174.956,0.731006,0.691752,0.770260,0.544065,20
200,199.434,0.744428,0.697987,0.790868,0.519691,20
225,223.942,0.760176,0.712198,0.808154,0.490504,20
250,248.654,0.773187,0.729884,0.816489,0.465434,20
275,273.259,0.780142,0.737761,0.822522,0.449702,20
300,297.873,0.789148,0.746388,0.831908,0.424448,20
325,322.391,0.794298,0.747417,0.841178,0.410367,20
350,347.118,0.797746,0.746871,0.848621,0.400278,20
375,371.968,0.794716,0.749671,0.839761,0.405163,20
400,396.857,0.793600,0.751516,0.835684,0.408397,20
425,421.917,0.797616,0.754375,0.840857,0.395181,20
450,447.065,0.799620,0.756911,0.842329,0.389205,20
475,472.089,0.797947,0.757789,0.838105,0.391452,20
500,496.877,0.796332,0.761467,0.831197,0.394570,20
525,521.746,0.795969,0.763622,0.828316,0.395526,20
550,546.818,0.798010,0.762808,0.833213,0.390744,20
575,572.076,0.800188,0.762685,0.837690,0.385109,20
600,597.110,0.801254,0.761926,0.840583,0.382902,20
625,622.165,0.803994,0.763400,0.844589,0.378918,20
650,647.369,0.812703,0.761317,0.864090,0.361013,20
675,672.679,0.818938,0.760979,0.876897,0.344517,20
700,698.103,0.819618,0.764088,0.875148,0.344600,20
725,723.303,0.820616,0.761854,0.879377,0.339821,20
750,748.506,0.821228,0.761846,0.880610,0.338817,20
775,773.587,0.821973,0.761963,0.881982,0.340434,20
800,798.481,0.820676,0.760910,0.880443,0.342992,20
825,823.254,0.820981,0.761269,0.880692,0.341096,20
850,848.171,0.824261,0.756766,0.891755,0.336842,20
875,872.829,0.825717,0.754974,0.896461,0.332528,20
900,897.467,0.828269,0.755088,0.901451,0.326774,20
925,922.194,0.828538,0.755340,0.901736,0.327869,20
950,947.144,0.828733,0.755161,0.902306,0.325286,20
975,972.049,0.830040,0.756085,0.903994,0.323076,20
1000,996.982,0.829038,0.754294,0.903782,0.324105,20
1025,1021.806,0.829162,0.754953,0.903370,0.327161,20
1050,1046.778,0.830218,0.756538,0.903897,0.324219,20
1075,1071.825,0.829784,0.756656,0.902912,0.323807,20
1100,1096.880,0.830214,0.757281,0.903147,0.326032,20
1125,1122.119,0.827543,0.753315,0.901771,0.331243,20
1150,1147.433,0.830391,0.754290,0.906493,0.323937,20
1175,1172.569,0.830714,0.756366,0.905063,0.324553,20
1200,1197.760,0.831754,0.758015,0.905493,0.321159,20
1225,1222.947,0.830744,0.753986,0.907503,0.322862,20
1250,1248.250,0.831890,0.756013,0.907767,0.322682,20
