job_id	job_name	pair	arm	overlap_mode	seed	n_patches	output_dir
4302099	final_horse_circle_basic_seed0	horse_circle	basic	planar	0	13	/oscar/home/cjmok/aps-hinge2/results/final/baseline_initpc_20260726/final_horse_circle_basic_seed0
4302100	final_robot_man_basic_seed0	robot_man	basic	planar	0	11	/oscar/home/cjmok/aps-hinge2/results/final/baseline_initpc_20260726/final_robot_man_basic_seed0
