job_id	job_name	pair	arm	overlap_mode	seed	n_patches	output_dir
4300550	final_teapot_droplets_basic_seed0	teapot_droplets	basic	planar	0	32	/oscar/home/cjmok/aps-hinge2/results/final/baseline_32pc_20260726/final_teapot_droplets_basic_seed0
