step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.379,0.214895,0.193297,0.236492,0.775728,20
25,26.853,0.298795,0.262775,0.334814,0.621741,20
50,52.364,0.390821,0.332920,0.448722,0.537035,20
75,77.903,0.472097,0.393153,0.551042,0.465176,20
100,103.660,0.544768,0.450551,0.638986,0.408976,20
125,129.533,0.576703,0.481184,0.672221,0.382789,20
150,154.921,0.594633,0.497332,0.691934,0.366156,20
175,180.423,0.609925,0.516135,0.703715,0.351508,20
200,205.883,0.624487,0.532869,0.716104,0.339466,20
225,231.631,0.649414,0.555728,0.743101,0.316381,20
250,257.111,0.666304,0.563088,0.769519,0.298504,20
275,282.347,0.674167,0.572773,0.775560,0.294908,20
300,307.417,0.681134,0.578134,0.784133,0.287925,20
325,332.309,0.687687,0.582782,0.792593,0.278208,20
350,357.345,0.691344,0.588361,0.794326,0.275154,20
375,382.546,0.694391,0.590373,0.798409,0.269920,20
400,407.878,0.697830,0.595252,0.800408,0.266423,20
425,433.120,0.703093,0.603480,0.802705,0.261128,20
450,458.636,0.707245,0.611806,0.802684,0.257482,20
475,484.116,0.717034,0.635227,0.798841,0.248559,20
500,509.524,0.728824,0.654363,0.803286,0.242688,20
525,534.498,0.738623,0.667344,0.809901,0.240126,20
550,559.713,0.797341,0.759819,0.834862,0.201688,20
575,584.929,0.821321,0.799268,0.843375,0.182287,20
600,610.079,0.822385,0.799596,0.845174,0.180850,20
625,635.327,0.819281,0.801307,0.837254,0.179423,20
650,660.538,0.825597,0.801674,0.849520,0.176646,20
675,685.748,0.825907,0.803425,0.848388,0.175214,20
700,710.839,0.826861,0.808644,0.845078,0.172895,20
725,735.855,0.830429,0.812806,0.848051,0.171319,20
750,760.958,0.830578,0.814477,0.846679,0.172049,20
775,786.006,0.832409,0.816291,0.848527,0.168749,20
800,811.057,0.831046,0.815939,0.846154,0.168944,20
825,835.995,0.831891,0.815171,0.848611,0.168395,20
850,860.943,0.831642,0.815921,0.847362,0.168653,20
875,885.893,0.833317,0.817709,0.848925,0.167876,20
900,911.016,0.832640,0.818584,0.846697,0.166751,20
925,935.968,0.832126,0.818016,0.846236,0.169952,20
950,961.081,0.835092,0.821972,0.848212,0.164852,20
975,986.150,0.834989,0.822731,0.847246,0.165454,20
1000,1011.208,0.834139,0.821374,0.846904,0.165518,20
1025,1036.538,0.835095,0.822071,0.848119,0.163611,20
1050,1061.885,0.836188,0.822579,0.849796,0.162524,20
1075,1087.096,0.838045,0.823857,0.852233,0.161629,20
1100,1112.445,0.838982,0.824496,0.853468,0.162232,20
1125,1137.626,0.837632,0.824546,0.850717,0.161789,20
1150,1162.835,0.839337,0.825569,0.853105,0.161631,20
1175,1188.050,0.838822,0.825238,0.852406,0.160905,20
1200,1213.096,0.838436,0.824009,0.852862,0.162941,20
1225,1238.126,0.838484,0.822978,0.853990,0.163217,20
1250,1263.220,0.838224,0.826250,0.850198,0.162577,20
1275,1288.326,0.838386,0.825328,0.851444,0.161531,20
1300,1313.546,0.838558,0.826137,0.850980,0.163083,20
1325,1338.732,0.841324,0.828431,0.854216,0.157946,20
1350,1363.921,0.841827,0.829931,0.853724,0.157563,20
1375,1389.281,0.841440,0.828464,0.854415,0.157889,20
1400,1414.476,0.840852,0.827457,0.854247,0.158565,20
1425,1439.780,0.841822,0.832065,0.851578,0.157127,20
1450,1464.975,0.841456,0.828681,0.854231,0.158674,20
1475,1490.100,0.841851,0.828257,0.855446,0.162180,20
1500,1515.243,0.841652,0.825535,0.857770,0.163228,20
1525,1540.249,0.841895,0.826478,0.857311,0.163572,20
1550,1565.386,0.840545,0.828599,0.852491,0.161768,20
1575,1590.592,0.841529,0.824783,0.858275,0.167098,20
1600,1616.092,0.842684,0.827843,0.857525,0.163814,20
1625,1641.905,0.842819,0.834514,0.851123,0.159917,20
1650,1667.754,0.843440,0.832472,0.854407,0.161785,20
1675,1693.522,0.841887,0.832838,0.850936,0.160867,20
1700,1719.414,0.842546,0.834165,0.850927,0.159026,20
1725,1744.899,0.842728,0.836537,0.848919,0.157210,20
1750,1770.507,0.844233,0.839098,0.849368,0.156019,20
1775,1796.161,0.846243,0.837238,0.855248,0.156717,20
1800,1821.731,0.845886,0.835425,0.856347,0.158765,20
1825,1847.360,0.846165,0.834850,0.857479,0.159264,20
1850,1872.930,0.844701,0.833877,0.855525,0.158714,20
1875,1898.620,0.845336,0.835635,0.855037,0.157307,20
1900,1924.439,0.844524,0.836017,0.853032,0.159886,20
1925,1950.190,0.843886,0.835233,0.852539,0.160132,20
1950,1976.031,0.845658,0.838555,0.852762,0.157078,20
1975,2002.022,0.843810,0.835682,0.851939,0.159332,20
2000,2027.938,0.842487,0.834547,0.850426,0.162048,20
