## SLURM PROLOG ###############################################################
##    Job ID : 4093815
##  Job Name : 20260718_1833_comparison_horse_circle_basic
##  Nodelist : gpu2501
##      CPUs : 
##  Mem/Node : 128000 MB
## Directory : /oscar/home/cjmok/automated-perspective-sculptor
##   Job Started : Sat Jul 18 07:48:39 PM EDT 2026
###############################################################################
[Swept volume] building (resolution=256)...
[Run] mode=full, trials=3, seeds=[0, 1, 2], steps=2000, srd=False, ablation_flags={'disable_swept_volume_adds': False, 'loss_only_deletion': False, 'disable_splitting': False}
[Trial 1/3] seed=0
[Patch] mapbox-earcut is not installed; falling back to fan fill, so non-convex pieces will render incorrectly. Install it with: pip install mapbox-earcut
  step 50/2000: loss=0.676119, patches=20
  step 100/2000: loss=0.441644, patches=20
  step 150/2000: loss=0.346743, patches=20
  step 200/2000: loss=0.319795, patches=20
  step 250/2000: loss=0.296411, patches=20
  step 300/2000: loss=0.281717, patches=20
  step 350/2000: loss=0.277837, patches=20
  step 400/2000: loss=0.284923, patches=20
  step 450/2000: loss=0.281417, patches=20
  step 500/2000: loss=0.272702, patches=20
  step 550/2000: loss=0.276071, patches=20
  step 600/2000: loss=0.296212, patches=20
  step 650/2000: loss=0.293928, patches=20
  step 700/2000: loss=0.271760, patches=20
  step 750/2000: loss=0.266693, patches=20
  step 800/2000: loss=0.278310, patches=20
  step 850/2000: loss=0.255487, patches=20
  step 900/2000: loss=0.255297, patches=20
  step 950/2000: loss=0.246238, patches=20
  step 1000/2000: loss=0.262340, patches=20
  step 1050/2000: loss=0.269127, patches=20
  step 1100/2000: loss=0.273228, patches=20
  step 1150/2000: loss=0.269474, patches=20
  step 1200/2000: loss=0.269090, patches=20
  step 1250/2000: loss=0.272512, patches=20
  step 1300/2000: loss=0.265011, patches=20
  step 1350/2000: loss=0.268223, patches=20
  step 1400/2000: loss=0.263051, patches=20
  step 1450/2000: loss=0.255868, patches=20
  step 1500/2000: loss=0.270932, patches=20
  step 1550/2000: loss=0.269895, patches=20
  step 1600/2000: loss=0.260695, patches=20
  step 1650/2000: loss=0.256200, patches=20
  step 1700/2000: loss=0.256580, patches=20
  step 1750/2000: loss=0.258284, patches=20
  step 1800/2000: loss=0.261906, patches=20
  step 1850/2000: loss=0.260214, patches=20
  step 1900/2000: loss=0.262316, patches=20
  step 1950/2000: loss=0.262115, patches=20
  step 2000/2000: loss=0.263651, patches=20
[Trial 1] done: loss=0.263952, time=2095.2s
[Trial 2/3] seed=1
  step 50/2000: loss=0.703933, patches=20
  step 100/2000: loss=0.440523, patches=20
  step 150/2000: loss=0.354595, patches=20
  step 200/2000: loss=0.326546, patches=20
  step 250/2000: loss=0.312247, patches=20
  step 300/2000: loss=0.299515, patches=20
  step 350/2000: loss=0.285151, patches=20
  step 400/2000: loss=0.269536, patches=20
  step 450/2000: loss=0.275795, patches=20
  step 500/2000: loss=0.276324, patches=20
  step 550/2000: loss=0.278691, patches=20
  step 600/2000: loss=0.289984, patches=20
  step 650/2000: loss=0.299424, patches=20
  step 700/2000: loss=0.308821, patches=20
  step 750/2000: loss=0.288189, patches=20
  step 800/2000: loss=0.260831, patches=20
  step 850/2000: loss=0.256370, patches=20
  step 900/2000: loss=0.260629, patches=20
  step 950/2000: loss=0.259893, patches=20
  step 1000/2000: loss=0.259536, patches=20
  step 1050/2000: loss=0.259034, patches=20
  step 1100/2000: loss=0.260653, patches=20
  step 1150/2000: loss=0.259935, patches=20
  step 1200/2000: loss=0.260222, patches=20
  step 1250/2000: loss=0.261552, patches=20
  step 1300/2000: loss=0.258815, patches=20
  step 1350/2000: loss=0.257967, patches=20
  step 1400/2000: loss=0.256961, patches=20
  step 1450/2000: loss=0.254315, patches=20
  step 1500/2000: loss=0.253016, patches=20
  step 1550/2000: loss=0.252204, patches=20
  step 1600/2000: loss=0.251858, patches=20
  step 1650/2000: loss=0.254383, patches=20
  step 1700/2000: loss=0.255756, patches=20
  step 1750/2000: loss=0.251746, patches=20
  step 1800/2000: loss=0.252819, patches=20
