step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.412,0.721905,0.285406,0.264819,0.305994,20,0.00017358,0,0.193571,0.180171,0.206971,0.637590,0.634321,0.640860,0.340929,0.312531,0.369326,0.024248,0.030491,0.104397,0.108828
25,27.465,0.468361,0.470978,0.457935,0.484020,20,0.00014587,1,0.087992,0.070793,0.105190,0.854757,0.873842,0.835673,0.512644,0.490354,0.534934,0.009351,0.015447,0.069589,0.074098
50,191.376,0.301412,0.665756,0.675488,0.656024,20,0.00008599,1,0.078317,0.064922,0.091712,0.901850,0.917219,0.886481,0.717766,0.719342,0.716189,0.008427,0.013395,0.041053,0.048487
75,216.563,0.223254,0.759532,0.768354,0.750709,20,0.00015558,1,0.076356,0.060225,0.092486,0.914910,0.931160,0.898659,0.817384,0.814628,0.820139,0.007773,0.013358,0.028973,0.034843
100,381.794,0.189962,0.795516,0.806538,0.784494,20,0.00007434,1,0.070623,0.062238,0.079009,0.923452,0.932275,0.914630,0.851606,0.856735,0.846476,0.008085,0.011316,0.024021,0.029582
125,407.623,0.166086,0.824443,0.844423,0.804464,20,0.00037046,1,0.067396,0.058883,0.075910,0.928792,0.938215,0.919368,0.879838,0.894145,0.865531,0.007496,0.010998,0.019201,0.026828
150,570.248,0.155769,0.832230,0.852638,0.811823,19,0.00003244,2,0.057330,0.042778,0.071882,0.938896,0.954095,0.923697,0.879645,0.889113,0.870178,0.005513,0.010469,0.018133,0.025791
175,595.254,0.141645,0.847300,0.871870,0.822730,19,0.00003256,1,0.051562,0.031706,0.071418,0.945502,0.965952,0.925053,0.890500,0.899514,0.881487,0.004067,0.010506,0.015592,0.024329
200,756.738,0.134395,0.854931,0.877834,0.832028,19,0.00002731,1,0.048264,0.028519,0.068009,0.949144,0.969380,0.928907,0.895741,0.902869,0.888613,0.003650,0.010063,0.014831,0.023104
225,781.832,0.134682,0.855990,0.881026,0.830953,19,0.00001512,1,0.050278,0.026506,0.074051,0.947456,0.971526,0.923385,0.898432,0.904378,0.892486,0.003380,0.010938,0.014443,0.023289
250,943.583,0.132667,0.858653,0.886854,0.830452,19,0.00000831,1,0.050724,0.026002,0.075445,0.947161,0.972217,0.922105,0.901510,0.909914,0.893106,0.003286,0.011084,0.013684,0.023351
275,968.609,0.126664,0.866296,0.898394,0.834198,19,0.00001376,1,0.049085,0.023654,0.074516,0.949087,0.974924,0.923249,0.908002,0.919644,0.896359,0.003075,0.011024,0.012340,0.022829
300,1131.432,0.122244,0.868944,0.896919,0.840968,19,0.00001418,1,0.046141,0.023654,0.068629,0.951968,0.974884,0.929052,0.908409,0.918135,0.898683,0.003058,0.010015,0.012474,0.021734
