step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.410,0.001972,0.003944,0.000000,1.079509,20
25,27.545,0.000603,0.001207,0.000000,0.814964,20
50,200.088,0.001071,0.002143,0.000000,0.624510,23
75,231.502,0.000636,0.001272,0.000000,0.480553,23
100,417.141,0.001024,0.002049,0.000000,0.393247,24
125,450.014,0.001134,0.002269,0.000000,0.338316,24
150,639.327,0.001077,0.002155,0.000000,0.310865,24
175,671.856,0.001278,0.002556,0.000000,0.286509,24
200,851.909,0.001674,0.003348,0.000000,0.267816,22
225,881.987,0.001288,0.002576,0.000000,0.259581,22
250,1074.947,0.001108,0.002215,0.000000,0.255430,22
275,1105.047,0.000788,0.001575,0.000000,0.252846,22
300,1299.314,0.000897,0.001794,0.000000,0.245077,22
325,1329.433,0.001105,0.002210,0.000000,0.236564,22
350,1514.864,0.001145,0.002290,0.000000,0.219821,24
375,1547.375,0.001419,0.002839,0.000000,0.210637,24
400,1729.209,0.001382,0.002765,0.000000,0.211634,20
