step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.394,1.198859,0.151054,0.200219,0.101888,20,0.00001191,0,0.186326,0.207796,0.164855,0.478212,0.537840,0.418583,0.180254,0.241824,0.118685,0.028662,0.049107,0.117751,0.242981
25,25.891,0.950374,0.253043,0.322476,0.183609,20,0.00000000,0,0.100935,0.120747,0.081123,0.729730,0.749572,0.709888,0.279959,0.361414,0.198504,0.016150,0.023762,0.092018,0.204817
50,181.443,0.816755,0.350124,0.423065,0.277182,21,0.00000000,0,0.083560,0.097126,0.069994,0.818009,0.826957,0.809061,0.380369,0.464156,0.296583,0.012907,0.020192,0.076506,0.179196
75,206.855,0.739969,0.411783,0.479094,0.344471,21,0.00009777,0,0.080634,0.094318,0.066951,0.846719,0.847530,0.845908,0.445907,0.524281,0.367533,0.012261,0.019586,0.068558,0.162152
100,367.089,0.703419,0.438921,0.505632,0.372211,23,0.00002255,1,0.074527,0.085233,0.063821,0.863375,0.865555,0.861195,0.472347,0.548728,0.395966,0.011241,0.018690,0.064578,0.154924
125,395.029,0.672379,0.464455,0.528025,0.400885,23,0.00016478,0,0.077182,0.093327,0.061038,0.867673,0.860837,0.874508,0.501329,0.577304,0.425354,0.012369,0.017635,0.062077,0.147009
150,546.049,0.635075,0.484488,0.540393,0.428583,20,0.00058037,0,0.066080,0.085728,0.046431,0.889349,0.872513,0.906184,0.517601,0.586720,0.448483,0.011571,0.013620,0.060280,0.138681
175,570.118,0.609878,0.498502,0.544846,0.452158,20,0.00017086,0,0.063058,0.086554,0.039562,0.897406,0.872444,0.922368,0.531026,0.592005,0.470046,0.011579,0.011693,0.059538,0.132079
200,713.599,0.573005,0.524641,0.573060,0.476222,19,0.00027656,0,0.053612,0.070532,0.036692,0.913852,0.896885,0.930820,0.553587,0.613479,0.493696,0.009391,0.010800,0.055029,0.125812
225,736.961,0.545726,0.544916,0.600717,0.489115,19,0.00018478,0,0.046948,0.059465,0.034432,0.925417,0.914550,0.936283,0.571197,0.636439,0.505956,0.007620,0.009978,0.050612,0.122455
250,876.196,0.532102,0.563422,0.627893,0.498951,19,0.00000158,1,0.049709,0.063594,0.035823,0.924116,0.913053,0.935179,0.592324,0.667823,0.516825,0.008390,0.010490,0.047547,0.120380
275,900.133,0.513458,0.577979,0.640753,0.515205,19,0.00006117,0,0.051517,0.070862,0.032171,0.924674,0.906393,0.942954,0.608969,0.686158,0.531780,0.009417,0.009189,0.046078,0.115758
300,1049.029,0.485436,0.603585,0.660351,0.546818,20,0.00010244,2,0.056376,0.081103,0.031649,0.922431,0.897985,0.946877,0.639017,0.713908,0.564125,0.010728,0.008867,0.043984,0.108007
