step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,2.179,0.284974,0.263907,0.306041,0.564071,20
25,43.224,0.426918,0.400946,0.452890,0.360282,20
50,83.999,0.605004,0.588142,0.621866,0.251592,20
75,124.187,0.712815,0.713212,0.712417,0.191183,20
100,164.146,0.748237,0.743820,0.752653,0.168135,20
125,203.717,0.757258,0.749758,0.764758,0.158367,20
150,243.513,0.777048,0.768744,0.785352,0.143573,20
175,283.585,0.790039,0.784650,0.795427,0.136847,20
200,323.533,0.796596,0.795038,0.798154,0.134941,20
225,363.746,0.799391,0.798929,0.799852,0.135906,20
250,403.475,0.803123,0.806305,0.799941,0.137491,20
275,443.378,0.812001,0.816270,0.807732,0.131809,20
300,483.493,0.818490,0.821295,0.815686,0.128667,20
325,523.732,0.823474,0.819533,0.827414,0.124439,20
350,564.490,0.829426,0.826180,0.832673,0.119641,20
375,605.167,0.831747,0.819578,0.843916,0.116392,20
400,646.188,0.827250,0.814930,0.839570,0.118731,20
425,687.320,0.830215,0.819130,0.841300,0.118607,20
450,728.453,0.832304,0.824009,0.840599,0.118843,20
475,769.783,0.838123,0.832079,0.844167,0.115016,20
500,811.221,0.848701,0.855743,0.841659,0.111722,20
525,853.156,0.863802,0.886672,0.840932,0.106603,20
550,894.320,0.866191,0.889902,0.842480,0.108395,20
575,935.517,0.861657,0.886897,0.836416,0.110594,20
600,976.571,0.857306,0.881182,0.833430,0.112601,20
625,1017.628,0.860026,0.885560,0.834493,0.109466,20
650,1058.338,0.859788,0.887930,0.831646,0.111626,20
675,1099.234,0.861675,0.894478,0.828872,0.111675,20
700,1139.788,0.862489,0.897264,0.827715,0.112138,20
725,1180.181,0.860995,0.894771,0.827219,0.111779,20
750,1220.894,0.864409,0.902231,0.826586,0.109897,20
775,1261.304,0.864804,0.903427,0.826181,0.109037,20
800,1301.598,0.864831,0.903289,0.826373,0.113566,20
