job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_hinge2_restart_importnet_nonorm1p25	sun_moon	hinge2_restart_importnet	nonorm1p25	0	converged	1500	0.407391	0.430162	0.480435	0.379888	0.433761	425	0.880715	0.881859	3	5	5	3	3.131	0.001610	0.996407	0.430888	0.00000000	0	0	2	1277.847
neg_water_fire_hinge2_restart_importnet_nonorm1p25	water_fire	hinge2_restart_importnet	nonorm1p25	0	converged	1925	0.202373	0.687573	0.623220	0.751926	0.687573	1925	0.906011	0.907002	4	5	5	4	4.103	0.053653	0.942417	0.727830	0.00015907	0	0	1	3148.679
neg_cat_face_bass_hinge2_restart_importnet_nonorm1p25	cat_face_bass	hinge2_restart_importnet	nonorm1p25	0	converged	1500	0.236563	0.781566	0.727914	0.835217	0.783644	1075	0.930387	0.932972	4	5	5	4	4.098	0.047969	0.944335	0.818963	0.00259465	0	0	1	1516.054
neg_horse_circle_hinge2_restart_importnet_nonorm1p25	horse_circle	hinge2_restart_importnet	nonorm1p25	0	converged	1500	0.161320	0.858915	0.730965	0.986865	0.858947	1225	0.963131	0.9638	5	5	5	5	5.000	0.023669	0.971380	0.877216	0.00181378	0	0	0	1654.536
neg_robot_man_hinge2_restart_importnet_nonorm1p25	robot_man	hinge2_restart_importnet	nonorm1p25	0	converged	1700	0.130420	0.785775	0.775409	0.796141	0.786123	1450	0.943015	0.946363	5	5	5	5	5.000	0.033700	0.960696	0.812386	0.00000000	0	0	0	3157.181
