pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,hinge2_restart_importnet,nonorm1p25,1,0.535,0.769226,0.142558,0.107569,0.177547,5,0.00000000,0,0.090498,0.114844,0.066151,0.625924,0.510815,0.741034,0.154607,0.119922,0.189292,0.026024,0.013458,0.186092,0.149168,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,25,7.479,0.641206,0.205072,0.177175,0.232968,5,0.00004177,0,0.043828,0.055532,0.032124,0.826597,0.771047,0.882148,0.213733,0.187014,0.240452,0.012388,0.006455,0.162394,0.134639,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,50,60.940,0.551020,0.239163,0.245236,0.233089,5,0.00002583,1,0.004817,0.003565,0.006068,0.980249,0.985720,0.974777,0.240307,0.246111,0.234503,0.000720,0.001169,0.141856,0.131284,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,75,68.052,0.516060,0.282878,0.314956,0.250800,5,0.00003216,1,0.003340,0.003349,0.003331,0.988224,0.989513,0.986934,0.283824,0.316011,0.251636,0.000659,0.000567,0.128601,0.127885,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,100,108.199,0.480910,0.326574,0.381091,0.272057,3,0.00000000,0,0.001378,0.002161,0.000595,0.996097,0.994374,0.997819,0.327067,0.381914,0.272219,0.000321,0.000101,0.115969,0.123959,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,125,112.748,0.460591,0.356418,0.413418,0.299418,3,0.00000000,0,0.002096,0.003241,0.000952,0.994540,0.992246,0.996834,0.357230,0.414758,0.299703,0.000581,0.000164,0.110033,0.119332,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,150,148.856,0.442524,0.380750,0.439379,0.322121,3,0.00000007,0,0.001718,0.002485,0.000952,0.995723,0.994390,0.997057,0.381449,0.440471,0.322427,0.000409,0.000141,0.105076,0.115500,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,175,153.514,0.427894,0.400947,0.463843,0.338052,3,0.00000000,0,0.001361,0.002485,0.000238,0.996991,0.994685,0.999297,0.401564,0.464996,0.338132,0.000457,0.000092,0.100468,0.112794,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,200,189.610,0.421991,0.409463,0.468558,0.350368,3,0.00000000,0,0.001346,0.001621,0.001071,0.996758,0.996559,0.996956,0.410030,0.469317,0.350744,0.000287,0.000246,0.099605,0.110725,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,225,194.262,0.417491,0.416160,0.472572,0.359748,3,0.00000000,0,0.001956,0.002485,0.001428,0.995417,0.994782,0.996053,0.417004,0.473747,0.360262,0.000390,0.000335,0.098775,0.109065,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,250,230.511,0.416506,0.418312,0.472998,0.363626,3,0.00000000,0,0.002562,0.002269,0.002855,0.993734,0.995237,0.992230,0.419367,0.474071,0.364664,0.000318,0.000495,0.098737,0.108501,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,275,234.984,0.418183,0.420900,0.474019,0.367781,3,0.00000000,0,0.004769,0.002161,0.007377,0.987975,0.995472,0.980479,0.422768,0.475043,0.370494,0.000296,0.001501,0.098509,0.108336,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,300,271.223,0.421185,0.423904,0.475580,0.372229,3,0.00000000,0,0.008284,0.002053,0.014515,0.979348,0.995711,0.962985,0.427094,0.476556,0.377632,0.000267,0.002961,0.098208,0.108349,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,325,275.742,0.419757,0.427263,0.477623,0.376903,3,0.00000000,0,0.008830,0.001837,0.015824,0.978243,0.996176,0.960310,0.430684,0.478500,0.382867,0.000293,0.003188,0.097889,0.107639,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,350,312.072,0.416229,0.430542,0.478500,0.382584,3,0.00000000,0,0.008143,0.002485,0.013801,0.980243,0.994847,0.965640,0.433777,0.479689,0.387864,0.000360,0.002837,0.097695,0.106423,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,375,316.619,0.414194,0.432971,0.480108,0.385835,3,0.00000000,0,0.007511,0.002053,0.012968,0.981818,0.995751,0.967885,0.435966,0.481093,0.390839,0.000313,0.002712,0.097397,0.105918,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,400,353.019,0.410441,0.433646,0.480755,0.386538,3,0.00000000,0,0.005666,0.002053,0.009280,0.986261,0.995757,0.976765,0.435933,0.481742,0.390125,0.000279,0.001868,0.097212,0.105324,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,425,357.666,0.410928,0.433761,0.480643,0.386880,3,0.00000000,0,0.006034,0.001837,0.010232,0.985344,0.996200,0.974488,0.436182,0.481525,0.390839,0.000211,0.002100,0.097191,0.105384,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,450,393.420,0.409198,0.433467,0.480918,0.386015,3,0.00000000,0,0.004709,0.002161,0.007258,0.988606,0.995537,0.981676,0.435387,0.481958,0.388816,0.000333,0.001460,0.097236,0.105122,0.050000,0,0,2,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,475,398.068,0.407960,0.432962,0.481509,0.384415,3,0.00000008,0,0.003346,0.002053,0.004640,0.991946,0.995764,0.988128,0.434348,0.482498,0.386199,0.000276,0.000997,0.097135,0.105253,0.050000,0,0,2,0,0
