config	arm	n	final_mean_iou	best_mean_iou	final_mean_tversky	best_mean_tversky	final_patches	max_patches	final_mean_spill	final_mean_coverage	srd_total_deletes	final_step	total_seconds
nonorm1p25	hinge2_restart_importnet	5	0.708798	0.71001	0.924652	0.926399	4.2	5	0.0321202	0.733457	0.8	1625	2150.86
