step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,2.205,0.721905,0.285406,0.264819,0.305994,20,0.00017358,0,0.193571,0.180171,0.206971,0.637590,0.634321,0.640860,0.340929,0.312531,0.369326,0.024248,0.030491,0.104397,0.108828,0.000100
25,43.717,0.468361,0.470978,0.457935,0.484020,20,0.00014587,1,0.087992,0.070793,0.105190,0.854757,0.873842,0.835673,0.512644,0.490354,0.534934,0.009351,0.015447,0.069589,0.074098,0.000100
50,305.175,0.298903,0.668968,0.675854,0.662082,23,0.00007477,1,0.078788,0.065090,0.092486,0.901854,0.917076,0.886631,0.721580,0.719846,0.723315,0.008430,0.013512,0.040975,0.047671,0.000100
75,351.917,0.223652,0.755086,0.763682,0.746489,23,0.00012005,1,0.070791,0.060560,0.081022,0.919594,0.930430,0.908758,0.808451,0.809931,0.806971,0.007818,0.011775,0.029530,0.035196,0.000100
100,639.697,0.179592,0.805010,0.826880,0.783139,24,0.00015431,0,0.063590,0.048482,0.078699,0.930910,0.947040,0.914779,0.855870,0.866969,0.844771,0.006183,0.011382,0.021257,0.029789,0.000100
125,690.218,0.149156,0.838950,0.869206,0.808694,24,0.00010610,1,0.055641,0.035061,0.076220,0.940984,0.962491,0.919476,0.885007,0.899681,0.870333,0.004432,0.010984,0.015901,0.026085,0.000100
150,964.894,0.130471,0.857410,0.885827,0.828993,23,0.00008269,1,0.046723,0.022647,0.070798,0.950873,0.975610,0.926135,0.896786,0.905888,0.887684,0.002777,0.010243,0.013651,0.023310,0.000100
175,1012.337,0.117441,0.871331,0.898353,0.844309,23,0.00002843,1,0.041986,0.018286,0.065686,0.956183,0.980403,0.931964,0.907274,0.914779,0.899768,0.002245,0.009586,0.012068,0.021157,0.000100
200,1320.935,0.103676,0.889517,0.913890,0.865144,26,0.00003625,2,0.040927,0.016943,0.064911,0.958138,0.982095,0.934182,0.925338,0.929374,0.921301,0.002102,0.009608,0.010289,0.018406,0.000100
225,1375.224,0.096918,0.898491,0.923217,0.873765,26,0.00003438,1,0.041199,0.015937,0.066460,0.958359,0.983292,0.933426,0.934883,0.937930,0.931836,0.001981,0.009785,0.009192,0.017223,0.000100
250,1718.049,0.089367,0.905222,0.925050,0.885394,28,0.00020749,1,0.038875,0.013924,0.063826,0.960955,0.985372,0.936537,0.939918,0.937930,0.941905,0.001631,0.009345,0.008730,0.015523,0.000100
275,1776.396,0.080221,0.913496,0.927886,0.899107,28,0.00002144,1,0.036099,0.014259,0.057940,0.963830,0.985075,0.942585,0.946159,0.941117,0.951201,0.001642,0.008257,0.008452,0.013333,0.000100
300,2122.006,0.070818,0.922589,0.935819,0.909358,28,0.00003353,0,0.034801,0.016776,0.052827,0.965191,0.982675,0.947707,0.954458,0.951518,0.957397,0.001832,0.007285,0.007337,0.011703,0.000100
325,2181.101,0.062922,0.930854,0.939504,0.922204,28,0.00001462,1,0.026210,0.014930,0.037490,0.973438,0.984583,0.962294,0.955154,0.953531,0.956778,0.001712,0.005573,0.007008,0.010320,0.000100
350,2554.262,0.059427,0.938179,0.951485,0.924874,27,0.00001867,1,0.028986,0.016608,0.041363,0.970971,0.983120,0.958822,0.965208,0.967287,0.963129,0.002050,0.006178,0.005680,0.010011,0.000100
375,2612.326,0.055315,0.940422,0.955897,0.924948,27,0.00001716,0,0.026933,0.015601,0.038265,0.972933,0.984184,0.961682,0.965576,0.970810,0.960341,0.001677,0.005699,0.004808,0.009939,0.000100
400,2980.447,0.049509,0.944886,0.960291,0.929480,27,0.00001349,0,0.024313,0.013924,0.034702,0.975538,0.985901,0.965174,0.967699,0.973662,0.961735,0.001617,0.004703,0.004513,0.008827,0.000100
425,3037.298,0.048744,0.948540,0.965757,0.931324,27,0.00002425,0,0.023622,0.014092,0.033153,0.976254,0.985816,0.966693,0.970783,0.979366,0.962200,0.001809,0.004820,0.004010,0.008918,0.000100
450,3410.558,0.046521,0.949292,0.964227,0.934357,27,0.00005651,1,0.020944,0.012917,0.028970,0.978848,0.986947,0.970749,0.969054,0.976682,0.961425,0.001564,0.004238,0.004085,0.008508,0.000100
475,3468.206,0.045865,0.950387,0.965843,0.934930,27,0.00001708,1,0.020124,0.011743,0.028505,0.979668,0.988126,0.971210,0.969383,0.977185,0.961580,0.001471,0.004220,0.004007,0.008432,0.000100
500,3819.122,0.046276,0.948957,0.963528,0.934387,26,0.00008766,1,0.020673,0.011911,0.029435,0.979120,0.987931,0.970308,0.968447,0.975004,0.961890,0.001383,0.004245,0.004224,0.008367,0.000100
525,3874.941,0.045448,0.950124,0.966124,0.934124,26,0.00003616,1,0.021306,0.010233,0.032378,0.978570,0.989624,0.967516,0.970190,0.976011,0.964369,0.001224,0.004521,0.003915,0.008353,0.000100
550,4208.433,0.043547,0.952836,0.970290,0.935382,26,0.00003360,2,0.022022,0.010736,0.033308,0.977929,0.989171,0.966687,0.973623,0.980708,0.966538,0.001249,0.004687,0.003373,0.008166,0.000100
575,4263.275,0.041916,0.954032,0.968615,0.939449,26,0.00000472,0,0.019369,0.010233,0.028505,0.980497,0.989650,0.971344,0.972377,0.978527,0.966228,0.001173,0.004127,0.003525,0.007796,0.000100
600,4599.471,0.040211,0.955869,0.968937,0.942801,25,0.00000265,0,0.018194,0.009898,0.026491,0.981671,0.989986,0.973356,0.973152,0.978527,0.967777,0.001145,0.003930,0.003525,0.007341,0.000100
625,4652.049,0.040306,0.955707,0.967833,0.943581,25,0.00000424,0,0.019349,0.011743,0.026956,0.980542,0.988150,0.972935,0.974107,0.979198,0.969016,0.001468,0.003693,0.003764,0.007090,0.000100
650,4960.720,0.038182,0.958022,0.969637,0.946407,25,0.00000155,0,0.018627,0.011072,0.026181,0.981291,0.988832,0.973750,0.975779,0.980372,0.971185,0.001287,0.003689,0.003411,0.006829,0.000100
675,5012.588,0.037256,0.957916,0.970246,0.945586,25,0.00000144,0,0.017084,0.009227,0.024942,0.982788,0.990665,0.974910,0.974185,0.979198,0.969171,0.001025,0.003500,0.003333,0.006823,0.000100
700,5347.108,0.034238,0.960790,0.971770,0.949810,25,0.00000631,0,0.015961,0.010233,0.021689,0.983911,0.989684,0.978139,0.976063,0.981714,0.970411,0.001155,0.002952,0.003147,0.006211,0.000100
725,5399.213,0.033483,0.961234,0.971808,0.950660,25,0.00000659,0,0.016012,0.011575,0.020449,0.983859,0.988362,0.979356,0.976579,0.983057,0.970101,0.001219,0.002845,0.002989,0.006138,0.000100
750,5734.580,0.034906,0.960263,0.971443,0.949083,25,0.00000279,0,0.016355,0.010401,0.022308,0.983520,0.989515,0.977525,0.975901,0.981547,0.970256,0.001166,0.003089,0.003129,0.006378,0.000100
775,5786.725,0.036744,0.959205,0.971106,0.947305,25,0.00000105,0,0.018130,0.010233,0.026026,0.981799,0.989677,0.973921,0.976502,0.981043,0.971960,0.001241,0.003588,0.003320,0.006513,0.000100
800,6082.239,0.036922,0.958521,0.968138,0.948904,21,0.00000739,0,0.017846,0.010904,0.024787,0.982062,0.988981,0.975144,0.975560,0.978695,0.972424,0.001221,0.003412,0.003572,0.006416,0.000100
825,6126.786,0.034541,0.960224,0.970593,0.949856,21,0.00000601,0,0.014625,0.009730,0.019520,0.985205,0.990169,0.980241,0.974217,0.980037,0.968397,0.001136,0.002729,0.003349,0.006231,0.000100
850,6403.754,0.033125,0.961262,0.967667,0.954857,21,0.00000599,0,0.013772,0.011743,0.015802,0.986059,0.988148,0.983970,0.974488,0.979030,0.969946,0.001382,0.002251,0.003597,0.005627,0.000100
875,6447.855,0.031457,0.962913,0.969973,0.955853,21,0.00000149,0,0.014450,0.011240,0.017661,0.985419,0.988671,0.982168,0.976805,0.980876,0.972734,0.001300,0.002335,0.003372,0.005296,0.000100
900,6727.598,0.034352,0.961044,0.969511,0.952576,21,0.00000389,0,0.015812,0.012414,0.019210,0.984054,0.987511,0.980598,0.976211,0.981547,0.970875,0.001478,0.002701,0.003488,0.005872,0.000100
925,6771.896,0.030891,0.964493,0.970798,0.958187,21,0.00000259,0,0.013127,0.011072,0.015182,0.986739,0.988846,0.984632,0.977141,0.981547,0.972734,0.001349,0.002146,0.003388,0.005160,0.000100
950,7060.172,0.029470,0.965754,0.970169,0.961339,21,0.00000190,0,0.013017,0.012246,0.013788,0.986867,0.987683,0.986050,0.978322,0.982050,0.974593,0.001437,0.001896,0.003337,0.004819,0.000100
