step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.397,1.752990,0.158148,0.174698,0.141598,20,0.00016899,0
25,26.716,1.402174,0.291932,0.325191,0.258673,20,0.00000000,0
50,190.873,1.078152,0.453422,0.489627,0.417217,23,0.00006957,0
75,220.589,0.833606,0.579461,0.611604,0.547318,23,0.00000000,0
100,389.832,0.638599,0.679841,0.709319,0.650364,23,0.00072653,0
125,419.351,0.522293,0.735603,0.743540,0.727667,23,0.00118373,1
150,601.989,0.415628,0.785812,0.755761,0.815862,25,0.00105784,2
175,634.610,0.344699,0.821305,0.773378,0.869231,25,0.00110954,4
200,843.065,0.314011,0.839752,0.793765,0.885739,27,0.00235735,3
225,878.733,0.285034,0.854331,0.809022,0.899641,27,0.00170097,2
250,1092.205,0.266647,0.866776,0.828402,0.905149,28,0.00040307,1
275,1128.504,0.255809,0.872432,0.831945,0.912919,28,0.00020329,1
300,1349.796,0.252413,0.875591,0.838278,0.912905,29,0.00011449,0
325,1387.213,0.234045,0.885074,0.855754,0.914394,29,0.00010979,0
350,1628.825,0.233399,0.884921,0.854133,0.915710,29,0.00004382,0
375,1666.476,0.229351,0.888618,0.863948,0.913287,29,0.00003650,1
400,1907.897,0.223690,0.891493,0.875422,0.907563,31,0.00003595,0
425,1948.809,0.213107,0.896925,0.887371,0.906480,31,0.00003694,1
450,2186.905,0.214580,0.895933,0.884605,0.907261,29,0.00004876,2
475,2223.754,0.217639,0.891455,0.872381,0.910529,29,0.00014621,1
500,2454.432,0.205171,0.902013,0.895500,0.908525,28,0.00025377,0
525,2490.171,0.191517,0.907368,0.894705,0.920031,28,0.00022296,0
550,2713.087,0.180577,0.911895,0.891534,0.932256,28,0.00030931,0
575,2748.365,0.177323,0.911330,0.883780,0.938879,28,0.00008533,0
600,2974.652,0.176720,0.911305,0.879435,0.943174,28,0.00007335,0
625,3009.850,0.176505,0.911155,0.874467,0.947843,28,0.00019597,1
650,3238.874,0.189531,0.903666,0.858309,0.949023,28,0.00011169,1
675,3274.207,0.195426,0.900632,0.851768,0.949495,28,0.00007586,0
700,3488.962,0.194450,0.907467,0.874515,0.940419,28,0.00007073,0
725,3524.335,0.205378,0.905040,0.878624,0.931457,28,0.00039480,1
750,3760.425,0.217241,0.902559,0.879207,0.925912,28,0.00117322,1
775,3796.787,0.224636,0.898214,0.871034,0.925395,28,0.00061115,2
800,4033.581,0.234240,0.893842,0.860593,0.927091,28,0.00038079,3
825,4070.014,0.236038,0.894175,0.859612,0.928738,28,0.00039830,1
850,4296.709,0.239233,0.894667,0.862489,0.926845,31,0.00002750,0
875,4336.699,0.222028,0.903516,0.879472,0.927561,31,0.00006460,0
900,4581.226,0.186238,0.915331,0.886984,0.943678,33,0.00003674,0
925,4624.206,0.175656,0.917683,0.890723,0.944643,33,0.00001775,1
950,4891.404,0.176180,0.916851,0.892726,0.940977,32,0.00001711,0
975,4933.360,0.182993,0.913986,0.879506,0.948467,32,0.00003058,0
1000,5192.300,0.177261,0.917069,0.875294,0.958844,32,0.00051508,1
1025,5232.770,0.174951,0.919281,0.877488,0.961074,32,0.00080984,1
1050,5492.156,0.179197,0.916354,0.872269,0.960439,32,0.00007755,2
1075,5532.926,0.163863,0.922451,0.874275,0.970626,32,0.00020973,2
1100,5792.208,0.161409,0.924400,0.888171,0.960628,32,0.00040160,2
1125,5833.355,0.170369,0.921495,0.892306,0.950683,32,0.00019163,1
1150,6093.177,0.166685,0.923087,0.887738,0.958435,31,0.00018751,1
1175,6133.078,0.162186,0.925524,0.889494,0.961553,31,0.00021419,1
1200,6383.888,0.155363,0.929731,0.898478,0.960985,31,0.00024529,1
1225,6423.787,0.146696,0.933246,0.904374,0.962117,31,0.00014709,0
1250,6653.145,0.142362,0.935529,0.905923,0.965135,31,0.00026272,1
1275,6693.251,0.133897,0.938255,0.907178,0.969332,31,0.00028484,2
1300,6927.732,0.133053,0.938728,0.908066,0.969391,31,0.00053615,3
1325,6967.286,0.127654,0.939997,0.907207,0.972787,31,0.00041765,3
1350,7214.843,0.123849,0.942330,0.909200,0.975459,31,0.00051012,2
1375,7254.280,0.119146,0.944019,0.911050,0.976988,31,0.00065329,2
1400,7510.347,0.120952,0.942783,0.907999,0.977568,31,0.00084702,1
1425,7549.645,0.129276,0.940396,0.903275,0.977517,31,0.00107835,2
1450,7808.167,0.131927,0.938862,0.901984,0.975740,31,0.00085949,3
1475,7847.381,0.131681,0.938554,0.900060,0.977048,31,0.00028295,0
1500,8069.142,0.128395,0.939792,0.903610,0.975974,31,0.00018995,0
1525,8108.138,0.130627,0.938322,0.899983,0.976661,31,0.00004413,1
1550,8361.229,0.122872,0.941686,0.905581,0.977791,31,0.00002791,2
1575,8400.060,0.123067,0.941334,0.903574,0.979093,31,0.00003470,0
1600,8632.345,0.123425,0.941705,0.903176,0.980235,31,0.00006447,0
1625,8670.621,0.125004,0.940672,0.903671,0.977674,31,0.00001098,0
1650,8906.256,0.127935,0.940013,0.903552,0.976474,31,0.00001354,0
1675,8944.426,0.133677,0.937401,0.900850,0.973952,31,0.00000849,0
1700,9198.217,0.139107,0.932468,0.886563,0.978374,31,0.00000734,0
1725,9237.350,0.128303,0.937442,0.892275,0.982610,31,0.00001840,0
1750,9469.889,0.120871,0.941490,0.900506,0.982474,30,0.00002351,0
1775,9507.846,0.119315,0.941750,0.901752,0.981748,30,0.00002414,1
1800,9728.266,0.116276,0.943791,0.907439,0.980144,30,0.00002297,1
1825,9766.071,0.120951,0.941561,0.903737,0.979384,30,0.00001898,1
