step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.409,1.489770,0.161199,0.164435,0.157964,20,0.00000000,0,0.076986,0.090495,0.063476,0.695182,0.664598,0.725765,0.173653,0.179315,0.167990,0.024774,0.027771,0.196353,0.273964
25,26.990,1.182863,0.290809,0.296457,0.285161,20,0.00000000,0,0.037297,0.050037,0.024557,0.891992,0.861519,0.922466,0.301727,0.311291,0.292163,0.013400,0.010479,0.158564,0.223785
50,199.427,0.923270,0.440268,0.432360,0.448175,23,0.00000849,0,0.029624,0.038132,0.021115,0.938796,0.921696,0.955897,0.453243,0.448847,0.457638,0.010215,0.009006,0.126109,0.172034
75,229.983,0.722531,0.554907,0.526557,0.583257,23,0.00004336,0,0.025050,0.034877,0.015224,0.957390,0.939846,0.974935,0.568529,0.544922,0.592137,0.009242,0.006234,0.104335,0.128760
100,426.952,0.609802,0.624785,0.600722,0.648848,26,0.00048783,2,0.022070,0.030041,0.014098,0.966361,0.953698,0.979023,0.638382,0.618769,0.657996,0.008330,0.006041,0.087547,0.108421
125,462.328,0.517280,0.681076,0.662898,0.699255,26,0.00051547,0,0.020226,0.028274,0.012179,0.971628,0.960173,0.983084,0.694706,0.681641,0.707771,0.007711,0.005150,0.073320,0.092556
150,668.038,0.453705,0.720365,0.704102,0.736628,26,0.00055012,1,0.020222,0.029390,0.011054,0.973203,0.961031,0.985375,0.734783,0.724795,0.744771,0.007907,0.004549,0.064133,0.080745
175,703.462,0.379866,0.767053,0.742297,0.791809,26,0.00022744,4,0.024190,0.038318,0.010061,0.970107,0.952638,0.987577,0.785258,0.770740,0.799775,0.010272,0.004021,0.055897,0.063526
200,924.320,0.328383,0.801437,0.784054,0.818819,25,0.00013957,4,0.025339,0.040551,0.010127,0.970277,0.952650,0.987904,0.821480,0.815848,0.827111,0.010987,0.004124,0.046573,0.055300
225,958.111,0.303976,0.821638,0.807225,0.836052,25,0.00028290,1,0.031230,0.047898,0.014562,0.964766,0.946410,0.983122,0.847058,0.845889,0.848226,0.013028,0.006011,0.041695,0.050044
250,1168.241,0.284250,0.833127,0.813108,0.853147,24,0.00038667,2,0.032150,0.051525,0.012775,0.964296,0.943162,0.985431,0.859525,0.855004,0.864046,0.013671,0.005607,0.040035,0.044985
275,1201.030,0.278022,0.838650,0.810482,0.866819,24,0.00049555,2,0.035239,0.054129,0.016349,0.961099,0.940418,0.981781,0.867671,0.854353,0.880990,0.014898,0.006783,0.041203,0.040514
300,1410.876,0.270481,0.844892,0.799757,0.890027,24,0.00007748,1,0.042611,0.071057,0.014165,0.953975,0.923401,0.984550,0.879610,0.856585,0.902634,0.019324,0.005928,0.044250,0.033267
325,1443.485,0.256145,0.856680,0.794727,0.918633,24,0.00005956,1,0.049635,0.086496,0.012775,0.947702,0.908949,0.986455,0.896918,0.863467,0.930368,0.023576,0.005719,0.046075,0.024645
350,1651.569,0.243150,0.871540,0.801434,0.941647,24,0.00005326,2,0.060592,0.102586,0.018599,0.938480,0.895983,0.980978,0.921405,0.883650,0.959161,0.028461,0.008150,0.045378,0.017354
375,1684.182,0.231787,0.879297,0.795219,0.963374,24,0.00007262,2,0.065992,0.112723,0.019261,0.933883,0.887004,0.980762,0.933394,0.884859,0.981930,0.031148,0.008129,0.047261,0.010345
400,1892.273,0.236438,0.878841,0.785418,0.972264,24,0.00010899,1,0.070789,0.122582,0.018997,0.929563,0.877940,0.981186,0.936215,0.881696,0.990733,0.033935,0.008080,0.050184,0.007595
