step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.558,1.147478,0.241228,0.186549,0.295908,20,0.00048697,0
25,27.970,0.835906,0.419787,0.392646,0.446927,20,0.00025919,0
50,198.852,0.610417,0.572448,0.549383,0.595513,20,0.00003697,0
75,224.647,0.478028,0.665587,0.646394,0.684780,20,0.00031201,0
100,396.660,0.401887,0.719974,0.685548,0.754400,20,0.00066836,2
125,423.378,0.338608,0.768120,0.707799,0.828441,20,0.00028875,1
150,597.044,0.296123,0.802012,0.724552,0.879472,20,0.00041399,2
175,624.373,0.277867,0.811737,0.736446,0.887027,20,0.00036302,2
200,797.673,0.270843,0.815138,0.738124,0.892152,20,0.00017769,2
225,824.893,0.264459,0.820599,0.744554,0.896645,20,0.00010954,2
250,998.284,0.257449,0.824699,0.748384,0.901015,20,0.00018646,1
275,1025.225,0.252586,0.828324,0.747687,0.908962,20,0.00014253,1
300,1200.124,0.251569,0.827541,0.746978,0.908103,20,0.00013969,0
325,1227.541,0.253162,0.828651,0.735915,0.921388,20,0.00015501,1
350,1403.498,0.251764,0.830111,0.736685,0.923538,20,0.00000362,1
375,1430.908,0.235384,0.838990,0.747559,0.930421,20,0.00001256,0
400,1605.226,0.227196,0.843936,0.752404,0.935469,20,0.00002200,0
425,1631.978,0.221510,0.847467,0.753216,0.941717,20,0.00004166,0
450,1804.024,0.218352,0.849960,0.754290,0.945630,20,0.00002151,0
475,1830.907,0.221369,0.846845,0.756677,0.937013,20,0.00003194,0
500,2005.204,0.218595,0.849078,0.756160,0.941996,20,0.00002756,0
525,2032.207,0.220794,0.847957,0.752230,0.943684,20,0.00002702,0
550,2199.691,0.219305,0.849699,0.753483,0.945914,19,0.00002270,0
575,2225.474,0.216548,0.851372,0.754143,0.948600,19,0.00003257,0
600,2390.443,0.214888,0.852969,0.753681,0.952257,19,0.00002407,0
625,2416.534,0.214935,0.852948,0.753707,0.952190,19,0.00002995,0
650,2581.778,0.216577,0.852571,0.751596,0.953546,19,0.00002640,0
675,2607.643,0.216248,0.854128,0.750505,0.957751,19,0.00002599,0
700,2775.073,0.213157,0.855774,0.754029,0.957520,19,0.00002548,0
725,2801.064,0.213304,0.855664,0.752378,0.958949,19,0.00002774,0
750,2966.660,0.213242,0.855901,0.753143,0.958659,19,0.00002301,0
775,2992.789,0.213080,0.856052,0.751313,0.960791,19,0.00003749,0
800,3160.490,0.212849,0.856585,0.753113,0.960057,19,0.00006241,0
825,3186.506,0.209690,0.858517,0.755069,0.961966,19,0.00010193,0
850,3344.885,0.208364,0.859719,0.751899,0.967540,18,0.00005769,1
875,3369.737,0.214602,0.858602,0.745157,0.972048,18,0.00000826,0
900,3529.390,0.209353,0.862269,0.750500,0.974038,18,0.00002748,0
925,3554.679,0.204832,0.864089,0.754087,0.974092,18,0.00002681,1
950,3713.863,0.203968,0.864874,0.755441,0.974307,18,0.00000922,1
975,3739.009,0.204179,0.865722,0.754872,0.976571,18,0.00002064,1
1000,3896.985,0.217308,0.857948,0.745467,0.970428,18,0.00001202,1
1025,3922.090,0.227877,0.852401,0.736764,0.968039,18,0.00001585,1
1050,4080.455,0.219399,0.855386,0.744216,0.966556,18,0.00001701,1
1075,4105.640,0.214594,0.856749,0.748238,0.965261,18,0.00001263,1
1100,4261.940,0.211017,0.858389,0.751061,0.965717,18,0.00001607,0
1125,4286.216,0.217205,0.855678,0.746258,0.965098,18,0.00001152,0
1150,4439.622,0.222179,0.854023,0.742757,0.965289,18,0.00002526,0
1175,4464.352,0.233503,0.849330,0.734690,0.963969,18,0.00004230,1
1200,4616.504,0.242084,0.844106,0.732266,0.955947,18,0.00007840,1
1225,4640.350,0.255502,0.837797,0.726014,0.949581,18,0.00003863,1
1250,4792.171,0.261314,0.835852,0.720577,0.951127,18,0.00001071,1
1275,4816.065,0.265487,0.833737,0.718193,0.949280,18,0.00000924,1
1300,4966.868,0.259886,0.836931,0.722324,0.951539,18,0.00000280,1
1325,4990.714,0.257521,0.838604,0.724534,0.952673,18,0.00000601,1
1350,5142.916,0.259861,0.837099,0.722335,0.951864,18,0.00000429,0
1375,5166.571,0.259908,0.837220,0.722104,0.952336,18,0.00000684,1
1400,5317.833,0.259443,0.837261,0.722995,0.951527,18,0.00000721,1
1425,5341.602,0.260805,0.836175,0.721939,0.950412,18,0.00000404,1
1450,5491.408,0.258281,0.837981,0.723552,0.952409,18,0.00000411,1
1475,5514.853,0.259017,0.838060,0.722201,0.953919,18,0.00000248,0
1500,5662.337,0.256900,0.839687,0.723735,0.955639,17,0.00000817,1
1525,5684.505,0.260566,0.836837,0.720169,0.953505,17,0.00001573,0
1550,5828.227,0.259457,0.837224,0.721842,0.952606,17,0.00002692,1
1575,5850.252,0.260413,0.837193,0.722404,0.951982,17,0.00006249,1
1600,5992.374,0.259985,0.836834,0.724121,0.949546,17,0.00010290,1
1625,6014.564,0.263051,0.835486,0.722457,0.948516,17,0.00011621,1
1650,6157.733,0.263974,0.834187,0.722868,0.945506,17,0.00017939,0
1675,6179.136,0.264449,0.834103,0.724600,0.943605,17,0.00042262,0
1700,6321.244,0.264888,0.833291,0.725379,0.941204,17,0.00051283,0
1725,6342.770,0.265379,0.832354,0.723497,0.941211,17,0.00046689,0
1750,6486.068,0.264103,0.833244,0.725659,0.940830,17,0.00050620,0
1775,6507.619,0.264216,0.833371,0.725420,0.941322,17,0.00048608,0
1800,6649.943,0.264653,0.833434,0.724062,0.942807,17,0.00047473,0
1825,6671.725,0.266463,0.832206,0.724088,0.940323,17,0.00049865,0
1850,6816.390,0.267308,0.831671,0.722505,0.940837,17,0.00047715,0
1875,6838.079,0.265146,0.833077,0.723597,0.942557,17,0.00047682,0
1900,6982.244,0.266546,0.832525,0.722388,0.942662,17,0.00049024,0
1925,7003.734,0.264870,0.833638,0.723879,0.943396,17,0.00050320,0
1950,7147.812,0.264856,0.833411,0.723806,0.943016,17,0.00052258,1
1975,7169.815,0.266391,0.832622,0.721907,0.943336,17,0.00051739,1
2000,7311.188,0.266250,0.832724,0.722073,0.943376,17,0.00050364,0
