step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.386,1.152610,0.188629,0.206117,0.171142,20,0.00000464,0,0.208281,0.263793,0.152769,0.530218,0.496849,0.563587,0.228888,0.260489,0.197287,0.036081,0.045266,0.122050,0.221479,0.010000
25,26.617,0.871730,0.307010,0.359446,0.254574,20,0.00005177,0,0.095561,0.121738,0.069385,0.782494,0.768093,0.796895,0.337721,0.403204,0.272237,0.016410,0.020540,0.087104,0.184987,0.010000
50,192.240,0.717421,0.427911,0.482056,0.373766,23,0.00000153,0,0.087867,0.118434,0.057299,0.846631,0.819894,0.873367,0.467165,0.539148,0.395183,0.015642,0.016570,0.069751,0.153283,0.010000
75,222.444,0.576544,0.546407,0.595998,0.496815,23,0.00015363,3,0.086927,0.122729,0.051126,0.877921,0.845015,0.910828,0.595680,0.669144,0.522215,0.016359,0.014932,0.054163,0.122337,0.010000
100,416.493,0.473187,0.625652,0.645536,0.605768,26,0.00002799,4,0.089661,0.136108,0.043214,0.889730,0.843465,0.935995,0.682672,0.733399,0.631945,0.018180,0.012260,0.047966,0.094536,0.010000
125,450.877,0.394981,0.688191,0.686677,0.689704,26,0.00021698,2,0.091160,0.141890,0.040431,0.896717,0.846771,0.946662,0.750850,0.784110,0.717590,0.018704,0.011591,0.042247,0.074215,0.010000
150,663.625,0.344368,0.726436,0.720808,0.732065,25,0.00032234,2,0.083158,0.128840,0.037475,0.908140,0.863302,0.952978,0.786588,0.813677,0.759499,0.017026,0.010658,0.037166,0.063707,0.010000
175,696.363,0.314184,0.750187,0.738046,0.762327,25,0.00045405,2,0.078933,0.119260,0.038605,0.913675,0.873842,0.953508,0.808911,0.826065,0.791757,0.015765,0.011145,0.034612,0.056555,0.010000
200,910.135,0.292477,0.767185,0.746344,0.788026,25,0.00030129,2,0.078963,0.118104,0.039823,0.914836,0.876019,0.953653,0.826948,0.834490,0.819407,0.015910,0.011359,0.033639,0.050149,0.010000
225,943.418,0.268701,0.785917,0.759246,0.812589,25,0.00024484,3,0.076164,0.112157,0.040170,0.918690,0.882749,0.954630,0.844816,0.844400,0.845231,0.015019,0.011709,0.031637,0.044509,0.010000
250,1157.321,0.252428,0.798723,0.763263,0.834183,25,0.00009979,2,0.078798,0.117773,0.039823,0.917403,0.878700,0.956105,0.860279,0.853155,0.867403,0.015694,0.011751,0.031157,0.039240,0.010000
275,1190.471,0.238043,0.808054,0.780528,0.835581,25,0.00008067,2,0.069587,0.101090,0.038084,0.926348,0.894755,0.957941,0.863417,0.859432,0.867403,0.013419,0.011139,0.028285,0.038764,0.010000
300,1405.555,0.242920,0.804641,0.771500,0.837781,25,0.00004614,2,0.077920,0.119756,0.036084,0.919171,0.878254,0.960088,0.865952,0.863892,0.868011,0.015678,0.010467,0.029724,0.038166,0.010000
325,1439.007,0.234407,0.810535,0.785554,0.835515,25,0.00003522,2,0.071478,0.106871,0.036084,0.925264,0.890543,0.959985,0.867586,0.869508,0.865664,0.014012,0.010131,0.027719,0.038338,0.010000
350,1652.008,0.229817,0.814084,0.786448,0.841721,25,0.00004397,2,0.072069,0.109184,0.034953,0.925091,0.888758,0.961424,0.871729,0.872316,0.871142,0.014061,0.010157,0.027336,0.037151,0.010000
375,1685.184,0.229318,0.814648,0.784848,0.844448,25,0.00000961,1,0.069226,0.103238,0.035214,0.927375,0.893472,0.961277,0.870029,0.865874,0.874185,0.013889,0.010201,0.027933,0.036459,0.010000
400,1897.104,0.216539,0.825010,0.785661,0.864358,25,0.00000632,0,0.072556,0.110505,0.034606,0.925163,0.887582,0.962745,0.883376,0.872481,0.894270,0.014813,0.010147,0.027967,0.031731,0.010000
425,1929.487,0.198105,0.836505,0.787380,0.885630,25,0.00012370,2,0.069708,0.104724,0.034693,0.928032,0.892542,0.963522,0.893097,0.869838,0.916355,0.014231,0.009697,0.027829,0.026213,0.010000
450,2142.362,0.189138,0.843135,0.790005,0.896266,25,0.00034274,2,0.067905,0.097291,0.038518,0.929677,0.899092,0.960262,0.898827,0.866865,0.930789,0.013149,0.010796,0.027234,0.023760,0.010000
475,2174.807,0.182532,0.846853,0.793119,0.900587,25,0.00025967,1,0.063145,0.089858,0.036432,0.934134,0.905833,0.962435,0.898892,0.864387,0.933397,0.012104,0.010450,0.026638,0.022868,0.010000
500,2386.061,0.182212,0.847619,0.796263,0.898975,25,0.00024178,1,0.060867,0.087215,0.034519,0.936344,0.908476,0.964212,0.897857,0.865709,0.930006,0.011714,0.010270,0.026138,0.023551,0.010000
525,2418.415,0.183102,0.846113,0.790950,0.901276,25,0.00017268,1,0.065440,0.095144,0.035736,0.932080,0.901031,0.963129,0.899844,0.866204,0.933484,0.012685,0.010213,0.026922,0.022623,0.010000
550,2627.167,0.180487,0.849559,0.797397,0.901721,25,0.00004147,1,0.063836,0.091675,0.035997,0.933809,0.904721,0.962897,0.902339,0.870499,0.934180,0.012457,0.010377,0.026197,0.022538,0.010000
575,2659.390,0.176825,0.851229,0.801400,0.901058,25,0.00002713,1,0.060306,0.085398,0.035214,0.937111,0.910600,0.963622,0.901313,0.869838,0.932788,0.011245,0.010437,0.025191,0.022903,0.010000
600,2870.547,0.181278,0.849442,0.795489,0.903396,25,0.00001919,2,0.067657,0.098447,0.036866,0.930438,0.898743,0.962133,0.905252,0.873802,0.936701,0.012928,0.010736,0.026221,0.022369,0.010000
625,2902.649,0.174034,0.852571,0.799423,0.905719,25,0.00000971,1,0.060849,0.087876,0.033823,0.936683,0.908228,0.965137,0.903013,0.869673,0.936353,0.011591,0.009861,0.025558,0.021725,0.010000
650,3110.743,0.173900,0.853083,0.801397,0.904770,25,0.00001449,2,0.061632,0.087876,0.035388,0.936016,0.908434,0.963599,0.904304,0.871820,0.936788,0.011495,0.010302,0.025141,0.021923,0.010000
675,3142.595,0.171927,0.854143,0.800702,0.907585,25,0.00000889,1,0.058211,0.082425,0.033997,0.939098,0.913157,0.965039,0.902570,0.866700,0.938440,0.011185,0.009916,0.025447,0.021310,0.010000
700,3349.605,0.169822,0.856307,0.803760,0.908854,25,0.00001989,1,0.058385,0.080773,0.035997,0.939052,0.914927,0.963177,0.905126,0.868682,0.941570,0.010670,0.010558,0.024827,0.021162,0.010000
725,3381.711,0.172441,0.856126,0.805064,0.907187,25,0.00003009,1,0.060459,0.082920,0.037997,0.937181,0.913149,0.961214,0.906739,0.871820,0.941657,0.011362,0.010871,0.025143,0.021214,0.010000
750,3590.703,0.174986,0.851927,0.794206,0.909648,25,0.00005242,1,0.065144,0.094813,0.035475,0.932691,0.901679,0.963704,0.905713,0.869508,0.941918,0.012131,0.010504,0.026038,0.020961,0.010000
775,3622.891,0.168740,0.857983,0.804364,0.911602,25,0.00004451,1,0.059080,0.082425,0.035736,0.938525,0.913518,0.963531,0.907421,0.870664,0.944179,0.011001,0.010626,0.024872,0.020551,0.010000
800,3829.841,0.168679,0.856729,0.800790,0.912668,25,0.00006978,1,0.061741,0.087050,0.036432,0.936002,0.909091,0.962914,0.908208,0.870499,0.945918,0.011352,0.010566,0.025264,0.019987,0.010000
825,3861.631,0.163276,0.859273,0.803028,0.915518,25,0.00003917,1,0.057229,0.080112,0.034345,0.940224,0.915446,0.965001,0.907161,0.867360,0.946961,0.010499,0.009990,0.024844,0.019327,0.010000
850,4070.113,0.166034,0.857771,0.801714,0.913828,25,0.00003311,1,0.057937,0.079617,0.036258,0.939444,0.915764,0.963123,0.906252,0.865543,0.946961,0.010514,0.010447,0.025133,0.019723,0.010000
