job	pair	arm	config	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_srd_restart_aw0p25	sun_moon	srd_restart	aw0p25	converged	1500	0.241987	0.862375	0.777189	0.947561	0.865244	1100	0.950713	0.95785	17	20	20	17	18.049	0.040257	0.956770	0.897189	0.00003659	0	0	3	9286.785
neg_water_fire_srd_restart_aw0p25	water_fire	srd_restart	aw0p25	converged	1575	0.141788	0.895260	0.932514	0.858006	0.898067	1275	0.9294	0.934273	14	20	20	14	16.312	0.077261	0.925964	0.963469	0.00005815	0	0	6	11262.192
neg_cat_face_bass_srd_restart_aw0p25	cat_face_bass	srd_restart	aw0p25	converged	1975	0.246040	0.867895	0.859263	0.876528	0.868673	1850	0.936215	0.936215	13	20	20	13	14.375	0.060836	0.939422	0.920428	0.00007566	0	0	7	9332.388
neg_dance_argument_srd_restart_aw0p25	dance_argument	srd_restart	aw0p25	converged	2250	0.264092	0.835211	0.767121	0.903301	0.836677	2225	0.900953	0.906817	16	20	20	16	17.560	0.102788	0.901078	0.916993	0.00000412	0	0	4	19869.313
neg_horse_circle_srd_restart_aw0p25	horse_circle	srd_restart	aw0p25	converged	1500	0.207058	0.902546	0.817545	0.987547	0.902773	475	0.93258	0.943517	19	20	21	19	19.361	0.073201	0.931760	0.962779	0.00000149	1	0	2	16018.161
neg_acm_scf_srd_restart_aw0p25	acm_scf	srd_restart	aw0p25	converged	1900	0.480970	0.717553	0.744311	0.690795	0.734201	1600	0.802907	0.839818	16	20	20	16	17.169	0.224266	0.825495	0.873694	0.00025824	0	0	4	18976.712
neg_teapot_droplets_srd_restart_aw0p25	teapot_droplets	srd_restart	aw0p25	converged	1875	0.274401	0.772556	0.878445	0.666667	0.776416	775	0.839991	0.852928	16	20	20	16	16.474	0.177159	0.851535	0.893124	0.00000640	0	0	4	11315.588
