step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.386,0.221311,0.191183,0.251440,0.844565,20
25,26.707,0.331309,0.318868,0.343750,0.599463,20
50,52.043,0.436954,0.433110,0.440798,0.495492,20
75,77.663,0.515845,0.514203,0.517486,0.411044,20
100,103.726,0.568944,0.565213,0.572674,0.372158,20
125,129.632,0.594232,0.581162,0.607303,0.351606,20
150,155.299,0.624230,0.604994,0.643466,0.332334,20
175,181.108,0.648657,0.605736,0.691579,0.314040,20
200,206.596,0.676914,0.611955,0.741872,0.302246,20
225,231.705,0.684381,0.616709,0.752054,0.297678,20
250,256.628,0.699135,0.628690,0.769579,0.283121,20
275,281.587,0.709931,0.634547,0.785315,0.269486,20
300,306.918,0.722528,0.641386,0.803670,0.258462,20
325,332.385,0.724803,0.646512,0.803094,0.253557,20
350,357.392,0.726336,0.649785,0.802886,0.248591,20
375,382.224,0.725756,0.655496,0.796016,0.244277,20
400,407.171,0.722465,0.661160,0.783771,0.240431,20
425,432.035,0.718682,0.659468,0.777895,0.241828,20
450,457.363,0.718592,0.657345,0.779839,0.237170,20
475,482.741,0.718695,0.659875,0.777515,0.236355,20
500,508.431,0.717175,0.666075,0.768275,0.234079,20
525,533.871,0.728021,0.665448,0.790593,0.226802,20
550,559.028,0.725765,0.669383,0.782147,0.228837,20
575,584.375,0.728768,0.683864,0.773672,0.226216,20
600,609.431,0.733082,0.688675,0.777489,0.222016,20
625,634.600,0.730499,0.687762,0.773237,0.224101,20
650,659.909,0.732444,0.686071,0.778817,0.225843,20
675,684.974,0.729532,0.685373,0.773690,0.227592,20
700,709.517,0.729555,0.686195,0.772915,0.227950,20
725,734.459,0.728639,0.687701,0.769577,0.227686,20
750,759.319,0.729614,0.686974,0.772254,0.225907,20
775,784.190,0.729194,0.683676,0.774713,0.228016,20
800,809.202,0.729279,0.687001,0.771557,0.228171,20
