step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.380,0.157236,0.173906,0.140566,1.185150,20
25,26.759,0.269509,0.307298,0.231720,0.946939,20
50,52.441,0.414157,0.464095,0.364220,0.765365,20
75,78.578,0.544392,0.614107,0.474677,0.615085,20
100,104.684,0.616742,0.682212,0.551271,0.529399,20
125,130.695,0.652238,0.692139,0.612338,0.485688,20
150,156.509,0.681077,0.697294,0.664861,0.446406,20
175,182.436,0.715953,0.705104,0.726802,0.400724,20
200,208.500,0.735879,0.708806,0.762953,0.374730,20
225,234.778,0.751128,0.712181,0.790074,0.360866,20
250,261.223,0.764210,0.716215,0.812205,0.342026,20
275,287.228,0.771815,0.719615,0.824015,0.334706,20
300,313.162,0.780031,0.719412,0.840650,0.329095,20
325,339.275,0.784306,0.712332,0.856280,0.323614,20
350,365.320,0.786094,0.700477,0.871711,0.330670,20
375,391.221,0.807878,0.707266,0.908490,0.299451,20
400,416.962,0.812793,0.707331,0.918254,0.292887,20
425,442.648,0.818894,0.705980,0.931808,0.289048,20
450,468.442,0.824160,0.710013,0.938306,0.279119,20
475,494.064,0.831388,0.714298,0.948479,0.269031,20
500,519.801,0.834695,0.717009,0.952381,0.265890,20
525,545.606,0.836418,0.718405,0.954431,0.260432,20
550,571.979,0.838758,0.719643,0.957873,0.257450,20
575,598.618,0.838555,0.717981,0.959130,0.257667,20
600,625.331,0.838683,0.716904,0.960463,0.258699,20
625,651.908,0.838496,0.715810,0.961182,0.257637,20
650,678.668,0.840089,0.717205,0.962973,0.255378,20
675,705.152,0.839251,0.713812,0.964690,0.260753,20
700,731.638,0.841383,0.716277,0.966488,0.253031,20
725,757.825,0.843378,0.720010,0.966746,0.251495,20
750,783.935,0.842300,0.718310,0.966290,0.252171,20
775,810.249,0.842704,0.717534,0.967874,0.252293,20
800,836.635,0.844855,0.719723,0.969987,0.249788,20
825,862.979,0.843468,0.717547,0.969388,0.251574,20
850,889.053,0.844079,0.717842,0.970316,0.251167,20
875,915.076,0.845245,0.719780,0.970711,0.249696,20
900,941.109,0.846038,0.722218,0.969859,0.248781,20
925,967.070,0.846531,0.723078,0.969983,0.248737,20
950,993.092,0.847696,0.724673,0.970718,0.245879,20
975,1019.178,0.849455,0.728201,0.970709,0.240884,20
1000,1045.225,0.850514,0.727204,0.973823,0.237516,20
1025,1071.196,0.852300,0.732701,0.971899,0.234204,20
1050,1097.227,0.854665,0.736040,0.973289,0.228179,20
1075,1123.186,0.854359,0.736292,0.972426,0.227159,20
1100,1149.220,0.854735,0.736575,0.972894,0.224701,20
1125,1175.167,0.854128,0.735891,0.972365,0.225520,20
1150,1200.826,0.854895,0.738281,0.971510,0.224365,20
1175,1226.298,0.853882,0.738512,0.969252,0.225526,20
1200,1251.951,0.851204,0.734270,0.968139,0.233160,20
1225,1277.609,0.853983,0.737318,0.970649,0.225673,20
1250,1303.625,0.854484,0.738644,0.970324,0.222706,20
1275,1329.827,0.855391,0.739278,0.971504,0.221551,20
1300,1356.052,0.854570,0.738429,0.970711,0.225460,20
1325,1382.150,0.856103,0.740970,0.971236,0.221040,20
1350,1408.189,0.853763,0.737684,0.969841,0.224152,20
1375,1434.544,0.853226,0.736677,0.969775,0.225390,20
1400,1460.590,0.851935,0.736611,0.967260,0.226980,20
