step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.954,1.740832,0.161532,0.164919,0.158144,20,0.00000000,0
25,27.920,1.397249,0.294250,0.300964,0.287535,20,0.00000000,0
50,54.314,1.082801,0.444789,0.428788,0.460790,20,0.00000000,0
75,81.267,0.841218,0.564494,0.525053,0.603935,20,0.00056501,1
100,108.295,0.711842,0.632325,0.591875,0.672775,20,0.00148947,2
125,135.660,0.577881,0.701800,0.662040,0.741560,20,0.00024001,3
150,162.913,0.464478,0.760425,0.711406,0.809443,20,0.00049641,5
175,190.262,0.422946,0.781862,0.714680,0.849044,20,0.00015864,2
200,217.539,0.384672,0.801347,0.708050,0.894644,20,0.00003054,2
225,244.539,0.351515,0.818553,0.704871,0.932234,20,0.00003037,1
250,271.625,0.320455,0.837521,0.704801,0.970240,20,0.00020199,3
275,298.620,0.320200,0.838067,0.697331,0.978804,20,0.00008794,1
300,325.247,0.325130,0.837482,0.694061,0.980903,20,0.00001141,1
325,352.249,0.320508,0.839677,0.698182,0.981173,20,0.00000800,1
350,379.376,0.317760,0.841786,0.700519,0.983052,20,0.00001186,1
375,406.691,0.315410,0.843206,0.703150,0.983261,20,0.00000675,1
400,433.657,0.309106,0.845992,0.707682,0.984301,20,0.00000924,0
425,460.747,0.306024,0.848037,0.711126,0.984948,20,0.00000589,0
450,487.624,0.308698,0.847516,0.709824,0.985207,20,0.00001715,0
475,514.662,0.322177,0.842215,0.703638,0.980792,20,0.00001152,1
500,541.092,0.329664,0.841380,0.702657,0.980102,20,0.00001530,2
525,567.202,0.332815,0.841184,0.702389,0.979979,20,0.00002926,2
550,593.459,0.344928,0.838401,0.701335,0.975467,20,0.00007978,2
575,619.193,0.356658,0.836559,0.706665,0.966454,20,0.00004204,0
600,644.838,0.364012,0.837560,0.715332,0.959788,20,0.00006459,0
625,670.199,0.357353,0.840670,0.713440,0.967901,20,0.00020417,1
650,695.585,0.351638,0.842835,0.714385,0.971286,20,0.00018136,2
675,720.903,0.351508,0.842783,0.715496,0.970071,20,0.00015785,1
700,746.173,0.352244,0.842352,0.716685,0.968020,20,0.00014167,1
725,771.743,0.350076,0.843527,0.719479,0.967575,20,0.00002863,0
750,796.827,0.345692,0.845527,0.719655,0.971399,20,0.00003096,0
775,822.230,0.336929,0.847722,0.722192,0.973252,20,0.00000590,1
800,847.964,0.333704,0.851166,0.731849,0.970484,20,0.00000883,1
825,873.996,0.329234,0.855858,0.749903,0.961813,20,0.00000201,1
850,899.918,0.316189,0.859570,0.748504,0.970636,20,0.00005797,2
875,925.587,0.313525,0.861124,0.750310,0.971938,20,0.00005073,1
900,951.237,0.311155,0.862420,0.752209,0.972630,20,0.00006578,1
925,977.014,0.312418,0.862065,0.751876,0.972255,20,0.00024044,1
950,1002.815,0.322611,0.859743,0.747464,0.972023,20,0.00032937,1
975,1028.654,0.330040,0.856419,0.743611,0.969226,20,0.00000176,1
1000,1054.197,0.305392,0.860743,0.753918,0.967568,20,0.00000799,1
1025,1079.924,0.304090,0.859118,0.752591,0.965644,20,0.00000540,1
1050,1104.859,0.321547,0.854296,0.745157,0.963435,20,0.00000012,1
1075,1129.705,0.328054,0.852513,0.745193,0.959833,20,0.00000009,0
1100,1155.027,0.326798,0.853720,0.750650,0.956790,20,0.00000087,0
1125,1180.167,0.328531,0.852016,0.750650,0.953382,20,0.00000088,0
1150,1205.058,0.328175,0.852951,0.749039,0.956863,20,0.00000133,0
1175,1229.789,0.330516,0.852799,0.752036,0.953562,20,0.00002980,0
1200,1254.603,0.325310,0.854991,0.756776,0.953207,20,0.00001741,0
1225,1279.490,0.329634,0.853229,0.754507,0.951952,20,0.00003231,0
1250,1304.055,0.326629,0.853975,0.755870,0.952080,20,0.00001588,0
1275,1328.616,0.318768,0.857152,0.761132,0.953171,20,0.00006583,0
1300,1353.363,0.316357,0.858189,0.762370,0.954008,20,0.00008430,0
1325,1377.995,0.314641,0.858670,0.762486,0.954854,20,0.00007591,0
1350,1402.544,0.313035,0.858907,0.762644,0.955171,20,0.00000988,0
1375,1427.215,0.311701,0.860223,0.763757,0.956690,20,0.00000791,0
1400,1451.852,0.311242,0.860563,0.765762,0.955365,20,0.00000836,0
1425,1476.906,0.306429,0.862824,0.767941,0.957707,20,0.00002288,0
1450,1501.815,0.307797,0.862278,0.770615,0.953941,20,0.00002048,0
1475,1526.320,0.318116,0.859187,0.770051,0.948323,20,0.00002084,0
1500,1550.969,0.325557,0.856087,0.764400,0.947773,20,0.00001395,0
1525,1575.955,0.328873,0.855818,0.763934,0.947702,20,0.00001113,0
1550,1600.821,0.332399,0.853876,0.762372,0.945380,20,0.00000814,0
1575,1625.531,0.331854,0.854324,0.763168,0.945480,20,0.00000551,0
1600,1650.367,0.335274,0.853814,0.763187,0.944441,20,0.00000750,0
1625,1674.950,0.333845,0.854068,0.764059,0.944076,20,0.00000687,0
1650,1699.532,0.333419,0.853988,0.763238,0.944738,20,0.00000524,0
1675,1724.003,0.331436,0.855144,0.765783,0.944505,20,0.00000479,0
1700,1748.664,0.321825,0.858585,0.769569,0.947600,20,0.00000140,0
1725,1773.052,0.318952,0.860390,0.770070,0.950711,20,0.00001314,0
1750,1797.547,0.318149,0.860945,0.769616,0.952274,20,0.00000539,0
1775,1822.089,0.319747,0.860404,0.768881,0.951927,20,0.00001154,0
1800,1846.647,0.317463,0.861481,0.769436,0.953526,20,0.00001071,0
1825,1871.270,0.313419,0.863717,0.773817,0.953617,20,0.00000103,0
1850,1895.799,0.318849,0.861593,0.769057,0.954130,20,0.00000177,0
1875,1920.327,0.316782,0.862710,0.766381,0.959038,20,0.00000395,0
1900,1944.725,0.314475,0.864183,0.765992,0.962374,20,0.00001839,0
1925,1969.066,0.314795,0.864114,0.763372,0.964856,20,0.00004084,0
1950,1993.153,0.316953,0.863130,0.762829,0.963430,20,0.00004884,0
1975,2017.653,0.320549,0.862166,0.761934,0.962397,20,0.00002463,0
2000,2041.849,0.313980,0.864774,0.765368,0.964180,20,0.00002228,0
