job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_hinge2_restart_importnet_unconstrained_nonorm1p25	sun_moon	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2400	0.203452	0.744648	0.543145	0.946151	0.746597	2200	0.955004	0.955817	4	5	5	4	4.041	0.011756	0.980609	0.751657	0.00000000	0	0	1	2553.537
neg_water_fire_hinge2_restart_importnet_unconstrained_nonorm1p25	water_fire	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1900	0.116585	0.808959	0.800646	0.817271	0.809181	1600	0.950527	0.95171	5	5	5	5	5.000	0.029588	0.965777	0.832821	0.00000522	0	0	0	2441.782
neg_cat_face_bass_hinge2_restart_importnet_unconstrained_nonorm1p25	cat_face_bass	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2400	0.160884	0.830818	0.810897	0.850738	0.830898	2325	0.960503	0.960503	4	5	5	4	4.041	0.022004	0.974674	0.848940	0.00093999	0	0	1	2605.797
neg_horse_circle_hinge2_restart_importnet_unconstrained_nonorm1p25	horse_circle	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1825	0.142680	0.874483	0.765062	0.983905	0.875936	1625	0.968038	0.968965	5	5	5	5	5.000	0.020659	0.976068	0.891564	0.00000142	0	0	0	1905.509
neg_robot_man_hinge2_restart_importnet_unconstrained_nonorm1p25	robot_man	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	2550	0.136244	0.792740	0.807645	0.777835	0.801607	1775	0.942205	0.944624	5	5	5	5	5.000	0.036206	0.959333	0.821777	0.00136617	0	0	0	2591.224
