step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.451,0.221311,0.191183,0.251440,0.844565,20
25,27.955,0.331309,0.318868,0.343750,0.599463,20
50,54.380,0.436954,0.433110,0.440798,0.495492,20
75,81.212,0.515845,0.514203,0.517486,0.411044,20
100,108.306,0.568944,0.565213,0.572674,0.372158,20
125,135.068,0.594290,0.581162,0.607419,0.351594,20
150,161.635,0.622328,0.603586,0.641070,0.331869,20
175,188.327,0.650335,0.609447,0.691222,0.311912,20
200,214.482,0.680010,0.614325,0.745696,0.300168,20
225,239.784,0.688154,0.618658,0.757649,0.296290,20
250,265.163,0.697638,0.628028,0.767248,0.286857,20
275,291.415,0.707564,0.632003,0.783126,0.270847,20
300,317.739,0.720500,0.640976,0.800023,0.260761,20
325,344.039,0.723384,0.646673,0.800094,0.254907,20
350,370.181,0.724600,0.650720,0.798480,0.248745,20
375,395.653,0.726425,0.655985,0.796866,0.243386,20
400,421.624,0.723653,0.661307,0.785999,0.241692,20
425,447.872,0.716979,0.660123,0.773835,0.243926,20
450,473.922,0.717810,0.662609,0.773010,0.240376,20
475,499.764,0.719757,0.666946,0.772567,0.234262,20
500,525.941,0.721254,0.673170,0.769339,0.231196,20
525,552.973,0.719887,0.679186,0.760588,0.231983,20
550,580.459,0.722355,0.686231,0.758479,0.227916,20
575,607.666,0.722785,0.684569,0.761000,0.227116,20
600,634.766,0.726008,0.685484,0.766533,0.225373,20
625,661.514,0.728228,0.681175,0.775281,0.228953,20
650,688.558,0.725568,0.681487,0.769649,0.230422,20
675,715.979,0.727031,0.682614,0.771449,0.228986,20
700,743.267,0.727397,0.684944,0.769849,0.228273,20
725,770.490,0.728245,0.685241,0.771250,0.227540,20
750,797.548,0.728435,0.685120,0.771749,0.227995,20
775,824.202,0.729498,0.684528,0.774468,0.226820,20
800,851.090,0.730883,0.684396,0.777371,0.227313,20
825,877.707,0.732571,0.686471,0.778671,0.224077,20
850,904.410,0.733486,0.686505,0.780468,0.225030,20
875,931.028,0.735629,0.689229,0.782029,0.223673,20
900,957.856,0.734460,0.687558,0.781361,0.226129,20
925,984.646,0.735618,0.686535,0.784701,0.225307,20
