pair,group,seed,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
acm_scf,basic,0,1075,1055.913,0.330073,0.808218,0.827307,0.789128,20,0.00000000,0
acm_scf,basic,0,1100,1080.094,0.327784,0.811243,0.825457,0.797029,20,0.00000000,0
acm_scf,basic,0,1125,1104.411,0.330494,0.808415,0.825270,0.791560,20,0.00000000,0
acm_scf,basic,0,1150,1128.071,0.328313,0.811943,0.827729,0.796157,20,0.00000000,0
acm_scf,basic,0,1175,1151.881,0.326465,0.812040,0.826965,0.797115,20,0.00000000,0
acm_scf,basic,0,1200,1175.791,0.327719,0.810911,0.827223,0.794598,20,0.00000000,0
acm_scf,basic,0,1225,1200.089,0.321048,0.815959,0.828795,0.803123,20,0.00000000,0
acm_scf,basic,0,1250,1224.453,0.322930,0.812366,0.828220,0.796512,20,0.00000000,0
acm_scf,basic,0,1275,1248.787,0.319784,0.815183,0.827153,0.803214,20,0.00000000,0
acm_scf,basic,0,1300,1273.445,0.337644,0.804371,0.823992,0.784750,20,0.00000000,0
acm_scf,basic,0,1325,1298.217,0.321007,0.817430,0.822599,0.812261,20,0.00000000,0
acm_scf,basic,0,1350,1322.714,0.321140,0.815863,0.822671,0.809056,20,0.00000000,0
acm_scf,basic,0,1375,1347.242,0.319934,0.815816,0.823147,0.808485,20,0.00000000,0
acm_scf,basic,0,1400,1371.360,0.321024,0.815030,0.822122,0.807939,20,0.00000000,0
acm_scf,basic,0,1425,1395.745,0.320305,0.815912,0.822704,0.809121,20,0.00000000,0
acm_scf,basic,0,1450,1420.210,0.317853,0.817094,0.821310,0.812878,20,0.00000000,0
acm_scf,basic,0,1475,1444.805,0.319953,0.816385,0.823239,0.809530,20,0.00000000,0
acm_scf,basic,0,1500,1469.382,0.320687,0.815466,0.824402,0.806531,20,0.00000000,0
acm_scf,basic,0,1525,1493.809,0.322098,0.814657,0.822423,0.806891,20,0.00000000,0
acm_scf,basic,0,1550,1518.412,0.320664,0.814045,0.822573,0.805518,20,0.00000000,0
acm_scf,basic,0,1575,1542.603,0.322395,0.812920,0.824543,0.801297,20,0.00000000,0
acm_scf,basic,0,1600,1566.912,0.320002,0.812104,0.826090,0.798117,20,0.00000000,0
acm_scf,basic,0,1625,1590.980,0.312953,0.818784,0.827354,0.810213,20,0.00000000,0
acm_scf,basic,0,1650,1615.257,0.312321,0.817841,0.827308,0.808374,20,0.00000000,0
acm_scf,basic,0,1675,1639.305,0.310755,0.819927,0.829882,0.809973,20,0.00000000,0
acm_scf,basic,0,1700,1663.415,0.310191,0.819931,0.830662,0.809199,20,0.00000000,0
acm_scf,basic,0,1725,1687.645,0.308501,0.820566,0.831712,0.809420,20,0.00000000,0
acm_scf,basic,0,1750,1711.777,0.316115,0.813623,0.831925,0.795320,20,0.00000000,0
acm_scf,basic,0,1775,1736.275,0.311996,0.816610,0.830238,0.802981,20,0.00000000,0
acm_scf,basic,0,1800,1760.534,0.308415,0.821168,0.830642,0.811694,20,0.00000000,0
acm_scf,basic,0,1825,1784.970,0.305464,0.821849,0.832706,0.810992,20,0.00000000,0
acm_scf,basic,0,1850,1809.436,0.305373,0.821988,0.831819,0.812157,20,0.00000000,0
acm_scf,basic,0,1875,1833.852,0.304382,0.823015,0.832517,0.813513,20,0.00000000,0
acm_scf,basic,0,1900,1858.291,0.303337,0.823217,0.833523,0.812911,20,0.00000000,0
acm_scf,basic,0,1925,1882.737,0.307084,0.821319,0.828301,0.814337,20,0.00000000,0
acm_scf,basic,0,1950,1907.115,0.305887,0.818933,0.832872,0.804994,20,0.00000000,0
acm_scf,basic,0,1975,1931.609,0.301908,0.824044,0.833949,0.814139,20,0.00000000,0
acm_scf,basic,0,2000,1956.384,0.304020,0.819725,0.832350,0.807099,20,0.00000000,0
acm_scf,basic,1,1,1.416,1.459260,0.161611,0.157580,0.165641,20,0.00000000,0
acm_scf,basic,1,25,26.909,1.224856,0.234605,0.201410,0.267801,20,0.00000000,0
acm_scf,basic,1,50,52.621,1.106261,0.304265,0.270671,0.337859,20,0.00012685,1
acm_scf,basic,1,75,78.785,1.048227,0.345783,0.304061,0.387505,20,0.00006687,1
acm_scf,basic,1,100,104.208,0.980922,0.391907,0.344983,0.438832,20,0.00006035,0
acm_scf,basic,1,125,130.389,0.908150,0.436419,0.402556,0.470282,20,0.00000394,1
acm_scf,basic,1,150,156.170,0.855995,0.470317,0.435019,0.505615,20,0.00002634,1
acm_scf,basic,1,175,182.083,0.811268,0.498945,0.461015,0.536876,20,0.00002808,1
acm_scf,basic,1,200,208.061,0.778098,0.520005,0.497426,0.542584,20,0.00003522,1
acm_scf,basic,1,225,234.201,0.728928,0.548606,0.548359,0.548853,20,0.00003334,1
acm_scf,basic,1,250,260.290,0.680050,0.577490,0.594254,0.560727,20,0.00002380,0
acm_scf,basic,1,275,286.079,0.630439,0.604151,0.627163,0.581139,20,0.00006060,0
acm_scf,basic,1,300,312.496,0.594044,0.626152,0.660886,0.591419,20,0.00004881,1
acm_scf,basic,1,325,338.662,0.541456,0.654665,0.698804,0.610526,20,0.00000644,0
acm_scf,basic,1,350,364.711,0.507233,0.675737,0.720575,0.630899,20,0.00001115,0
acm_scf,basic,1,375,390.895,0.495688,0.682975,0.737120,0.628830,20,0.00002267,0
acm_scf,basic,1,400,417.434,0.486848,0.687637,0.754555,0.620719,20,0.00001350,0
acm_scf,basic,1,425,443.924,0.474934,0.693091,0.762862,0.623321,20,0.00000277,0
acm_scf,basic,1,450,470.496,0.459318,0.702608,0.767079,0.638138,20,0.00000108,0
acm_scf,basic,1,475,496.951,0.459708,0.700435,0.767197,0.633673,20,0.00001712,0
acm_scf,basic,1,500,523.781,0.447075,0.708867,0.773501,0.644234,20,0.00000619,1
acm_scf,basic,1,525,551.028,0.435798,0.715028,0.779749,0.650307,20,0.00000625,1
acm_scf,basic,1,550,578.403,0.439704,0.713134,0.783626,0.642642,20,0.00002428,0
acm_scf,basic,1,575,605.518,0.438499,0.714775,0.787906,0.641644,20,0.00000670,1
acm_scf,basic,1,600,631.981,0.429605,0.720787,0.789130,0.652443,20,0.00000970,0
acm_scf,basic,1,625,658.685,0.432477,0.718023,0.788556,0.647489,20,0.00000780,0
acm_scf,basic,1,650,685.363,0.429613,0.718310,0.789763,0.646856,20,0.00001317,0
acm_scf,basic,1,675,712.160,0.423713,0.724324,0.789847,0.658801,20,0.00000527,0
acm_scf,basic,1,700,738.004,0.425501,0.722987,0.794179,0.651795,20,0.00001860,0
acm_scf,basic,1,725,763.870,0.419335,0.726882,0.799112,0.654652,20,0.00001176,0
acm_scf,basic,1,750,790.084,0.415443,0.727233,0.799555,0.654910,20,0.00000300,0
acm_scf,basic,1,775,816.752,0.419062,0.726623,0.800818,0.652429,20,0.00001059,1
acm_scf,basic,1,800,842.935,0.423668,0.724588,0.801399,0.647777,20,0.00000394,0
acm_scf,basic,1,825,869.553,0.420919,0.726877,0.802892,0.650861,20,0.00000013,0
acm_scf,basic,1,850,895.922,0.420095,0.727665,0.804190,0.651140,20,0.00000925,0
acm_scf,basic,1,875,922.612,0.417018,0.728545,0.804581,0.652509,20,0.00001427,1
acm_scf,basic,1,900,948.840,0.423252,0.724639,0.801579,0.647698,20,0.00000312,2
acm_scf,basic,1,925,975.067,0.422263,0.724670,0.804248,0.645092,20,0.00000814,1
acm_scf,basic,1,950,1001.146,0.419262,0.726007,0.808670,0.643344,20,0.00000000,0
acm_scf,basic,1,975,1027.659,0.399292,0.734536,0.825908,0.643163,20,0.00000545,1
acm_scf,basic,1,1000,1054.297,0.390339,0.741683,0.829141,0.654224,20,0.00000256,0
acm_scf,basic,1,1025,1080.941,0.396158,0.739022,0.829130,0.648914,20,0.00000024,1
acm_scf,basic,1,1050,1107.872,0.400568,0.734713,0.827868,0.641557,20,0.00000174,1
acm_scf,basic,1,1075,1134.747,0.391165,0.738109,0.828983,0.647235,20,0.00000000,2
acm_scf,basic,1,1100,1162.066,0.386903,0.741219,0.829689,0.652750,20,0.00000000,2
acm_scf,basic,1,1125,1189.399,0.384266,0.741822,0.831288,0.652356,20,0.00000149,1
acm_scf,basic,1,1150,1216.520,0.386942,0.742491,0.830633,0.654349,20,0.00000001,0
acm_scf,basic,1,1175,1243.505,0.381948,0.747340,0.831404,0.663276,20,0.00000027,1
acm_scf,basic,1,1200,1270.787,0.389783,0.740116,0.832848,0.647384,20,0.00000000,1
acm_scf,basic,1,1225,1297.958,0.389114,0.742400,0.833495,0.651305,20,0.00000000,0
acm_scf,basic,1,1250,1324.761,0.398739,0.736326,0.832675,0.639977,20,0.00000000,0
acm_scf,basic,1,1275,1351.366,0.383798,0.744488,0.832744,0.656232,20,0.00000000,0
acm_scf,basic,1,1300,1377.991,0.389071,0.742112,0.833576,0.650647,20,0.00000000,0
acm_scf,basic,1,1325,1404.904,0.384370,0.743095,0.834477,0.651713,20,0.00000000,0
acm_scf,basic,1,1350,1431.876,0.383709,0.741687,0.832431,0.650943,20,0.00000000,0
acm_scf,basic,1,1375,1459.042,0.391713,0.739552,0.831830,0.647275,20,0.00000020,1
acm_scf,basic,1,1400,1486.100,0.386676,0.743697,0.831158,0.656237,20,0.00000000,1
acm_scf,basic,1,1425,1513.376,0.388946,0.742942,0.833426,0.652458,20,0.00000000,1
acm_scf,basic,1,1450,1540.289,0.390884,0.741264,0.833437,0.649090,20,0.00000011,1
acm_scf,basic,1,1475,1566.712,0.392693,0.739134,0.831076,0.647192,20,0.00000000,0
acm_scf,basic,1,1500,1593.273,0.390557,0.740279,0.831065,0.649493,20,0.00000000,0
acm_scf,basic,1,1525,1619.508,0.386906,0.742398,0.831805,0.652991,20,0.00000000,0
acm_scf,basic,1,1550,1645.887,0.384063,0.741569,0.833403,0.649735,20,0.00000007,0
acm_scf,basic,1,1575,1672.446,0.381307,0.744287,0.835209,0.653366,20,0.00000020,1
acm_scf,basic,1,1600,1698.809,0.375318,0.743456,0.837196,0.649715,20,0.00000249,1
acm_scf,basic,1,1625,1725.198,0.378077,0.745390,0.835781,0.654998,20,0.00000409,0
acm_scf,basic,1,1650,1751.112,0.378219,0.745139,0.836542,0.653735,20,0.00000229,1
acm_scf,basic,1,1675,1776.987,0.381370,0.743163,0.834420,0.651905,20,0.00000046,0
acm_scf,basic,1,1700,1802.753,0.381282,0.741517,0.834397,0.648637,20,0.00001978,1
acm_scf,basic,1,1725,1828.808,0.379997,0.744654,0.835693,0.653614,20,0.00002231,1
acm_scf,basic,1,1750,1854.608,0.385259,0.739229,0.834039,0.644419,20,0.00001707,0
acm_scf,basic,1,1775,1880.419,0.384137,0.740787,0.836219,0.645356,20,0.00001862,1
acm_scf,basic,1,1800,1906.576,0.376796,0.744265,0.836631,0.651900,20,0.00002195,1
acm_scf,basic,1,1825,1932.669,0.376064,0.745665,0.837512,0.653818,20,0.00001701,1
acm_scf,basic,1,1850,1958.582,0.375460,0.744831,0.836213,0.653448,20,0.00002566,0
acm_scf,basic,1,1875,1984.911,0.384589,0.741481,0.836021,0.646942,20,0.00003543,1
acm_scf,basic,1,1900,2011.332,0.380208,0.741989,0.839222,0.644756,20,0.00002987,0
acm_scf,basic,1,1925,2037.918,0.385526,0.741609,0.837491,0.645726,20,0.00003162,2
acm_scf,basic,1,1950,2064.424,0.377752,0.745072,0.840717,0.649427,20,0.00007040,2
acm_scf,basic,1,1975,2090.853,0.380311,0.741958,0.839458,0.644457,20,0.00007450,1
acm_scf,basic,1,2000,2117.129,0.381052,0.743799,0.842737,0.644861,20,0.00010980,1
acm_scf,basic,2,1,2.231,1.498584,0.148200,0.116991,0.179409,20,0.00063176,0
acm_scf,basic,2,25,43.633,1.211608,0.255096,0.195524,0.314669,20,0.00000045,1
acm_scf,basic,2,50,84.776,1.060882,0.345725,0.289773,0.401678,20,0.00007509,2
acm_scf,basic,2,75,125.447,0.950378,0.409577,0.371140,0.448015,20,0.00003986,1
acm_scf,basic,2,100,165.754,0.873381,0.455379,0.429355,0.481402,20,0.00000838,0
acm_scf,basic,2,125,206.887,0.823670,0.488376,0.469356,0.507397,20,0.00003428,1
acm_scf,basic,2,150,248.914,0.767200,0.523091,0.513018,0.533163,20,0.00017683,2
acm_scf,basic,2,175,291.217,0.711152,0.563711,0.544328,0.583095,20,0.00036387,2
acm_scf,basic,2,200,333.182,0.674514,0.589716,0.566915,0.612518,20,0.00031834,1
acm_scf,basic,2,225,374.999,0.649068,0.606625,0.587963,0.625286,20,0.00023280,1
acm_scf,basic,2,250,416.025,0.636826,0.615094,0.595951,0.634237,20,0.00022521,0
acm_scf,basic,2,275,457.072,0.626784,0.622911,0.607790,0.638032,20,0.00003776,0
acm_scf,basic,2,300,498.611,0.618619,0.627541,0.611920,0.643163,20,0.00006999,1
acm_scf,basic,2,325,540.336,0.611871,0.630077,0.616582,0.643573,20,0.00007053,1
acm_scf,basic,2,350,581.622,0.603847,0.634656,0.624686,0.644626,20,0.00001007,0
acm_scf,basic,2,375,623.676,0.584075,0.644889,0.641324,0.648454,20,0.00001224,1
acm_scf,basic,2,400,665.295,0.569097,0.653605,0.656944,0.650266,20,0.00001200,0
acm_scf,basic,2,425,707.156,0.559911,0.659823,0.667962,0.651684,20,0.00001927,0
acm_scf,basic,2,450,749.092,0.559412,0.663094,0.677101,0.649088,20,0.00003900,0
acm_scf,basic,2,475,790.850,0.540935,0.675114,0.686062,0.664165,20,0.00007643,0
acm_scf,basic,2,500,832.835,0.522708,0.686281,0.698404,0.674159,20,0.00001311,0
acm_scf,basic,2,525,874.661,0.504854,0.693255,0.707140,0.679370,20,0.00009848,0
acm_scf,basic,2,550,916.869,0.499078,0.696310,0.709260,0.683360,20,0.00006950,0
acm_scf,basic,2,575,958.721,0.495327,0.697324,0.711967,0.682681,20,0.00008020,0
acm_scf,basic,2,600,1000.610,0.494570,0.697921,0.711730,0.684112,20,0.00007370,0
acm_scf,basic,2,625,1042.594,0.499890,0.693697,0.712140,0.675254,20,0.00007632,0
acm_scf,basic,2,650,1084.299,0.499757,0.695946,0.713081,0.678812,20,0.00005970,0
acm_scf,basic,2,675,1126.325,0.506138,0.692605,0.709981,0.675230,20,0.00004648,0
acm_scf,basic,2,700,1168.329,0.502689,0.700977,0.725030,0.676923,20,0.00006786,0
acm_scf,basic,2,725,1209.833,0.494278,0.704747,0.732001,0.677493,20,0.00006220,0
acm_scf,basic,2,750,1251.440,0.487320,0.708403,0.735725,0.681080,20,0.00005762,0
acm_scf,basic,2,775,1293.422,0.475688,0.714336,0.742677,0.685995,20,0.00005489,0
acm_scf,basic,2,800,1335.522,0.471444,0.717352,0.749949,0.684755,20,0.00004065,0
acm_scf,basic,2,825,1377.504,0.466825,0.718758,0.757065,0.680451,20,0.00004645,0
acm_scf,basic,2,850,1419.633,0.466345,0.719493,0.761722,0.677264,20,0.00003891,0
acm_scf,basic,2,875,1460.954,0.464871,0.720697,0.768037,0.673358,20,0.00008711,0
acm_scf,basic,2,900,1502.249,0.467391,0.716219,0.771988,0.660451,20,0.00042912,0
acm_scf,basic,2,925,1544.225,0.475086,0.709708,0.772825,0.646591,20,0.00091663,1
acm_scf,basic,2,950,1585.565,0.480590,0.705529,0.770749,0.640309,20,0.00160842,1
acm_scf,basic,2,975,1627.386,0.490108,0.697104,0.772285,0.621922,20,0.00213547,1
acm_scf,basic,2,1000,1668.415,0.486746,0.696662,0.775041,0.618283,20,0.00089695,1
acm_scf,basic,2,1025,1709.457,0.467862,0.708123,0.783456,0.632791,20,0.00003169,1
acm_scf,basic,2,1050,1751.092,0.450712,0.718530,0.788867,0.648193,20,0.00003634,2
acm_scf,basic,2,1075,1792.557,0.451733,0.718523,0.782915,0.654132,20,0.00002857,1
acm_scf,basic,2,1100,1834.550,0.441352,0.722747,0.785957,0.659538,20,0.00002214,1
acm_scf,basic,2,1125,1876.599,0.436020,0.725786,0.787560,0.664012,20,0.00001409,1
acm_scf,basic,2,1150,1918.807,0.428619,0.730450,0.790911,0.669990,20,0.00002013,1
acm_scf,basic,2,1175,1960.954,0.427905,0.731833,0.790100,0.673567,20,0.00001252,0
acm_scf,basic,2,1200,2002.071,0.426088,0.731938,0.790908,0.672969,20,0.00000612,0
acm_scf,basic,2,1225,2043.867,0.424138,0.733276,0.792126,0.674425,20,0.00000962,0
acm_scf,basic,2,1250,2085.315,0.422021,0.735258,0.792203,0.678314,20,0.00000113,0
acm_scf,basic,2,1275,2127.467,0.425074,0.734623,0.789674,0.679572,20,0.00000948,1
acm_scf,basic,2,1300,2170.362,0.419911,0.737268,0.793811,0.680725,20,0.00000999,1
acm_scf,basic,2,1325,2213.100,0.417659,0.740747,0.797874,0.683620,20,0.00000190,1
acm_scf,basic,2,1350,2256.069,0.419312,0.740949,0.799918,0.681979,20,0.00000374,1
acm_scf,basic,2,1375,2298.847,0.419717,0.740852,0.798897,0.682806,20,0.00000603,1
acm_scf,basic,2,1400,2341.658,0.416257,0.742419,0.800382,0.684456,20,0.00000455,1
acm_scf,basic,2,1425,2383.842,0.416140,0.742589,0.799755,0.685423,20,0.00000758,1
acm_scf,basic,2,1450,2426.186,0.416487,0.742618,0.800205,0.685030,20,0.00000317,0
acm_scf,basic,2,1475,2468.695,0.415901,0.743013,0.799891,0.686136,20,0.00000130,1
acm_scf,basic,2,1500,2510.518,0.415120,0.742964,0.800218,0.685710,20,0.00000742,0
acm_scf,basic,2,1525,2552.844,0.417124,0.742190,0.798395,0.685986,20,0.00001393,0
acm_scf,basic,2,1550,2595.292,0.416877,0.742485,0.799619,0.685350,20,0.00000918,0
acm_scf,basic,2,1575,2637.356,0.415971,0.742795,0.799632,0.685957,20,0.00000196,0
acm_scf,basic,2,1600,2679.227,0.413231,0.744477,0.802102,0.686853,20,0.00000192,0
acm_scf,basic,2,1625,2721.158,0.413262,0.744227,0.802169,0.686286,20,0.00000318,0
acm_scf,basic,2,1650,2762.548,0.414444,0.743502,0.800531,0.686472,20,0.00000010,0
acm_scf,basic,2,1675,2803.450,0.412605,0.744435,0.802496,0.686375,20,0.00000177,0
acm_scf,basic,2,1700,2844.099,0.413626,0.744354,0.802237,0.686472,20,0.00000087,0
acm_scf,basic,2,1725,2885.149,0.415441,0.743540,0.800272,0.686809,20,0.00000229,0
acm_scf,basic,2,1750,2926.379,0.414546,0.743397,0.802085,0.684709,20,0.00000256,0
acm_scf,basic,2,1775,2967.540,0.416542,0.742539,0.803054,0.682023,20,0.00000399,0
acm_scf,basic,2,1800,3008.670,0.419426,0.741068,0.803819,0.678317,20,0.00000060,1
acm_scf,basic,2,1825,3049.641,0.419626,0.740717,0.803748,0.677686,20,0.00000655,0
acm_scf,basic,2,1850,3090.344,0.417529,0.742253,0.804158,0.680347,20,0.00000269,0
acm_scf,basic,2,1875,3131.175,0.418073,0.741185,0.803364,0.679007,20,0.00000490,0
acm_scf,basic,2,1900,3172.106,0.418819,0.740700,0.803584,0.677817,20,0.00000562,0
acm_scf,basic,2,1925,3212.723,0.420680,0.740082,0.802573,0.677590,20,0.00000736,0
acm_scf,basic,2,1950,3254.369,0.417374,0.742889,0.802247,0.683530,20,0.00000311,2
acm_scf,basic,2,1975,3295.731,0.417372,0.742092,0.802110,0.682074,20,0.00000730,0
acm_scf,basic,2,2000,3336.948,0.419591,0.741926,0.801684,0.682168,20,0.00000807,0
acm_scf,srd_no_swept,0,1,1.386,1.438920,0.191246,0.151685,0.230807,20,0.00000000,0
acm_scf,srd_no_swept,0,25,25.476,1.153248,0.302910,0.242061,0.363760,20,0.00005181,0
acm_scf,srd_no_swept,0,50,185.912,1.017031,0.390096,0.311006,0.469185,23,0.00017955,1
acm_scf,srd_no_swept,0,75,214.839,0.906713,0.454058,0.372600,0.535516,23,0.00018781,1
acm_scf,srd_no_swept,0,100,388.386,0.808669,0.516473,0.439911,0.593036,23,0.00017268,1
acm_scf,srd_no_swept,0,125,417.682,0.702870,0.580171,0.516076,0.644267,23,0.00023179,1
acm_scf,srd_no_swept,0,150,596.086,0.631314,0.626218,0.563815,0.688622,25,0.00007587,0
acm_scf,srd_no_swept,0,175,626.700,0.577094,0.663075,0.605853,0.720296,25,0.00000000,0
acm_scf,srd_no_swept,0,200,797.798,0.542052,0.690145,0.628780,0.751510,21,0.00000000,0
acm_scf,srd_no_swept,0,225,823.958,0.518482,0.703867,0.650291,0.757443,21,0.00000733,0
acm_scf,srd_no_swept,0,250,991.734,0.504407,0.708903,0.664408,0.753399,21,0.00000106,0
acm_scf,srd_no_swept,0,275,1017.946,0.485283,0.718976,0.671450,0.766502,21,0.00000000,0
acm_scf,srd_no_swept,0,300,1186.152,0.481083,0.724308,0.686006,0.762610,24,0.00007112,0
acm_scf,srd_no_swept,0,325,1215.925,0.457615,0.735907,0.701316,0.770499,24,0.00000000,0
acm_scf,srd_no_swept,0,350,1391.510,0.426944,0.750208,0.725124,0.775293,22,0.00000000,0
acm_scf,srd_no_swept,0,375,1418.632,0.411506,0.756756,0.743988,0.769523,22,0.00000000,0
acm_scf,srd_no_swept,0,400,1592.650,0.394460,0.766433,0.767726,0.765140,22,0.00000000,0
acm_scf,srd_no_swept,0,425,1619.812,0.374196,0.777745,0.787723,0.767766,22,0.00000526,0
acm_scf,srd_no_swept,0,450,1794.758,0.364268,0.783260,0.802234,0.764286,22,0.00000033,0
acm_scf,srd_no_swept,0,475,1821.410,0.366568,0.781686,0.804606,0.758766,22,0.00000000,0
acm_scf,srd_no_swept,0,500,1995.771,0.366098,0.779807,0.806334,0.753280,24,0.00000000,0
acm_scf,srd_no_swept,0,525,2025.217,0.367605,0.779488,0.808196,0.750780,24,0.00000000,0
acm_scf,srd_no_swept,0,550,2195.545,0.362666,0.784030,0.810559,0.757500,21,0.00000000,0
acm_scf,srd_no_swept,0,575,2221.314,0.368417,0.782450,0.811932,0.752969,21,0.00000187,0
acm_scf,srd_no_swept,0,600,2387.066,0.370171,0.779919,0.811005,0.748834,21,0.00000000,0
acm_scf,srd_no_swept,0,625,2412.663,0.374193,0.777444,0.810292,0.744596,21,0.00002402,1
acm_scf,srd_no_swept,0,650,2578.313,0.374567,0.776391,0.811393,0.741388,21,0.00002758,0
acm_scf,srd_no_swept,0,675,2603.945,0.375633,0.778342,0.811454,0.745229,21,0.00001263,1
acm_scf,srd_no_swept,0,700,2766.429,0.379986,0.773685,0.809155,0.738215,21,0.00001093,0
acm_scf,srd_no_swept,0,725,2791.951,0.390053,0.769844,0.810763,0.728926,21,0.00003633,0
acm_scf,srd_no_swept,0,750,2954.861,0.380420,0.771142,0.806849,0.735435,21,0.00001458,0
acm_scf,srd_no_swept,0,775,2979.582,0.371421,0.773995,0.804370,0.743620,21,0.00001112,0
acm_scf,srd_no_swept,0,800,3143.173,0.368221,0.775522,0.804251,0.746792,21,0.00012972,1
acm_scf,srd_no_swept,0,825,3168.495,0.366658,0.776874,0.799170,0.754578,21,0.00004835,1
acm_scf,srd_no_swept,0,850,3333.022,0.370372,0.778689,0.798166,0.759213,21,0.00007143,1
acm_scf,srd_no_swept,0,875,3358.178,0.373278,0.776298,0.788000,0.764596,21,0.00003515,0
acm_scf,srd_no_swept,0,900,3512.830,0.373562,0.778076,0.785402,0.770750,20,0.00001401,0
acm_scf,srd_no_swept,0,925,3536.523,0.370942,0.778018,0.786600,0.769436,20,0.00001001,0
acm_scf,srd_no_swept,0,950,3687.951,0.369371,0.779415,0.789322,0.769508,20,0.00014139,1
acm_scf,srd_no_swept,0,975,3711.454,0.365201,0.780657,0.790654,0.770661,20,0.00008936,0
acm_scf,srd_no_swept,0,1000,3861.727,0.364150,0.784740,0.785960,0.783519,20,0.00003533,1
