step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.388,1.152610,0.188629,0.206117,0.171142,20,0.00000464,0,0.208281,0.263793,0.152769,0.530218,0.496849,0.563587,0.228888,0.260489,0.197287,0.036081,0.045266,0.122050,0.221479,0.000100
25,26.141,0.871730,0.307010,0.359446,0.254574,20,0.00005177,0,0.095561,0.121738,0.069385,0.782494,0.768093,0.796895,0.337721,0.403204,0.272237,0.016410,0.020540,0.087104,0.184987,0.000100
50,188.772,0.717615,0.427656,0.482204,0.373109,23,0.00000153,0,0.087867,0.118434,0.057299,0.846556,0.819940,0.873172,0.466900,0.539313,0.394487,0.015642,0.016570,0.069726,0.153373,0.000100
75,218.376,0.575964,0.546287,0.595469,0.497105,23,0.00015531,2,0.086966,0.122894,0.051039,0.877874,0.844741,0.911007,0.595563,0.668649,0.522476,0.016345,0.014817,0.054241,0.122130,0.000100
100,409.581,0.477402,0.620800,0.644159,0.597441,26,0.00015105,1,0.086101,0.132640,0.039562,0.893142,0.846169,0.940116,0.675338,0.729600,0.621076,0.017693,0.011404,0.048049,0.096501,0.000100
125,443.723,0.393489,0.685726,0.688246,0.683207,26,0.00030731,4,0.085505,0.135448,0.035562,0.902210,0.852279,0.952141,0.744485,0.781467,0.707504,0.017884,0.010100,0.041685,0.075414,0.000100
150,649.113,0.338008,0.729382,0.722644,0.736120,27,0.00023708,2,0.082897,0.132144,0.033649,0.909296,0.860942,0.957649,0.789514,0.818137,0.760890,0.017349,0.009493,0.036789,0.062404,0.000100
175,683.796,0.309497,0.753371,0.743790,0.762953,27,0.00018327,2,0.081250,0.123720,0.038779,0.912207,0.871062,0.953352,0.814175,0.835811,0.792540,0.016091,0.010844,0.033620,0.056036,0.000100
200,905.038,0.291261,0.766775,0.754823,0.778727,26,0.00022079,3,0.075577,0.112983,0.038171,0.918185,0.881456,0.954914,0.824279,0.840106,0.808451,0.015020,0.010714,0.031997,0.052172,0.000100
225,939.337,0.267577,0.784571,0.762480,0.806662,26,0.00020795,2,0.073695,0.108523,0.038866,0.920945,0.886214,0.955677,0.841620,0.845226,0.838014,0.014126,0.011305,0.030744,0.045684,0.000100
