step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.395,1.716419,0.166917,0.175533,0.158300,20,0.00000232,0
25,26.882,1.430222,0.281167,0.299982,0.262351,20,0.00000000,0
50,195.939,1.114720,0.441630,0.471325,0.411935,23,0.00023397,0
75,225.595,0.885331,0.559304,0.571404,0.547204,23,0.00038080,1
100,420.734,0.733452,0.635960,0.625633,0.646287,26,0.00028186,1
125,454.857,0.586382,0.710342,0.689811,0.730874,26,0.00062148,2
150,675.735,0.496415,0.757316,0.723570,0.791062,29,0.00036769,2
175,714.045,0.445763,0.783545,0.750085,0.817006,29,0.00029118,1
200,950.116,0.414319,0.803000,0.764121,0.841880,31,0.00029662,2
225,990.662,0.370438,0.827163,0.779453,0.874872,31,0.00042765,5
250,1250.318,0.338242,0.841799,0.791743,0.891855,34,0.00028547,5
275,1294.062,0.282027,0.867944,0.814603,0.921285,34,0.00035436,4
300,1574.807,0.250724,0.881318,0.836376,0.926260,36,0.00051155,4
325,1621.939,0.217523,0.896477,0.846193,0.946760,36,0.00083839,5
350,1889.116,0.195998,0.907667,0.853580,0.961754,32,0.00070108,4
375,1931.498,0.186146,0.912449,0.856927,0.967972,32,0.00071100,2
400,2191.345,0.185583,0.913336,0.856471,0.970201,31,0.00053712,1
425,2232.306,0.180877,0.914816,0.859894,0.969738,31,0.00041992,2
450,2484.109,0.173189,0.917866,0.861833,0.973899,31,0.00022685,1
475,2523.818,0.168068,0.919961,0.865859,0.974063,31,0.00017393,1
500,2785.648,0.162494,0.922635,0.868666,0.976604,31,0.00016745,2
525,2825.466,0.158935,0.924189,0.870560,0.977818,31,0.00021320,1
550,3087.933,0.154640,0.925358,0.870208,0.980508,31,0.00026917,4
575,3128.069,0.152708,0.925116,0.870265,0.979967,31,0.00034940,2
600,3377.330,0.148642,0.926476,0.872008,0.980944,31,0.00057648,2
625,3418.222,0.145470,0.928814,0.875771,0.981857,31,0.00081768,4
650,3654.497,0.145300,0.929057,0.877856,0.980258,31,0.00069650,2
675,3695.089,0.145645,0.927944,0.874742,0.981146,31,0.00041498,3
700,3940.366,0.141653,0.930220,0.878749,0.981691,31,0.00037236,5
725,3980.269,0.141252,0.930440,0.878112,0.982768,31,0.00035934,4
