pair,arm,patches,deleted_patch_index,loss,mean_iou,view1_iou,view2_iou,mean_coverage,mean_precision,mean_spill
sun_moon,prune,29,-1,0.083396,0.935484,0.916440,0.954529,0.956713,0.976637,0.022848
sun_moon,prune,28,3,0.090052,0.927571,0.906568,0.948574,0.950342,0.974603,0.024702
sun_moon,prune,27,8,0.088697,0.928618,0.909282,0.947955,0.948887,0.977320,0.021973
sun_moon,prune,26,17,0.090132,0.927382,0.907660,0.947104,0.948704,0.976146,0.023130
sun_moon,prune,25,21,0.085009,0.931053,0.914484,0.947622,0.949653,0.979245,0.020102
sun_moon,prune,24,24,0.087040,0.928372,0.910506,0.946238,0.947233,0.978832,0.020448
sun_moon,prune,23,13,0.086177,0.929884,0.913181,0.946588,0.947961,0.979745,0.019588
sun_moon,prune,22,4,0.089338,0.927083,0.911181,0.942985,0.946999,0.977674,0.021610
sun_moon,prune,21,6,0.086472,0.929055,0.911910,0.946200,0.947794,0.978998,0.020308
sun_moon,prune,20,12,0.092041,0.924106,0.912334,0.935878,0.942354,0.979395,0.019832
sun_moon,prune,19,6,0.092546,0.924367,0.911638,0.937097,0.944278,0.977606,0.021648
sun_moon,prune,18,16,0.099290,0.917281,0.908862,0.925700,0.936540,0.978072,0.021080
sun_moon,prune,17,7,0.107548,0.912027,0.896805,0.927249,0.933253,0.975530,0.023404
sun_moon,prune,16,0,0.125993,0.893739,0.857278,0.930200,0.909164,0.980707,0.017679
sun_moon,prune,15,3,0.140278,0.881431,0.831411,0.931450,0.897199,0.979302,0.018565
sun_moon,prune,14,13,0.158999,0.866239,0.797150,0.935328,0.881589,0.978435,0.018710
sun_moon,prune,13,13,0.183125,0.844926,0.758891,0.930961,0.860379,0.976486,0.019634
sun_moon,prune,12,5,0.197855,0.831329,0.756661,0.905998,0.845876,0.977139,0.018860
sun_moon,prune,11,11,0.219966,0.813411,0.715879,0.910943,0.828479,0.974217,0.020416
sun_moon,prune,10,10,0.240977,0.796149,0.678083,0.914215,0.809158,0.974961,0.018708
sun_moon,prune,9,6,0.265601,0.775455,0.636781,0.914130,0.789080,0.971480,0.020411
sun_moon,prune,8,6,0.297449,0.747052,0.598331,0.895774,0.758699,0.971617,0.018903
sun_moon,prune,7,5,0.331697,0.713498,0.599374,0.827623,0.725466,0.971154,0.019287
sun_moon,prune,6,6,0.374699,0.674771,0.557909,0.791632,0.686163,0.968717,0.019622
sun_moon,prune,5,5,0.438562,0.608056,0.535951,0.680161,0.615820,0.975656,0.014197
sun_moon,prune,4,0,0.503614,0.543236,0.451220,0.635252,0.548233,0.978495,0.010589
sun_moon,prune,3,2,0.591667,0.459394,0.416888,0.501901,0.463093,0.980394,0.008714
sun_moon,prune,2,2,0.686574,0.359261,0.393596,0.324926,0.359686,0.997276,0.001080
sun_moon,prune,1,1,0.813670,0.244883,0.206193,0.283573,0.245051,0.996461,0.000767
horse_circle,prune,24,-1,0.103817,0.944159,0.913186,0.975131,0.975909,0.966178,0.034111
horse_circle,prune,23,17,0.077315,0.952615,0.917232,0.987999,0.974100,0.976698,0.023278
horse_circle,prune,22,12,0.073699,0.955029,0.919946,0.990111,0.976407,0.976929,0.023085
horse_circle,prune,21,21,0.077549,0.952920,0.917098,0.988742,0.974933,0.976164,0.023793
horse_circle,prune,20,14,0.075070,0.954581,0.919629,0.989533,0.976339,0.976531,0.023454
horse_circle,prune,19,10,0.075314,0.954189,0.918656,0.989722,0.975065,0.977377,0.022545
horse_circle,prune,18,17,0.078378,0.952308,0.915550,0.989066,0.973378,0.977048,0.022817
horse_circle,prune,17,17,0.083012,0.949917,0.911421,0.988413,0.971512,0.976339,0.023468
horse_circle,prune,16,9,0.086030,0.946342,0.903096,0.989587,0.966310,0.977654,0.021902
horse_circle,prune,15,10,0.092299,0.942079,0.894493,0.989666,0.963590,0.975688,0.023753
horse_circle,prune,14,12,0.101330,0.935981,0.885045,0.986917,0.957216,0.975582,0.023604
horse_circle,prune,13,11,0.114548,0.927846,0.868325,0.987367,0.949563,0.974236,0.024602
horse_circle,prune,12,12,0.125526,0.920392,0.855040,0.985744,0.942322,0.973428,0.025071
horse_circle,prune,11,6,0.131743,0.914726,0.846195,0.983258,0.935271,0.974317,0.023941
horse_circle,prune,10,9,0.148164,0.906422,0.847059,0.965785,0.927733,0.973487,0.024742
horse_circle,prune,9,7,0.164183,0.894258,0.820159,0.968357,0.915126,0.972616,0.024888
horse_circle,prune,8,2,0.184501,0.881227,0.796395,0.966059,0.903039,0.970530,0.026302
horse_circle,prune,7,7,0.232159,0.842367,0.711949,0.972786,0.859787,0.969787,0.024091
horse_circle,prune,6,5,0.283986,0.803352,0.657061,0.949643,0.815302,0.974750,0.018129
horse_circle,prune,5,5,0.354239,0.759192,0.625676,0.892709,0.770706,0.974411,0.017739
horse_circle,prune,4,3,0.449863,0.692643,0.517867,0.867419,0.701882,0.971107,0.016835
horse_circle,prune,3,2,0.604693,0.602421,0.526747,0.678095,0.605764,0.989195,0.006062
horse_circle,prune,2,2,0.763888,0.480681,0.278480,0.682882,0.482331,0.984620,0.004867
horse_circle,prune,1,1,1.030923,0.315307,0.142330,0.488284,0.315850,0.974754,0.003813
cat_face_bass,prune,20,-1,0.151484,0.908560,0.921556,0.895565,0.963475,0.940878,0.060562
cat_face_bass,prune,19,3,0.131119,0.917734,0.918247,0.917221,0.962757,0.951576,0.049056
cat_face_bass,prune,18,13,0.128008,0.920058,0.920817,0.919299,0.962845,0.953995,0.046499
cat_face_bass,prune,17,13,0.131527,0.918367,0.919548,0.917186,0.963684,0.951323,0.049340
cat_face_bass,prune,16,15,0.130364,0.918625,0.918044,0.919207,0.961248,0.954031,0.046403
cat_face_bass,prune,15,15,0.134105,0.916315,0.913204,0.919425,0.960657,0.952071,0.048413
cat_face_bass,prune,14,13,0.133723,0.915954,0.917482,0.914426,0.959207,0.953166,0.047212
cat_face_bass,prune,13,12,0.139677,0.911872,0.907599,0.916146,0.955649,0.952187,0.048038
cat_face_bass,prune,12,7,0.143379,0.908851,0.910496,0.907207,0.952893,0.951705,0.048446
cat_face_bass,prune,11,10,0.151344,0.897299,0.886890,0.907708,0.933948,0.958111,0.040835
cat_face_bass,prune,10,3,0.158038,0.885289,0.890149,0.880429,0.913052,0.967077,0.031308
cat_face_bass,prune,9,8,0.170765,0.874105,0.862709,0.885501,0.899110,0.969127,0.028750
cat_face_bass,prune,8,6,0.188199,0.860019,0.861695,0.858343,0.886912,0.966239,0.031249
cat_face_bass,prune,7,7,0.204509,0.845821,0.861830,0.829812,0.872028,0.966182,0.030816
cat_face_bass,prune,6,3,0.226832,0.828363,0.853441,0.803286,0.855920,0.963315,0.032984
cat_face_bass,prune,5,2,0.252673,0.806015,0.837419,0.774611,0.832224,0.963176,0.032193
cat_face_bass,prune,4,4,0.316190,0.754189,0.774633,0.733744,0.778495,0.961155,0.031937
cat_face_bass,prune,3,2,0.405150,0.680185,0.694980,0.665390,0.701459,0.958264,0.031032
cat_face_bass,prune,2,2,0.533025,0.572575,0.688978,0.456172,0.592236,0.951450,0.031690
cat_face_bass,prune,1,0,0.729169,0.391776,0.682203,0.101348,0.405714,0.914912,0.026297
water_fire,prune,16,-1,0.030448,0.964327,0.966088,0.962567,0.973063,0.990806,0.009068
water_fire,prune,15,15,0.037040,0.955215,0.956776,0.953654,0.967010,0.987470,0.012360
water_fire,prune,14,10,0.039165,0.953443,0.955221,0.951664,0.964507,0.988200,0.011618
water_fire,prune,13,2,0.043182,0.946997,0.951753,0.942240,0.958362,0.987664,0.012037
water_fire,prune,12,12,0.045806,0.944869,0.950885,0.938853,0.957917,0.985854,0.013871
water_fire,prune,11,9,0.052521,0.935190,0.936582,0.933798,0.948186,0.985684,0.013909
water_fire,prune,10,8,0.059639,0.927881,0.939020,0.916742,0.940981,0.985150,0.014206
water_fire,prune,9,7,0.074234,0.905715,0.900901,0.910530,0.916461,0.987374,0.011831
water_fire,prune,8,7,0.101132,0.868568,0.829659,0.907478,0.880148,0.986025,0.012954
water_fire,prune,7,6,0.124361,0.838678,0.813304,0.864051,0.848277,0.987324,0.011218
water_fire,prune,6,6,0.156985,0.795928,0.742060,0.849796,0.807503,0.984137,0.013845
water_fire,prune,5,5,0.186196,0.758572,0.727470,0.789674,0.768415,0.984274,0.012670
water_fire,prune,4,4,0.240130,0.687069,0.625544,0.748595,0.695174,0.985608,0.011005
water_fire,prune,3,3,0.311226,0.595376,0.587979,0.602773,0.601011,0.985010,0.009372
water_fire,prune,2,1,0.407984,0.466256,0.486179,0.446333,0.469209,0.985921,0.006558
water_fire,prune,1,0,0.531630,0.305592,0.382363,0.228821,0.307154,0.977087,0.005983
acm_scf,prune,25,-1,0.247894,0.838025,0.857061,0.818989,0.923368,0.905845,0.103488
acm_scf,prune,24,23,0.254734,0.831182,0.854549,0.807814,0.917631,0.903421,0.106155
acm_scf,prune,23,7,0.254568,0.831825,0.852324,0.811326,0.919213,0.902796,0.106907
acm_scf,prune,22,12,0.259557,0.827891,0.809996,0.845786,0.892947,0.925044,0.077499
acm_scf,prune,21,19,0.269294,0.825138,0.799727,0.850550,0.890951,0.924539,0.078211
acm_scf,prune,20,13,0.276976,0.818693,0.787626,0.849760,0.882370,0.926061,0.075927
acm_scf,prune,19,12,0.294115,0.809601,0.768170,0.851033,0.872733,0.925616,0.075589
acm_scf,prune,18,12,0.305865,0.803581,0.752426,0.854736,0.867048,0.925445,0.075925
acm_scf,prune,17,2,0.321548,0.788423,0.744216,0.832629,0.849306,0.924770,0.074633
acm_scf,prune,16,7,0.341489,0.761992,0.745591,0.778393,0.818494,0.922863,0.073145
acm_scf,prune,15,3,0.366659,0.746808,0.714275,0.779341,0.801344,0.923481,0.071146
acm_scf,prune,14,14,0.389087,0.735824,0.687163,0.784485,0.792210,0.921309,0.073581
acm_scf,prune,13,7,0.413824,0.720732,0.658116,0.783348,0.774640,0.922191,0.071086
