pair,arm,patches,deleted_patch_index,loss,mean_iou,view1_iou,view2_iou,mean_coverage,mean_precision,mean_spill
acm_scf,prune,12,10,0.448509,0.685736,0.638549,0.732924,0.736853,0.918245,0.071460
acm_scf,prune,11,10,0.482475,0.665441,0.599612,0.731271,0.715209,0.917473,0.070524
acm_scf,prune,10,9,0.520196,0.623283,0.587973,0.658594,0.667919,0.912860,0.069169
acm_scf,prune,9,6,0.559244,0.597410,0.543320,0.651499,0.638726,0.913998,0.065577
acm_scf,prune,8,2,0.598078,0.566207,0.513044,0.619370,0.606534,0.908430,0.067285
acm_scf,prune,7,5,0.642854,0.537435,0.466451,0.608419,0.575623,0.906193,0.065843
acm_scf,prune,6,6,0.690287,0.500216,0.420358,0.580074,0.533738,0.906626,0.061135
acm_scf,prune,5,2,0.740133,0.446242,0.409009,0.483474,0.475626,0.893199,0.062598
acm_scf,prune,4,3,0.801024,0.390510,0.366123,0.414897,0.413880,0.885962,0.057730
acm_scf,prune,3,3,0.874169,0.345440,0.283828,0.407053,0.367679,0.875801,0.058256
acm_scf,prune,2,1,0.943078,0.263676,0.253013,0.274339,0.276066,0.863260,0.046093
acm_scf,prune,1,1,1.053724,0.167844,0.099610,0.236079,0.174234,0.894871,0.028133
siggraph_sigchi,prune,21,-1,0.310686,0.600085,0.829980,0.370190,0.668152,0.790197,0.168651
siggraph_sigchi,prune,20,2,0.291135,0.605325,0.820504,0.390146,0.659618,0.822529,0.131897
siggraph_sigchi,prune,19,0,0.285983,0.601681,0.820923,0.382439,0.649266,0.830987,0.118450
siggraph_sigchi,prune,18,0,0.284097,0.601907,0.821821,0.381992,0.648050,0.833597,0.115192
siggraph_sigchi,prune,17,8,0.284528,0.602605,0.822930,0.382280,0.650052,0.831351,0.117846
siggraph_sigchi,prune,16,7,0.284558,0.600269,0.819769,0.380768,0.646554,0.832786,0.115617
siggraph_sigchi,prune,15,5,0.282811,0.601694,0.822782,0.380606,0.647283,0.833971,0.114326
siggraph_sigchi,prune,14,8,0.284003,0.599371,0.818006,0.380735,0.644037,0.835746,0.112317
siggraph_sigchi,prune,13,11,0.290713,0.591720,0.803995,0.379445,0.635165,0.837639,0.109436
siggraph_sigchi,prune,12,11,0.296419,0.579833,0.802951,0.356716,0.620299,0.832308,0.107852
siggraph_sigchi,prune,11,2,0.308765,0.563728,0.783655,0.343801,0.601961,0.830228,0.105493
siggraph_sigchi,prune,10,10,0.322071,0.545761,0.763692,0.327831,0.581321,0.828064,0.101845
siggraph_sigchi,prune,9,6,0.336832,0.531019,0.735508,0.326531,0.565926,0.827498,0.102169
siggraph_sigchi,prune,8,7,0.351993,0.514899,0.692526,0.337273,0.547148,0.841366,0.091272
siggraph_sigchi,prune,7,3,0.369082,0.497431,0.662319,0.332543,0.529044,0.840358,0.090294
siggraph_sigchi,prune,6,6,0.390004,0.477260,0.622927,0.331593,0.507826,0.841729,0.088660
siggraph_sigchi,prune,5,1,0.421146,0.437489,0.575405,0.299573,0.464093,0.833273,0.087015
siggraph_sigchi,prune,4,3,0.448058,0.403985,0.529700,0.278269,0.427565,0.829553,0.082722
siggraph_sigchi,prune,3,3,0.481762,0.354781,0.465151,0.244412,0.371187,0.837610,0.066091
siggraph_sigchi,prune,2,2,0.520366,0.292044,0.434385,0.149704,0.301687,0.786200,0.062670
siggraph_sigchi,prune,1,0,0.589766,0.203914,0.256849,0.150979,0.206966,0.902417,0.019089
crane_crab,prune,28,-1,0.172716,0.796386,0.753731,0.839040,0.879973,0.894615,0.108541
crane_crab,prune,27,24,0.174576,0.793516,0.756220,0.830813,0.872430,0.898789,0.102262
crane_crab,prune,26,2,0.171383,0.797010,0.761851,0.832169,0.874924,0.900674,0.100312
crane_crab,prune,25,11,0.173102,0.793666,0.759301,0.828030,0.867708,0.904138,0.095757
crane_crab,prune,24,22,0.171402,0.794757,0.758446,0.831068,0.869828,0.903011,0.097059
crane_crab,prune,23,4,0.168166,0.794030,0.764438,0.823623,0.859938,0.913907,0.085123
crane_crab,prune,22,18,0.166110,0.792570,0.760309,0.824831,0.854957,0.916950,0.080897
crane_crab,prune,21,21,0.166810,0.795706,0.767429,0.823983,0.860319,0.915500,0.083121
crane_crab,prune,20,5,0.167358,0.795126,0.766275,0.823977,0.857773,0.917364,0.080683
crane_crab,prune,19,19,0.171215,0.791426,0.767143,0.815709,0.855101,0.916377,0.082142
crane_crab,prune,18,4,0.172528,0.789921,0.765446,0.814396,0.853584,0.915886,0.082254
crane_crab,prune,17,1,0.174427,0.789076,0.768548,0.809604,0.852873,0.915815,0.082203
crane_crab,prune,16,14,0.178037,0.786257,0.769429,0.803085,0.849122,0.916774,0.081064
crane_crab,prune,15,9,0.182475,0.775582,0.749496,0.801669,0.835528,0.916827,0.078952
crane_crab,prune,14,10,0.190943,0.770128,0.750143,0.790112,0.832746,0.913449,0.082638
crane_crab,prune,13,4,0.192643,0.767513,0.748280,0.786747,0.829326,0.914022,0.081824
crane_crab,prune,12,8,0.200260,0.761567,0.746995,0.776140,0.824705,0.911708,0.083886
crane_crab,prune,11,3,0.209380,0.752025,0.745890,0.758160,0.811564,0.914561,0.079554
crane_crab,prune,10,6,0.216601,0.740427,0.732754,0.748101,0.796217,0.916676,0.075814
crane_crab,prune,9,8,0.227851,0.728481,0.729258,0.727705,0.781336,0.918970,0.072508
crane_crab,prune,8,7,0.240409,0.716952,0.725553,0.708351,0.769274,0.918332,0.072453
crane_crab,prune,7,7,0.253358,0.693110,0.685250,0.700971,0.744407,0.912848,0.074513
crane_crab,prune,6,6,0.265964,0.673236,0.659025,0.687447,0.722611,0.910566,0.074295
crane_crab,prune,5,4,0.285130,0.641922,0.609778,0.674066,0.686689,0.907260,0.071650
crane_crab,prune,4,4,0.320718,0.591173,0.566247,0.616100,0.623915,0.917871,0.056535
crane_crab,prune,3,2,0.360717,0.546272,0.537071,0.555473,0.575545,0.915734,0.053991
crane_crab,prune,2,2,0.415533,0.474063,0.474525,0.473600,0.497558,0.912886,0.049534
crane_crab,prune,1,1,0.471187,0.371618,0.308921,0.434315,0.388479,0.881345,0.050077
teapot_droplets,prune,23,-1,0.130901,0.820791,0.873730,0.767852,0.892264,0.914137,0.092734
teapot_droplets,prune,22,22,0.137623,0.810630,0.867413,0.753846,0.884296,0.909745,0.097301
teapot_droplets,prune,21,11,0.137841,0.810707,0.867761,0.753654,0.880623,0.912760,0.092267
teapot_droplets,prune,20,7,0.142166,0.809288,0.860623,0.757952,0.881783,0.911247,0.095211
teapot_droplets,prune,19,19,0.146069,0.804766,0.856964,0.752568,0.878600,0.908848,0.097562
teapot_droplets,prune,18,10,0.152000,0.796606,0.850063,0.743150,0.871265,0.906274,0.099850
teapot_droplets,prune,17,16,0.158394,0.790129,0.839795,0.740463,0.864887,0.905940,0.100496
teapot_droplets,prune,16,8,0.168491,0.781462,0.821145,0.741780,0.854551,0.907404,0.098143
teapot_droplets,prune,15,1,0.178167,0.768598,0.811337,0.725859,0.843624,0.902926,0.102997
teapot_droplets,prune,14,1,0.183261,0.760332,0.809792,0.710872,0.834964,0.899911,0.104429
teapot_droplets,prune,13,6,0.198631,0.743404,0.789721,0.697087,0.819111,0.895597,0.107983
teapot_droplets,prune,12,12,0.212204,0.724305,0.774977,0.673634,0.795994,0.894056,0.105661
teapot_droplets,prune,11,9,0.234876,0.702272,0.741342,0.663202,0.775506,0.889314,0.109731
teapot_droplets,prune,10,7,0.258834,0.680296,0.695530,0.665063,0.747905,0.895238,0.101431
teapot_droplets,prune,9,5,0.281515,0.645627,0.673023,0.618231,0.708384,0.889393,0.101072
teapot_droplets,prune,8,4,0.313584,0.599158,0.636250,0.562066,0.654756,0.883360,0.098320
teapot_droplets,prune,7,4,0.344005,0.558597,0.595375,0.521819,0.607366,0.880553,0.092748
teapot_droplets,prune,6,5,0.380894,0.504876,0.554734,0.455018,0.546906,0.868953,0.091239
teapot_droplets,prune,5,5,0.423084,0.448796,0.501771,0.395821,0.484436,0.857291,0.088676
teapot_droplets,prune,4,3,0.467964,0.387377,0.449708,0.325046,0.417165,0.834879,0.089604
teapot_droplets,prune,3,3,0.517709,0.327251,0.378834,0.275669,0.350624,0.822227,0.082502
teapot_droplets,prune,2,1,0.573743,0.246371,0.287329,0.205414,0.260155,0.813828,0.065969
teapot_droplets,prune,1,1,0.652268,0.157168,0.149486,0.164850,0.164414,0.830128,0.044072
dancer_guitar,prune,20,-1,0.088673,0.889130,0.923669,0.854592,0.932591,0.949684,0.049204
dancer_guitar,prune,19,2,0.090331,0.886875,0.921333,0.852417,0.931564,0.948130,0.050758
dancer_guitar,prune,18,6,0.090382,0.885552,0.919968,0.851136,0.930499,0.947715,0.051131
dancer_guitar,prune,17,12,0.092040,0.882718,0.919112,0.846323,0.925068,0.949972,0.048514
dancer_guitar,prune,16,12,0.093810,0.880288,0.913403,0.847173,0.925042,0.947422,0.051142
dancer_guitar,prune,15,4,0.095678,0.867431,0.878776,0.856087,0.898686,0.961393,0.036161
dancer_guitar,prune,14,4,0.102032,0.858764,0.865695,0.851833,0.892501,0.957897,0.039371
dancer_guitar,prune,13,12,0.105807,0.851048,0.851539,0.850557,0.880823,0.962210,0.034995
dancer_guitar,prune,12,5,0.114015,0.835989,0.819567,0.852411,0.866299,0.960582,0.036021
dancer_guitar,prune,11,4,0.122661,0.823733,0.808989,0.838477,0.853626,0.960023,0.036060
dancer_guitar,prune,10,10,0.132954,0.806672,0.799717,0.813626,0.832939,0.963202,0.032428
dancer_guitar,prune,9,0,0.142233,0.791829,0.791238,0.792420,0.815948,0.964469,0.030450
dancer_guitar,prune,8,4,0.157052,0.770126,0.776497,0.763755,0.793527,0.963424,0.030515
dancer_guitar,prune,7,7,0.172051,0.749247,0.772443,0.726051,0.771997,0.961650,0.030770
dancer_guitar,prune,6,4,0.187182,0.724054,0.731322,0.716787,0.746305,0.960819,0.030901
dancer_guitar,prune,5,5,0.203922,0.699637,0.721066,0.678208,0.720501,0.959749,0.030244
dancer_guitar,prune,4,3,0.225518,0.663721,0.650627,0.676815,0.684189,0.958295,0.030540
dancer_guitar,prune,3,1,0.257641,0.611733,0.576347,0.647120,0.629547,0.958675,0.028280
dancer_guitar,prune,2,2,0.317402,0.515678,0.443020,0.588337,0.530120,0.957951,0.025637
dancer_guitar,prune,1,1,0.389188,0.400071,0.338443,0.461699,0.409014,0.958944,0.019974
dance_argument,prune,26,-1,0.169944,0.868652,0.836427,0.900878,0.940252,0.920736,0.084453
dance_argument,prune,25,3,0.141282,0.887540,0.877045,0.898035,0.936570,0.944837,0.055533
dance_argument,prune,24,24,0.135145,0.893644,0.886224,0.901064,0.940095,0.948137,0.052164
dance_argument,prune,23,17,0.138445,0.888470,0.878457,0.898484,0.935822,0.946494,0.053538
dance_argument,prune,22,14,0.137363,0.894076,0.890912,0.897240,0.936309,0.952241,0.047287
dance_argument,prune,21,13,0.144320,0.883755,0.870761,0.896749,0.933679,0.943349,0.056850
dance_argument,prune,20,19,0.138765,0.888462,0.879670,0.897253,0.926850,0.955716,0.043383
dance_argument,prune,19,7,0.144529,0.878952,0.864298,0.893606,0.923581,0.948402,0.051229
dance_argument,prune,18,18,0.147687,0.876820,0.862424,0.891216,0.913601,0.956114,0.042223
dance_argument,prune,17,14,0.157580,0.867420,0.851459,0.883380,0.910931,0.948096,0.050616
dance_argument,prune,16,12,0.157087,0.866147,0.841136,0.891159,0.902207,0.955493,0.042105
dance_argument,prune,15,12,0.169942,0.848200,0.801597,0.894804,0.890037,0.946031,0.050695
dance_argument,prune,14,14,0.177619,0.837245,0.779914,0.894577,0.878470,0.944814,0.050825
dance_argument,prune,13,12,0.187893,0.825237,0.754561,0.895913,0.859917,0.950976,0.043388
dance_argument,prune,12,11,0.200591,0.811515,0.726792,0.896238,0.847899,0.946602,0.046483
dance_argument,prune,11,8,0.212668,0.795119,0.693166,0.897071,0.830168,0.944708,0.046561
dance_argument,prune,10,10,0.235685,0.763519,0.637934,0.889105,0.795232,0.943881,0.044370
dance_argument,prune,9,4,0.248548,0.753589,0.642200,0.864977,0.784011,0.945383,0.042892
dance_argument,prune,8,1,0.267806,0.735855,0.634324,0.837387,0.756653,0.959161,0.030325
dance_argument,prune,7,5,0.311950,0.684008,0.547325,0.820691,0.701864,0.956015,0.029021
dance_argument,prune,6,1,0.367804,0.646874,0.539601,0.754147,0.669246,0.942184,0.038123
dance_argument,prune,5,2,0.422078,0.596701,0.499686,0.693717,0.614788,0.945162,0.033141
dance_argument,prune,4,2,0.495166,0.532397,0.460184,0.604609,0.545263,0.951390,0.026212
dance_argument,prune,3,2,0.574694,0.459860,0.406351,0.513369,0.467796,0.961267,0.018040
dance_argument,prune,2,2,0.669023,0.350736,0.223745,0.477726,0.357457,0.920824,0.023774
dance_argument,prune,1,0,0.852158,0.215295,0.237667,0.192923,0.217117,0.965001,0.008138
