step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.500,1.301114,0.189260,0.187863,0.190656,20,0.00044675,0
25,25.322,0.951960,0.337129,0.312184,0.362073,20,0.00000732,0
50,48.896,0.746095,0.467042,0.437291,0.496793,20,0.00005184,3
75,73.162,0.557267,0.597498,0.576880,0.618116,20,0.00059408,3
100,97.462,0.461063,0.667855,0.634355,0.701355,20,0.00117134,4
125,122.059,0.401095,0.712643,0.664397,0.760889,20,0.00237978,5
150,146.796,0.355238,0.749578,0.676884,0.822273,20,0.00326270,2
175,171.892,0.330563,0.769749,0.683221,0.856276,20,0.00250729,2
200,196.619,0.307580,0.785509,0.691238,0.879780,20,0.00182561,2
225,220.818,0.298241,0.792700,0.693959,0.891442,20,0.00110602,2
250,244.926,0.290728,0.798708,0.696243,0.901173,20,0.00067682,3
275,269.016,0.282757,0.804626,0.697227,0.912026,20,0.00055463,3
300,293.152,0.275994,0.810468,0.697433,0.923502,20,0.00045722,3
325,317.439,0.271784,0.814348,0.699877,0.928819,20,0.00037538,1
350,341.727,0.263453,0.818990,0.703087,0.934893,20,0.00034046,2
375,366.261,0.260311,0.821754,0.708508,0.934999,20,0.00035142,2
400,391.149,0.258335,0.822124,0.704629,0.939619,20,0.00039509,3
425,416.135,0.263240,0.821911,0.699868,0.943953,20,0.00042272,5
450,441.004,0.269059,0.820208,0.695179,0.945237,20,0.00102144,2
475,465.941,0.269820,0.818773,0.688553,0.948993,20,0.00126309,3
500,490.479,0.268000,0.820702,0.683563,0.957840,20,0.00103755,4
525,515.115,0.262400,0.823067,0.690573,0.955561,20,0.00080668,4
550,539.899,0.257126,0.825214,0.694908,0.955519,20,0.00085857,2
575,564.697,0.255515,0.827005,0.698684,0.955325,20,0.00082147,3
600,589.657,0.254611,0.828169,0.701839,0.954498,20,0.00093295,3
625,614.394,0.254753,0.829660,0.701523,0.957798,20,0.00108950,3
650,639.027,0.252487,0.830158,0.705238,0.955078,20,0.00107981,3
675,663.463,0.242605,0.837224,0.712182,0.962266,20,0.00101304,2
700,687.721,0.241706,0.838482,0.712903,0.964060,20,0.00167871,1
725,711.955,0.241431,0.838508,0.715153,0.961862,20,0.00186115,2
750,736.061,0.245816,0.835910,0.711564,0.960256,20,0.00175177,3
775,760.483,0.257187,0.830577,0.708795,0.952359,20,0.00254137,3
800,784.489,0.276414,0.822449,0.701024,0.943875,20,0.00393450,3
825,808.723,0.279940,0.820786,0.699292,0.942279,20,0.00310803,2
850,833.158,0.279758,0.820004,0.705406,0.934603,20,0.00283446,2
875,857.323,0.281730,0.819249,0.710129,0.928368,20,0.00261916,2
900,881.379,0.284480,0.815572,0.712989,0.918155,20,0.00267342,2
925,905.647,0.284954,0.813781,0.718851,0.908712,20,0.00326973,1
950,930.002,0.256912,0.825862,0.733744,0.917979,20,0.00295783,2
975,954.010,0.237008,0.836554,0.741009,0.932098,20,0.00259452,2
1000,978.141,0.223935,0.844532,0.740825,0.948240,20,0.00252025,2
1025,1002.497,0.219973,0.846852,0.740933,0.952771,20,0.00254682,2
1050,1026.713,0.218059,0.847755,0.740292,0.955219,20,0.00254551,2
1075,1051.312,0.216326,0.849243,0.739153,0.959332,20,0.00257035,2
1100,1075.872,0.215049,0.850847,0.738614,0.963081,20,0.00238109,2
1125,1100.279,0.212716,0.851961,0.738784,0.965137,20,0.00222660,4
1150,1124.446,0.213021,0.851202,0.739998,0.962406,20,0.00182559,4
1175,1148.782,0.214198,0.849858,0.739589,0.960127,20,0.00186035,4
1200,1173.119,0.215506,0.849692,0.738206,0.961178,20,0.00163050,4
1225,1197.516,0.214966,0.850073,0.738928,0.961219,20,0.00175633,2
1250,1221.711,0.216103,0.848328,0.739297,0.957360,20,0.00149925,3
1275,1245.638,0.221590,0.845146,0.737456,0.952837,20,0.00163692,4
1300,1269.807,0.218187,0.847105,0.739238,0.954972,20,0.00168311,3
1325,1293.699,0.216303,0.848060,0.740491,0.955629,20,0.00160970,2
1350,1317.717,0.217390,0.847097,0.740468,0.953725,20,0.00135890,3
1375,1341.676,0.217557,0.848086,0.740580,0.955592,20,0.00146231,2
1400,1365.797,0.218424,0.846098,0.742160,0.950035,20,0.00138734,3
1425,1389.786,0.218054,0.847134,0.741013,0.953256,20,0.00094062,1
1450,1414.111,0.219652,0.845998,0.742949,0.949047,20,0.00085209,1
1475,1438.457,0.219772,0.844138,0.741641,0.946635,20,0.00058057,2
1500,1462.450,0.216685,0.847391,0.740268,0.954513,20,0.00013682,2
1525,1487.022,0.214925,0.848500,0.740868,0.956133,20,0.00014914,2
1550,1511.324,0.217859,0.846480,0.740295,0.952666,20,0.00009829,2
1575,1535.520,0.211989,0.850755,0.742824,0.958686,20,0.00009157,4
1600,1559.923,0.215143,0.848112,0.738986,0.957239,20,0.00036820,4
1625,1584.578,0.214642,0.849209,0.739491,0.958927,20,0.00054443,6
1650,1609.510,0.217725,0.847330,0.737544,0.957116,20,0.00015537,5
1675,1633.997,0.221074,0.843494,0.738396,0.948592,20,0.00025315,5
1700,1657.731,0.220391,0.844815,0.739090,0.950540,20,0.00013227,3
1725,1681.905,0.224214,0.839943,0.740964,0.938921,20,0.00011873,4
1750,1706.054,0.224731,0.839902,0.744276,0.935529,20,0.00008393,4
1775,1730.372,0.227735,0.836568,0.743281,0.929855,20,0.00014413,3
1800,1753.927,0.227998,0.836300,0.743440,0.929159,20,0.00008248,3
1825,1777.792,0.227667,0.836484,0.745602,0.927366,20,0.00005875,4
1850,1801.814,0.230785,0.833609,0.743934,0.923284,20,0.00007336,5
1875,1825.948,0.228718,0.835645,0.744778,0.926512,20,0.00008623,5
1900,1850.050,0.226977,0.837575,0.747912,0.927239,20,0.00012178,4
1925,1874.101,0.229004,0.834883,0.746743,0.923023,20,0.00012414,3
1950,1898.430,0.228558,0.835526,0.749530,0.921523,20,0.00012320,4
1975,1922.199,0.229176,0.834789,0.747496,0.922083,20,0.00019607,3
2000,1945.868,0.231553,0.833554,0.749452,0.917655,20,0.00010862,4
