step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.409,0.238827,0.242809,0.234845,0.599534,20
25,25.778,0.416015,0.401319,0.430712,0.366827,20
50,50.054,0.517243,0.486702,0.547784,0.293867,20
75,74.793,0.609507,0.556069,0.662945,0.232378,20
100,99.690,0.704680,0.659548,0.749813,0.188404,20
125,124.557,0.768308,0.750987,0.785629,0.161013,20
150,149.505,0.793826,0.774015,0.813637,0.148561,20
175,174.331,0.801097,0.770572,0.831623,0.145128,20
200,199.252,0.808652,0.777239,0.840066,0.141904,20
225,223.890,0.815238,0.792079,0.838396,0.134723,20
250,248.676,0.820789,0.810304,0.831274,0.124073,20
275,273.331,0.831034,0.832470,0.829598,0.110238,20
300,297.963,0.833018,0.844224,0.821813,0.108487,20
325,322.267,0.831462,0.848768,0.814155,0.107623,20
350,346.316,0.830307,0.853699,0.806915,0.107660,20
375,370.211,0.836929,0.868629,0.805230,0.102871,20
400,394.021,0.832229,0.872891,0.791567,0.108666,20
425,417.587,0.827510,0.877721,0.777299,0.112932,20
450,441.066,0.824963,0.882797,0.767129,0.117122,20
475,464.591,0.824602,0.888158,0.761046,0.116426,20
500,488.186,0.830259,0.899456,0.761062,0.113648,20
525,512.101,0.831439,0.904141,0.758738,0.113750,20
550,535.704,0.832094,0.911541,0.752647,0.111713,20
