step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.421,0.189705,0.150530,0.228880,0.960436,20
25,26.530,0.247719,0.191705,0.303733,0.737847,20
50,193.482,0.313779,0.237022,0.390537,0.669302,20
75,219.189,0.355150,0.258664,0.451636,0.629733,20
100,385.050,0.404226,0.291200,0.517252,0.579844,23
125,414.700,0.458843,0.338003,0.579682,0.537639,23
150,604.712,0.503843,0.374647,0.633040,0.505235,26
175,637.969,0.545088,0.423558,0.666618,0.472517,26
200,855.603,0.581534,0.463913,0.699156,0.433635,29
225,894.424,0.604660,0.481170,0.728150,0.415503,29
250,1134.639,0.633285,0.511887,0.754683,0.385517,31
275,1175.593,0.657179,0.544360,0.769999,0.365027,31
300,1419.981,0.666265,0.567919,0.764610,0.349526,31
325,1461.460,0.683084,0.576183,0.789985,0.337960,31
350,1714.946,0.697815,0.598734,0.796896,0.322129,32
375,1758.371,0.717965,0.620006,0.815924,0.300132,32
400,2032.594,0.742687,0.658083,0.827291,0.275518,32
425,2075.762,0.759465,0.687322,0.831607,0.258972,32
450,2355.840,0.764382,0.699466,0.829297,0.251032,35
475,2403.375,0.772929,0.711550,0.834309,0.241945,35
500,2712.086,0.780428,0.726698,0.834158,0.236983,35
525,2759.463,0.792564,0.743444,0.841684,0.224962,35
550,3055.244,0.796707,0.761551,0.831864,0.220287,34
575,3101.255,0.799982,0.762828,0.837136,0.216782,34
600,3398.385,0.806586,0.773752,0.839419,0.207802,34
625,3444.434,0.810646,0.778738,0.842554,0.205013,34
650,3742.491,0.810459,0.776762,0.844156,0.205930,34
675,3788.138,0.811804,0.779672,0.843937,0.202868,34
700,4082.756,0.815213,0.781003,0.849422,0.199954,34
725,4128.341,0.817398,0.785013,0.849783,0.196925,34
750,4418.034,0.820437,0.787743,0.853131,0.194791,33
775,4462.604,0.822512,0.787795,0.857229,0.191851,33
800,4743.205,0.824830,0.788911,0.860750,0.186464,32
825,4786.564,0.830253,0.790531,0.869974,0.187126,32
850,5058.827,0.835717,0.793515,0.877919,0.178798,31
875,5100.838,0.828185,0.787699,0.868670,0.185399,31
900,5363.262,0.833045,0.794589,0.871501,0.179868,30
925,5403.653,0.834891,0.796752,0.873030,0.182175,30
950,5656.871,0.837494,0.797561,0.877426,0.179149,29
975,5695.780,0.837711,0.794550,0.880872,0.177201,29
1000,5946.635,0.839557,0.795450,0.883664,0.174580,29
1025,5985.182,0.841824,0.798189,0.885460,0.175339,29
1050,6234.702,0.842662,0.800933,0.884391,0.174696,29
1075,6273.346,0.840386,0.800877,0.879896,0.175714,29
1100,6520.259,0.838590,0.803054,0.874126,0.176180,29
1125,6558.469,0.840675,0.802058,0.879292,0.175740,29
1150,6803.608,0.836293,0.796979,0.875608,0.181331,29
1175,6841.740,0.834856,0.792199,0.877514,0.182957,29
