step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,2.554,1.190991,0.234935,0.209060,0.260810,20,0.00000000,0
25,43.578,0.922122,0.388647,0.327672,0.449621,20,0.00000962,1
50,320.653,0.762919,0.499966,0.427432,0.572500,23,0.00001041,1
75,369.413,0.658251,0.564412,0.481033,0.647790,23,0.00001510,0
100,683.508,0.565563,0.635213,0.533867,0.736558,26,0.00011699,0
125,738.603,0.503904,0.671466,0.574144,0.768788,26,0.00042624,4
150,1090.659,0.460019,0.703103,0.616693,0.789512,29,0.00031739,5
175,1151.830,0.389297,0.749748,0.681103,0.818392,29,0.00054764,4
200,1535.384,0.320066,0.798910,0.767552,0.830268,31,0.00022084,4
225,1601.480,0.244743,0.844736,0.835967,0.853505,31,0.00021050,5
250,2012.523,0.200699,0.872502,0.875462,0.869542,32,0.00028418,5
275,2081.183,0.176706,0.888048,0.887572,0.888524,32,0.00022392,4
300,2506.912,0.161285,0.899143,0.893226,0.905059,30,0.00027796,5
325,2572.003,0.153976,0.904214,0.897928,0.910500,30,0.00042709,5
350,2961.889,0.160008,0.902022,0.891707,0.912338,29,0.00007120,5
375,3024.002,0.148095,0.909042,0.903628,0.914456,29,0.00013990,5
400,3416.333,0.153096,0.905029,0.895340,0.914717,29,0.00005299,4
425,3477.798,0.135958,0.915865,0.908841,0.922888,29,0.00013364,3
450,3858.919,0.134912,0.920111,0.893802,0.946419,30,0.00003540,2
475,3922.533,0.114705,0.930009,0.914053,0.945966,30,0.00013642,2
500,4315.747,0.100589,0.938671,0.921979,0.955363,32,0.00010738,4
525,4384.772,0.097632,0.940200,0.928237,0.952163,32,0.00017558,2
550,4794.747,0.091541,0.944271,0.934180,0.954361,32,0.00018198,2
575,4862.182,0.089489,0.945341,0.935869,0.954813,32,0.00017229,1
600,5273.097,0.089767,0.946039,0.935268,0.956810,32,0.00020022,1
625,5340.396,0.088363,0.946616,0.934350,0.958882,32,0.00019360,1
