step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.812,1.244551,0.222977,0.192875,0.253080,20,0.00000000,0
25,27.188,0.908264,0.373461,0.361122,0.385799,20,0.00000000,0
50,194.265,0.719290,0.499817,0.516852,0.482782,23,0.00012551,0
75,224.185,0.607619,0.568047,0.595758,0.540336,23,0.00014391,3
100,412.793,0.542096,0.613893,0.627102,0.600685,25,0.00043214,2
125,445.923,0.502998,0.644425,0.641913,0.646937,25,0.00046369,2
150,659.208,0.446343,0.689916,0.665351,0.714482,28,0.00046232,5
175,695.699,0.394631,0.723853,0.689473,0.758233,28,0.00057947,6
200,922.234,0.350238,0.755674,0.710726,0.800622,31,0.00076119,3
225,961.649,0.315083,0.780120,0.735176,0.825064,31,0.00046987,2
250,1222.535,0.274060,0.810467,0.774459,0.846475,34,0.00071498,2
275,1266.938,0.226626,0.842978,0.818585,0.867372,34,0.00097180,2
300,1553.279,0.184056,0.873361,0.856203,0.890519,36,0.00038960,5
325,1600.904,0.159392,0.890743,0.877933,0.903553,36,0.00037351,2
350,1893.524,0.146443,0.901594,0.892635,0.910554,34,0.00012000,5
375,1938.745,0.132806,0.907746,0.908980,0.906513,34,0.00048234,2
400,2227.589,0.127336,0.912569,0.909654,0.915485,34,0.00057472,2
425,2272.463,0.121282,0.917693,0.913809,0.921578,34,0.00082148,2
450,2562.684,0.118988,0.919035,0.911711,0.926358,34,0.00089600,2
475,2607.047,0.112884,0.923247,0.917989,0.928504,34,0.00094498,3
500,2885.523,0.108354,0.925667,0.920768,0.930567,32,0.00091796,2
525,2927.964,0.107509,0.926398,0.915900,0.936895,32,0.00101775,4
550,3203.304,0.102790,0.930487,0.920569,0.940406,32,0.00101326,2
575,3245.044,0.099741,0.933917,0.920572,0.947263,32,0.00108571,2
600,3499.052,0.093515,0.937914,0.922203,0.953625,32,0.00107929,2
625,3541.165,0.082861,0.945611,0.927312,0.963911,32,0.00112161,2
650,3807.008,0.078320,0.948647,0.927748,0.969547,32,0.00115078,2
675,3849.427,0.072513,0.952622,0.933176,0.972068,32,0.00114814,2
700,4121.742,0.069284,0.953859,0.935309,0.972410,32,0.00110326,3
725,4163.626,0.069840,0.954243,0.934874,0.973613,32,0.00088564,3
750,4423.238,0.069977,0.953606,0.934403,0.972810,32,0.00093409,4
775,4464.214,0.069181,0.953662,0.935009,0.972314,32,0.00098363,3
800,4731.504,0.070005,0.954306,0.934763,0.973849,32,0.00098312,3
825,4772.985,0.069931,0.954759,0.935662,0.973855,32,0.00094241,3
850,5034.044,0.071095,0.954329,0.935365,0.973292,32,0.00098738,4
875,5075.450,0.072064,0.953831,0.933803,0.973859,32,0.00103201,2
900,5336.519,0.071501,0.953431,0.932770,0.974092,32,0.00093695,4
925,5377.612,0.072478,0.952795,0.933564,0.972025,32,0.00091695,3
950,5638.461,0.069216,0.954143,0.934878,0.973407,32,0.00082816,3
975,5679.694,0.068634,0.955259,0.937257,0.973261,32,0.00081477,3
1000,5948.379,0.069021,0.955510,0.937391,0.973628,32,0.00088390,3
