pair,arm,patches,deleted_patch_index,loss,mean_iou,view1_iou,view2_iou,mean_coverage,mean_precision,mean_spill
cat_face_bass,prune,19,9,0.101772,0.930161,0.916256,0.944067,0.956472,0.971170,0.028378
cat_face_bass,prune,18,14,0.102158,0.928882,0.916731,0.941033,0.954928,0.971394,0.028107
cat_face_bass,prune,17,9,0.102509,0.929910,0.915176,0.944645,0.956527,0.970833,0.028712
cat_face_bass,prune,16,15,0.105518,0.927723,0.912758,0.942687,0.954916,0.970092,0.029428
cat_face_bass,prune,15,4,0.108712,0.924699,0.910004,0.939394,0.950666,0.971185,0.028206
cat_face_bass,prune,14,6,0.113545,0.919938,0.912018,0.927858,0.945583,0.971339,0.027935
cat_face_bass,prune,13,10,0.121779,0.913400,0.910249,0.916552,0.939511,0.970542,0.028614
cat_face_bass,prune,12,2,0.127606,0.907824,0.894514,0.921134,0.934796,0.969090,0.029824
cat_face_bass,prune,11,11,0.133785,0.903085,0.883428,0.922741,0.927164,0.971833,0.026821
cat_face_bass,prune,10,5,0.149369,0.891307,0.861049,0.921564,0.916109,0.970116,0.028073
cat_face_bass,prune,9,7,0.179776,0.864440,0.860445,0.868435,0.889045,0.968996,0.028490
cat_face_bass,prune,8,4,0.207049,0.840121,0.856162,0.824080,0.863338,0.969385,0.027493
cat_face_bass,prune,7,7,0.232376,0.817888,0.849219,0.786556,0.839887,0.969389,0.026706
cat_face_bass,prune,6,6,0.261952,0.795238,0.794140,0.796336,0.816369,0.968607,0.026583
cat_face_bass,prune,5,3,0.296262,0.766684,0.759803,0.773565,0.787508,0.966670,0.027238
cat_face_bass,prune,4,2,0.350737,0.720256,0.674714,0.765798,0.737261,0.967843,0.024098
cat_face_bass,prune,3,2,0.470059,0.616876,0.637538,0.596213,0.630807,0.966378,0.022317
cat_face_bass,prune,2,1,0.615259,0.492052,0.441744,0.542360,0.499495,0.968520,0.015662
cat_face_bass,prune,1,0,0.828270,0.299240,0.416544,0.181936,0.302938,0.970569,0.010069
water_fire,prune,21,-1,0.024433,0.972826,0.971211,0.974441,0.985551,0.986901,0.013081
water_fire,prune,20,2,0.028445,0.966105,0.967534,0.964677,0.980717,0.984817,0.015128
water_fire,prune,19,19,0.028999,0.966451,0.970988,0.961913,0.980355,0.985526,0.014398
water_fire,prune,18,14,0.034293,0.959709,0.967044,0.952374,0.972152,0.986813,0.013005
water_fire,prune,17,13,0.034710,0.959249,0.968375,0.950122,0.971971,0.986494,0.013315
water_fire,prune,16,15,0.036451,0.957181,0.969858,0.944503,0.971003,0.985260,0.014535
water_fire,prune,15,11,0.038426,0.954771,0.964120,0.945421,0.969867,0.983913,0.015871
water_fire,prune,14,3,0.040008,0.950692,0.957355,0.944029,0.961523,0.988267,0.011424
water_fire,prune,13,11,0.047764,0.941228,0.957100,0.925355,0.952363,0.987643,0.011882
water_fire,prune,12,10,0.053212,0.935021,0.958278,0.911765,0.946999,0.986490,0.012901
water_fire,prune,11,9,0.060737,0.925959,0.940629,0.911290,0.938321,0.985864,0.013424
water_fire,prune,10,10,0.066471,0.919036,0.943184,0.894889,0.933298,0.983501,0.015592
water_fire,prune,9,9,0.090199,0.888980,0.921209,0.856751,0.902802,0.983052,0.015547
water_fire,prune,8,5,0.117947,0.848365,0.838629,0.858100,0.859393,0.985262,0.012947
water_fire,prune,7,3,0.152125,0.806044,0.821210,0.790879,0.817329,0.983091,0.014030
water_fire,prune,6,2,0.191301,0.751220,0.719447,0.782993,0.760425,0.984646,0.012063
water_fire,prune,5,5,0.237184,0.688050,0.581933,0.794167,0.696273,0.984077,0.011475
water_fire,prune,4,0,0.290108,0.623001,0.601758,0.644244,0.630725,0.980801,0.012365
water_fire,prune,3,1,0.346576,0.546082,0.512791,0.579374,0.550981,0.985169,0.008649
water_fire,prune,2,0,0.420788,0.449093,0.470578,0.427608,0.452307,0.983723,0.007339
water_fire,prune,1,0,0.580918,0.233252,0.191408,0.275096,0.234228,0.982726,0.004085
acm_scf,prune,36,-1,0.284461,0.817566,0.886631,0.748501,0.926218,0.873711,0.140120
acm_scf,prune,35,32,0.263100,0.824870,0.885630,0.764111,0.920459,0.887567,0.121285
acm_scf,prune,34,9,0.256886,0.826180,0.884921,0.767439,0.918685,0.890528,0.116770
acm_scf,prune,33,2,0.252494,0.831547,0.885672,0.777422,0.919878,0.895745,0.110210
acm_scf,prune,32,32,0.246973,0.836033,0.885901,0.786165,0.922399,0.898734,0.106698
acm_scf,prune,31,9,0.244470,0.837469,0.887492,0.787446,0.923048,0.899977,0.105741
acm_scf,prune,30,25,0.239825,0.839679,0.881946,0.797413,0.919933,0.905675,0.098109
acm_scf,prune,29,9,0.241233,0.837717,0.877830,0.797604,0.916292,0.907014,0.096120
acm_scf,prune,28,17,0.238944,0.840903,0.879062,0.802744,0.918214,0.909027,0.094120
acm_scf,prune,27,26,0.243089,0.838938,0.877705,0.800170,0.919979,0.905126,0.098939
acm_scf,prune,26,26,0.243043,0.835279,0.878398,0.792160,0.913213,0.906946,0.095856
acm_scf,prune,25,23,0.244467,0.832793,0.877768,0.787818,0.909598,0.907249,0.094769
acm_scf,prune,24,17,0.258009,0.824044,0.875265,0.772823,0.905204,0.901013,0.101918
acm_scf,prune,23,23,0.262005,0.817867,0.875995,0.759739,0.897155,0.900633,0.100630
acm_scf,prune,22,16,0.263917,0.812656,0.878230,0.747082,0.888144,0.902540,0.096938
acm_scf,prune,21,1,0.267814,0.806165,0.872725,0.739606,0.876704,0.906153,0.091111
acm_scf,prune,20,11,0.286124,0.788948,0.865960,0.711935,0.859163,0.901765,0.093615
acm_scf,prune,19,15,0.300771,0.777156,0.851632,0.702679,0.843560,0.903773,0.089638
acm_scf,prune,18,3,0.315997,0.758817,0.850632,0.667001,0.824312,0.898609,0.091887
acm_scf,prune,17,15,0.329249,0.751052,0.835149,0.666955,0.813589,0.901402,0.088164
acm_scf,prune,16,8,0.346900,0.734441,0.826188,0.642693,0.796970,0.896381,0.090932
acm_scf,prune,15,14,0.363576,0.718455,0.810862,0.626048,0.776628,0.898159,0.086496
acm_scf,prune,14,1,0.387834,0.707115,0.785573,0.628657,0.767794,0.893661,0.091052
acm_scf,prune,13,2,0.415988,0.674063,0.788739,0.559388,0.730578,0.884543,0.092137
acm_scf,prune,12,6,0.447080,0.639252,0.790351,0.488153,0.692581,0.871170,0.094973
acm_scf,prune,11,1,0.474122,0.622133,0.762642,0.481624,0.674397,0.868741,0.095451
acm_scf,prune,10,5,0.509205,0.596441,0.740129,0.452753,0.647618,0.859719,0.098402
acm_scf,prune,9,2,0.543508,0.570929,0.709109,0.432749,0.620210,0.853276,0.099816
acm_scf,prune,8,1,0.579975,0.520131,0.709319,0.330944,0.558503,0.837770,0.091068
acm_scf,prune,7,4,0.627753,0.469423,0.675435,0.263412,0.500017,0.827856,0.080950
acm_scf,prune,6,4,0.686425,0.429199,0.612637,0.245760,0.455336,0.822264,0.077617
acm_scf,prune,5,4,0.735363,0.392559,0.560659,0.224460,0.415560,0.820607,0.071815
acm_scf,prune,4,4,0.805335,0.350007,0.484539,0.215475,0.371767,0.806170,0.074826
acm_scf,prune,3,3,0.867613,0.284979,0.415269,0.154689,0.297969,0.809942,0.053972
acm_scf,prune,2,0,0.975867,0.177139,0.317396,0.036881,0.182208,0.682994,0.037688
acm_scf,prune,1,1,1.083778,0.099685,0.162886,0.036484,0.101441,0.712397,0.025605
siggraph_sigchi,prune,26,-1,0.113560,0.857944,0.904340,0.811547,0.918302,0.927691,0.072410
siggraph_sigchi,prune,25,18,0.121543,0.846063,0.894212,0.797915,0.907767,0.924479,0.075355
siggraph_sigchi,prune,24,12,0.113399,0.852535,0.903319,0.801750,0.909430,0.930202,0.069179
siggraph_sigchi,prune,23,14,0.119892,0.846451,0.898382,0.794521,0.906899,0.925427,0.073895
siggraph_sigchi,prune,22,14,0.117497,0.846958,0.901388,0.792528,0.906361,0.926413,0.072807
siggraph_sigchi,prune,21,18,0.117184,0.848556,0.901419,0.795694,0.906493,0.928229,0.070637
siggraph_sigchi,prune,20,20,0.116557,0.849072,0.900089,0.798055,0.907967,0.927575,0.071851
siggraph_sigchi,prune,19,12,0.121552,0.836993,0.896487,0.777499,0.892306,0.928693,0.068846
siggraph_sigchi,prune,18,15,0.124215,0.835257,0.887084,0.783430,0.888320,0.931500,0.065785
siggraph_sigchi,prune,17,2,0.131305,0.822561,0.881072,0.764051,0.870604,0.934696,0.060923
siggraph_sigchi,prune,16,14,0.132756,0.821974,0.880285,0.763664,0.871864,0.932503,0.063091
siggraph_sigchi,prune,15,7,0.134472,0.820528,0.876171,0.764884,0.870486,0.932456,0.063382
siggraph_sigchi,prune,14,7,0.140561,0.803339,0.878448,0.728231,0.851300,0.930243,0.063662
siggraph_sigchi,prune,13,10,0.150130,0.787899,0.874846,0.700951,0.836597,0.925466,0.066505
siggraph_sigchi,prune,12,0,0.158237,0.766179,0.877739,0.654618,0.809184,0.925800,0.062435
siggraph_sigchi,prune,11,11,0.168548,0.749799,0.863028,0.636571,0.788367,0.929026,0.057470
siggraph_sigchi,prune,10,6,0.177637,0.743749,0.843272,0.644226,0.783734,0.927605,0.059307
siggraph_sigchi,prune,9,5,0.186661,0.719547,0.848577,0.590517,0.753517,0.928026,0.054422
siggraph_sigchi,prune,8,8,0.203538,0.684908,0.847395,0.522422,0.716350,0.919750,0.055411
siggraph_sigchi,prune,7,0,0.221793,0.635592,0.853686,0.417498,0.658796,0.913744,0.048878
siggraph_sigchi,prune,6,4,0.240295,0.588453,0.856122,0.320784,0.604666,0.904169,0.042801
siggraph_sigchi,prune,5,3,0.274346,0.554670,0.796145,0.313194,0.570416,0.902780,0.042508
siggraph_sigchi,prune,4,4,0.309009,0.511293,0.735605,0.286981,0.523528,0.907961,0.036098
siggraph_sigchi,prune,3,0,0.359202,0.450944,0.649569,0.252319,0.459872,0.917351,0.028172
siggraph_sigchi,prune,2,0,0.428991,0.346866,0.570761,0.122970,0.350932,0.870646,0.023891
siggraph_sigchi,prune,1,1,0.562170,0.183394,0.366788,0.000000,0.184150,0.494465,0.019547
crane_crab,prune,26,-1,0.152050,0.816900,0.786559,0.847241,0.882909,0.916624,0.082436
crane_crab,prune,25,5,0.156809,0.807642,0.775087,0.840197,0.872550,0.915963,0.082163
crane_crab,prune,24,15,0.153067,0.810604,0.774521,0.846687,0.871910,0.919984,0.077502
crane_crab,prune,23,22,0.158374,0.802100,0.762471,0.841730,0.863075,0.918495,0.078099
crane_crab,prune,22,2,0.158695,0.803933,0.764401,0.843466,0.869365,0.913992,0.083574
crane_crab,prune,21,21,0.164001,0.793416,0.752676,0.834157,0.853905,0.917508,0.078528
crane_crab,prune,20,10,0.167499,0.790922,0.742808,0.839036,0.856690,0.910155,0.085801
crane_crab,prune,19,5,0.163342,0.788682,0.732220,0.845144,0.850736,0.913202,0.081997
crane_crab,prune,18,10,0.171287,0.783879,0.731553,0.836204,0.849373,0.908666,0.086557
crane_crab,prune,17,15,0.170634,0.783363,0.729274,0.837453,0.849099,0.908291,0.087308
crane_crab,prune,16,16,0.175169,0.778681,0.729807,0.827554,0.843181,0.909092,0.085636
crane_crab,prune,15,13,0.182515,0.773756,0.728838,0.818675,0.839212,0.907389,0.087208
crane_crab,prune,14,10,0.185386,0.770936,0.732398,0.809474,0.836536,0.907511,0.087474
crane_crab,prune,13,9,0.190735,0.766312,0.732855,0.799769,0.829635,0.909820,0.084707
crane_crab,prune,12,3,0.203957,0.752556,0.727194,0.777918,0.815131,0.908773,0.084761
crane_crab,prune,11,10,0.211468,0.742715,0.723722,0.761709,0.801930,0.912060,0.081012
crane_crab,prune,10,3,0.222523,0.717255,0.675058,0.759452,0.771010,0.910441,0.077604
crane_crab,prune,9,3,0.228545,0.704131,0.652996,0.755265,0.754595,0.910891,0.074735
crane_crab,prune,8,7,0.249939,0.681149,0.649381,0.712917,0.726188,0.915956,0.067750
crane_crab,prune,7,5,0.269147,0.651684,0.608863,0.694506,0.692847,0.914368,0.065419
crane_crab,prune,6,6,0.297421,0.605605,0.542373,0.668837,0.642496,0.908224,0.063911
crane_crab,prune,5,5,0.318936,0.556663,0.466467,0.646859,0.583901,0.911342,0.053977
crane_crab,prune,4,0,0.350508,0.534289,0.474141,0.594437,0.563224,0.905931,0.057453
crane_crab,prune,3,3,0.398448,0.491226,0.473874,0.508579,0.517399,0.906876,0.054255
crane_crab,prune,2,2,0.474006,0.390354,0.392879,0.387829,0.403977,0.922203,0.034803
crane_crab,prune,1,0,0.552808,0.282327,0.289573,0.275080,0.289601,0.920370,0.025537
teapot_droplets,prune,29,-1,0.146236,0.800396,0.910316,0.690476,0.914434,0.864276,0.162780
teapot_droplets,prune,28,16,0.117647,0.829882,0.911918,0.747847,0.912959,0.900161,0.109783
teapot_droplets,prune,27,26,0.113571,0.836326,0.917367,0.755284,0.919944,0.900891,0.109243
teapot_droplets,prune,26,16,0.120351,0.827353,0.909289,0.745417,0.912550,0.897836,0.112894
teapot_droplets,prune,25,22,0.122360,0.826022,0.903822,0.748223,0.910868,0.898507,0.112029
teapot_droplets,prune,24,21,0.124641,0.821719,0.902850,0.740587,0.904689,0.898812,0.110754
teapot_droplets,prune,23,9,0.128626,0.811623,0.904114,0.719131,0.891373,0.897213,0.109233
teapot_droplets,prune,22,22,0.134803,0.805090,0.893944,0.716236,0.885552,0.895871,0.110721
teapot_droplets,prune,21,5,0.142765,0.785873,0.891350,0.680397,0.856915,0.897345,0.102536
teapot_droplets,prune,20,2,0.150516,0.779684,0.877454,0.681914,0.850928,0.897151,0.102576
teapot_droplets,prune,19,17,0.159989,0.768435,0.861097,0.675773,0.839136,0.896387,0.103064
teapot_droplets,prune,18,7,0.170099,0.743705,0.859271,0.628139,0.806331,0.894497,0.097822
teapot_droplets,prune,17,9,0.177319,0.739413,0.842795,0.636032,0.801318,0.896792,0.095362
teapot_droplets,prune,16,0,0.189092,0.727471,0.826943,0.627999,0.788480,0.895952,0.095565
teapot_droplets,prune,15,13,0.198462,0.720833,0.808989,0.632678,0.784134,0.893970,0.098454
teapot_droplets,prune,14,0,0.209456,0.704585,0.792032,0.617138,0.763798,0.895215,0.094680
teapot_droplets,prune,13,5,0.226595,0.682218,0.773457,0.590978,0.738091,0.892716,0.093097
teapot_droplets,prune,12,4,0.250421,0.637319,0.755006,0.519632,0.684682,0.885241,0.089121
teapot_droplets,prune,11,10,0.269023,0.616867,0.731142,0.502592,0.664278,0.879444,0.092370
teapot_droplets,prune,10,10,0.294205,0.581009,0.700031,0.461987,0.623154,0.874615,0.089111
teapot_droplets,prune,9,8,0.326942,0.536204,0.655972,0.416435,0.572014,0.869867,0.083996
teapot_droplets,prune,8,5,0.361767,0.505210,0.599145,0.411275,0.541639,0.865075,0.086557
teapot_droplets,prune,7,5,0.393286,0.480125,0.542214,0.418035,0.515633,0.868641,0.083518
teapot_droplets,prune,6,6,0.432551,0.417816,0.503128,0.332504,0.445582,0.848430,0.081156
teapot_droplets,prune,5,3,0.470275,0.383302,0.421821,0.344783,0.405386,0.873123,0.063064
teapot_droplets,prune,4,4,0.513250,0.308599,0.382451,0.234746,0.323510,0.837851,0.061569
teapot_droplets,prune,3,0,0.563945,0.256344,0.293632,0.219057,0.267721,0.847294,0.050861
teapot_droplets,prune,2,1,0.611474,0.192004,0.216160,0.167849,0.197940,0.855886,0.034393
teapot_droplets,prune,1,0,0.663668,0.111079,0.128049,0.094109,0.112507,0.880948,0.015000
dancer_guitar,prune,22,-1,0.083573,0.891014,0.870857,0.911170,0.931448,0.954061,0.046098
dancer_guitar,prune,21,19,0.077089,0.894815,0.883469,0.906161,0.928739,0.961192,0.038195
dancer_guitar,prune,20,8,0.072240,0.899629,0.894115,0.905142,0.925414,0.970194,0.028750
dancer_guitar,prune,19,2,0.071094,0.899982,0.894510,0.905453,0.928174,0.967643,0.031420
dancer_guitar,prune,18,13,0.070715,0.901887,0.897839,0.905934,0.928995,0.968960,0.030124
dancer_guitar,prune,17,15,0.070020,0.902717,0.895408,0.910027,0.929535,0.969296,0.029840
dancer_guitar,prune,16,16,0.072396,0.900379,0.897692,0.903067,0.931845,0.964170,0.034990
dancer_guitar,prune,15,5,0.070424,0.901261,0.897794,0.904728,0.927416,0.969912,0.029072
dancer_guitar,prune,14,0,0.073270,0.898145,0.892226,0.904064,0.926699,0.967031,0.031883
dancer_guitar,prune,13,10,0.077590,0.891494,0.890282,0.892705,0.919851,0.967035,0.031831
dancer_guitar,prune,12,0,0.081980,0.884636,0.890870,0.878402,0.913684,0.965959,0.032730
dancer_guitar,prune,11,5,0.086546,0.876908,0.869003,0.884813,0.904564,0.966578,0.031689
dancer_guitar,prune,10,4,0.101261,0.846514,0.809229,0.883799,0.865199,0.974643,0.022311
dancer_guitar,prune,9,1,0.111746,0.828588,0.792302,0.864874,0.845414,0.976193,0.020463
dancer_guitar,prune,8,1,0.129030,0.804137,0.791825,0.816449,0.821673,0.974065,0.021850
dancer_guitar,prune,7,1,0.155302,0.765553,0.786961,0.744145,0.779848,0.976981,0.018536
dancer_guitar,prune,6,6,0.178576,0.727135,0.731604,0.722665,0.740264,0.976264,0.018037
dancer_guitar,prune,5,5,0.204232,0.686151,0.676619,0.695683,0.697880,0.976069,0.017101
dancer_guitar,prune,4,3,0.243408,0.627862,0.653172,0.602553,0.638554,0.974278,0.016933
dancer_guitar,prune,3,1,0.291588,0.544981,0.539305,0.550658,0.551128,0.979965,0.011273
dancer_guitar,prune,2,2,0.350420,0.447945,0.397755,0.498134,0.452130,0.980997,0.009002
dancer_guitar,prune,1,1,0.416379,0.344501,0.289571,0.399431,0.347508,0.978699,0.008065
dance_argument,prune,37,-1,0.170661,0.865795,0.825146,0.906445,0.934532,0.921630,0.081653
dance_argument,prune,36,34,0.165751,0.866203,0.826510,0.905897,0.930976,0.925440,0.076828
dance_argument,prune,35,3,0.153743,0.873987,0.838019,0.909955,0.931446,0.934117,0.067513
dance_argument,prune,34,32,0.143334,0.880849,0.848462,0.913235,0.932389,0.940828,0.059823
dance_argument,prune,33,3,0.137848,0.887147,0.865311,0.908983,0.930485,0.950017,0.049404
dance_argument,prune,32,3,0.138974,0.884243,0.855968,0.912517,0.932759,0.944265,0.055798
dance_argument,prune,31,16,0.132790,0.888749,0.865391,0.912107,0.930394,0.951886,0.047452
dance_argument,prune,30,19,0.133937,0.889775,0.867016,0.912535,0.933319,0.950079,0.049543
dance_argument,prune,29,26,0.141288,0.884299,0.858859,0.909738,0.933041,0.944260,0.055985
dance_argument,prune,28,6,0.131069,0.888758,0.863306,0.914210,0.929016,0.953236,0.045935
dance_argument,prune,27,19,0.138341,0.883251,0.857187,0.909315,0.923734,0.952489,0.046556
dance_argument,prune,26,24,0.138549,0.882013,0.852336,0.911690,0.923999,0.950640,0.048495
dance_argument,prune,25,19,0.141225,0.879955,0.849985,0.909926,0.921813,0.950535,0.048460
dance_argument,prune,24,20,0.143968,0.878435,0.847107,0.909763,0.922617,0.947890,0.051294
dance_argument,prune,23,19,0.145831,0.876139,0.844028,0.908249,0.918866,0.949080,0.049730
dance_argument,prune,22,22,0.150418,0.872977,0.841260,0.904693,0.917766,0.946603,0.052316
dance_argument,prune,21,18,0.153012,0.867200,0.829012,0.905389,0.911923,0.945674,0.052894
dance_argument,prune,20,15,0.158328,0.864032,0.825370,0.902694,0.908350,0.945695,0.052611
dance_argument,prune,19,16,0.154348,0.866364,0.833180,0.899548,0.907819,0.949432,0.048973
dance_argument,prune,18,17,0.168571,0.853410,0.812109,0.894710,0.898622,0.943251,0.054368
dance_argument,prune,17,13,0.169445,0.853511,0.812510,0.894513,0.898082,0.944064,0.053742
dance_argument,prune,16,15,0.176806,0.842358,0.788156,0.896561,0.884325,0.944655,0.051781
dance_argument,prune,15,15,0.189741,0.830851,0.779915,0.881787,0.872474,0.943865,0.051955
dance_argument,prune,14,14,0.204113,0.816744,0.753126,0.880363,0.859308,0.939980,0.054363
dance_argument,prune,13,5,0.216755,0.805229,0.744951,0.865507,0.845571,0.941417,0.052155
dance_argument,prune,12,11,0.224807,0.787471,0.702682,0.872261,0.823376,0.942613,0.048725
dance_argument,prune,11,1,0.249763,0.770894,0.694771,0.847018,0.809151,0.937774,0.052664
dance_argument,prune,10,9,0.263612,0.756077,0.683645,0.828508,0.791028,0.940663,0.048886
dance_argument,prune,9,3,0.293426,0.729483,0.660435,0.798531,0.762449,0.939767,0.048025
dance_argument,prune,8,3,0.340486,0.684207,0.589994,0.778421,0.717163,0.929210,0.052372
dance_argument,prune,7,2,0.386840,0.633110,0.510815,0.755406,0.660774,0.925300,0.049056
dance_argument,prune,6,1,0.439323,0.587488,0.479225,0.695752,0.611298,0.927316,0.044400
dance_argument,prune,5,1,0.494454,0.548360,0.491716,0.605003,0.568932,0.933667,0.039323
dance_argument,prune,4,3,0.580128,0.450797,0.337259,0.564334,0.464944,0.920028,0.035537
dance_argument,prune,3,3,0.667347,0.373806,0.262200,0.485412,0.385378,0.901155,0.035954
dance_argument,prune,2,2,0.762981,0.274220,0.145515,0.402924,0.280465,0.878209,0.027847
dance_argument,prune,1,0,0.902701,0.160892,0.151838,0.169945,0.162040,0.958193,0.007095
