job_id	job_name	pair	arm	config	silhouette_weight	negative_space_weight	area_normalized	output_dir
4269202	neg_sun_moon_srd_aw0p125	sun_moon	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_srd_aw0p125
4269203	neg_sun_moon_hinge2_aw0p125	sun_moon	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_hinge2_aw0p125
4269204	neg_sun_moon_srd_nonorm4	sun_moon	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_srd_nonorm4
4269205	neg_sun_moon_hinge2_nonorm4	sun_moon	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_hinge2_nonorm4
4269206	neg_sun_moon_srd_aw0p1875	sun_moon	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_srd_aw0p1875
4269207	neg_sun_moon_hinge2_aw0p1875	sun_moon	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_sun_moon_hinge2_aw0p1875
4269208	neg_water_fire_srd_aw0p125	water_fire	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_srd_aw0p125
4269209	neg_water_fire_hinge2_aw0p125	water_fire	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_hinge2_aw0p125
4269210	neg_water_fire_srd_nonorm4	water_fire	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_srd_nonorm4
4269211	neg_water_fire_hinge2_nonorm4	water_fire	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_hinge2_nonorm4
4269212	neg_water_fire_srd_aw0p1875	water_fire	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_srd_aw0p1875
4269213	neg_water_fire_hinge2_aw0p1875	water_fire	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_water_fire_hinge2_aw0p1875
4269214	neg_cat_face_bass_srd_aw0p125	cat_face_bass	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_srd_aw0p125
4269215	neg_cat_face_bass_hinge2_aw0p125	cat_face_bass	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_hinge2_aw0p125
4269216	neg_cat_face_bass_srd_nonorm4	cat_face_bass	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_srd_nonorm4
4269217	neg_cat_face_bass_hinge2_nonorm4	cat_face_bass	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_hinge2_nonorm4
4269218	neg_cat_face_bass_srd_aw0p1875	cat_face_bass	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_srd_aw0p1875
4269219	neg_cat_face_bass_hinge2_aw0p1875	cat_face_bass	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_cat_face_bass_hinge2_aw0p1875
4269220	neg_dance_argument_srd_aw0p125	dance_argument	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_srd_aw0p125
4269221	neg_dance_argument_hinge2_aw0p125	dance_argument	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_hinge2_aw0p125
4269222	neg_dance_argument_srd_nonorm4	dance_argument	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_srd_nonorm4
4269223	neg_dance_argument_hinge2_nonorm4	dance_argument	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_hinge2_nonorm4
4269224	neg_dance_argument_srd_aw0p1875	dance_argument	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_srd_aw0p1875
4269225	neg_dance_argument_hinge2_aw0p1875	dance_argument	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_dance_argument_hinge2_aw0p1875
4269226	neg_horse_circle_srd_aw0p125	horse_circle	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_srd_aw0p125
4269227	neg_horse_circle_hinge2_aw0p125	horse_circle	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_hinge2_aw0p125
4269228	neg_horse_circle_srd_nonorm4	horse_circle	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_srd_nonorm4
4269229	neg_horse_circle_hinge2_nonorm4	horse_circle	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_hinge2_nonorm4
4269230	neg_horse_circle_srd_aw0p1875	horse_circle	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_srd_aw0p1875
4269231	neg_horse_circle_hinge2_aw0p1875	horse_circle	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_horse_circle_hinge2_aw0p1875
4269232	neg_acm_scf_srd_aw0p125	acm_scf	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_srd_aw0p125
4269233	neg_acm_scf_hinge2_aw0p125	acm_scf	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_hinge2_aw0p125
4269234	neg_acm_scf_srd_nonorm4	acm_scf	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_srd_nonorm4
4269235	neg_acm_scf_hinge2_nonorm4	acm_scf	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_hinge2_nonorm4
4269236	neg_acm_scf_srd_aw0p1875	acm_scf	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_srd_aw0p1875
4269237	neg_acm_scf_hinge2_aw0p1875	acm_scf	hinge2	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_acm_scf_hinge2_aw0p1875
4269238	neg_teapot_droplets_srd_aw0p125	teapot_droplets	srd	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_teapot_droplets_srd_aw0p125
4269239	neg_teapot_droplets_hinge2_aw0p125	teapot_droplets	hinge2	aw0p125	0.5	4	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_teapot_droplets_hinge2_aw0p125
4269240	neg_teapot_droplets_srd_nonorm4	teapot_droplets	srd	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_teapot_droplets_srd_nonorm4
4269241	neg_teapot_droplets_hinge2_nonorm4	teapot_droplets	hinge2	nonorm4	0.9	3.6	False	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_teapot_droplets_hinge2_nonorm4
4269242	neg_teapot_droplets_srd_aw0p1875	teapot_droplets	srd	aw0p1875	0.710526	3.78947	True	/oscar/home/cjmok/aps-hinge2/results/negspace/neg_20260724/neg_teapot_droplets_srd_aw0p1875
