pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,srd,nonormsilonly,1,1.619,1.348172,0.253364,0.207088,0.299640,20,0.00019423,0,0.119628,0.149309,0.089946,0.699283,0.614505,0.784062,0.282300,0.238008,0.326591,0.033470,0.018169,0.169888,0.129675,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,25,29.546,1.015234,0.404901,0.374188,0.435613,20,0.00083754,2,0.060951,0.081569,0.040333,0.875267,0.832259,0.918274,0.428947,0.404710,0.453183,0.017972,0.007945,0.125870,0.099607,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,50,210.832,0.816006,0.518578,0.502959,0.534196,20,0.00119543,3,0.057790,0.077031,0.038548,0.905267,0.875502,0.935031,0.548246,0.541703,0.554789,0.016889,0.007615,0.099236,0.081913,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,75,238.081,0.666709,0.606371,0.592994,0.619747,20,0.00171767,3,0.060981,0.085674,0.036288,0.914536,0.882553,0.946519,0.643018,0.643799,0.642237,0.018472,0.007248,0.081218,0.066672,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,100,410.506,0.591823,0.648082,0.620554,0.675610,20,0.00100224,1,0.052736,0.072277,0.033195,0.928313,0.902021,0.954605,0.681722,0.665406,0.698037,0.015633,0.006407,0.074873,0.056487,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,125,438.886,0.517536,0.693871,0.639126,0.748617,20,0.00035291,2,0.054853,0.077463,0.032243,0.929416,0.898886,0.959947,0.730694,0.688634,0.772754,0.016907,0.006134,0.071554,0.043399,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,150,620.938,0.462570,0.727746,0.649481,0.806012,20,0.00023343,0,0.051037,0.072926,0.029149,0.935658,0.905263,0.966052,0.763176,0.696845,0.829506,0.016069,0.005667,0.069419,0.033338,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,175,649.768,0.425952,0.748737,0.655581,0.841892,20,0.00049975,3,0.047126,0.065579,0.028673,0.941066,0.914181,0.967952,0.782303,0.698574,0.866032,0.014197,0.005329,0.067651,0.026927,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,200,831.693,0.408902,0.760076,0.653803,0.866349,20,0.00008306,1,0.047048,0.069468,0.024628,0.941316,0.909628,0.973005,0.793454,0.699222,0.887686,0.015183,0.004591,0.068273,0.022581,0.050000,0,0,0,0,0
sun_moon,srd,nonormsilonly,225,860.791,0.387269,0.771423,0.656107,0.886739,20,0.00013952,1,0.039410,0.064067,0.014753,0.949908,0.915946,0.983869,0.798982,0.698142,0.899822,0.013792,0.002589,0.067288,0.018750,0.050000,0,0,0,0,0
