step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.383,0.840068,0.239231,0.292745,0.185717,20,0.00081343,0,0.352688,0.531514,0.173861,0.506943,0.457560,0.556326,0.333174,0.448343,0.218006,0.034668,0.039119,0.066064,0.176875
25,27.192,0.595248,0.370269,0.432316,0.308222,20,0.00003567,1,0.175316,0.276803,0.073828,0.741817,0.666013,0.817620,0.441480,0.551982,0.330977,0.017985,0.016481,0.043959,0.137216
50,193.344,0.474735,0.477891,0.513365,0.442417,23,0.00043478,2,0.147175,0.239766,0.054583,0.810813,0.726363,0.895264,0.551509,0.636452,0.466565,0.015361,0.011908,0.036246,0.108263
75,223.053,0.407160,0.550283,0.576555,0.524012,23,0.00063646,3,0.136391,0.222222,0.050560,0.838068,0.760252,0.915883,0.627592,0.704678,0.550506,0.014359,0.011060,0.030971,0.091891
100,411.186,0.362684,0.602419,0.637436,0.567402,26,0.00059180,3,0.128421,0.211501,0.045341,0.856996,0.785007,0.928985,0.682691,0.772255,0.593128,0.013554,0.009847,0.026019,0.083037
125,444.418,0.333321,0.632768,0.670806,0.594730,26,0.00060493,4,0.110658,0.177388,0.043927,0.875258,0.816594,0.933922,0.705327,0.789799,0.620855,0.011282,0.009795,0.022733,0.077694
150,624.137,0.317286,0.646871,0.683555,0.610187,23,0.00003620,1,0.106534,0.173489,0.039578,0.881725,0.822178,0.941271,0.718241,0.802144,0.634337,0.010914,0.008756,0.021584,0.074334
175,654.143,0.310930,0.657165,0.692222,0.622109,23,0.00007201,1,0.104484,0.165367,0.043601,0.883474,0.829880,0.937068,0.727963,0.806693,0.649233,0.010621,0.009668,0.021112,0.072370
200,839.782,0.303103,0.662468,0.692115,0.632821,25,0.00004446,2,0.103450,0.166017,0.040883,0.885471,0.829382,0.941560,0.732855,0.807018,0.658693,0.010712,0.008953,0.021152,0.070040
225,872.340,0.297085,0.667479,0.700701,0.634256,25,0.00002581,2,0.099660,0.158220,0.041100,0.889128,0.836851,0.941404,0.735945,0.811566,0.660324,0.010197,0.008525,0.020349,0.069312
250,1069.333,0.291486,0.674142,0.698523,0.649760,26,0.00001892,0,0.103939,0.166017,0.041861,0.886223,0.830683,0.941764,0.745725,0.814490,0.676960,0.010732,0.008988,0.020667,0.066631
275,1103.066,0.288541,0.677548,0.697558,0.657537,26,0.00001674,0,0.105506,0.170890,0.040122,0.885780,0.826974,0.944586,0.750341,0.816764,0.683919,0.011054,0.009056,0.020811,0.065310
300,1321.346,0.287225,0.677764,0.694614,0.660914,29,0.00001417,1,0.104909,0.170240,0.039578,0.886184,0.826834,0.945533,0.749969,0.812865,0.687072,0.010966,0.009018,0.020997,0.064749
325,1359.462,0.279740,0.685818,0.705422,0.666215,29,0.00009510,1,0.102261,0.162443,0.042079,0.888755,0.834656,0.942853,0.757131,0.820013,0.694248,0.010539,0.008996,0.020200,0.063257
