step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.474,0.838135,0.205747,0.178258,0.233236,20,0.00039996,0,0.406584,0.101547,0.711621,0.509256,0.659131,0.359380,0.297785,0.196359,0.399211,0.023836,0.041746,0.173752,0.072742
25,25.667,0.626698,0.341645,0.235424,0.447866,20,0.00002670,0,0.188225,0.048616,0.327834,0.740052,0.835470,0.644635,0.420780,0.246869,0.594692,0.011195,0.018841,0.153796,0.040079
50,176.625,0.549243,0.421841,0.297965,0.545718,23,0.00022437,0,0.139977,0.044302,0.235653,0.808201,0.875370,0.741033,0.492742,0.311165,0.674319,0.010324,0.013352,0.140681,0.030510
75,204.182,0.495878,0.472870,0.354298,0.591442,23,0.00001937,1,0.129745,0.035673,0.223816,0.837606,0.911396,0.763815,0.545377,0.366937,0.723816,0.008217,0.012437,0.128252,0.026709
100,367.115,0.452821,0.515428,0.415087,0.615769,24,0.00000227,0,0.125730,0.032306,0.219154,0.851966,0.929893,0.774038,0.589607,0.428496,0.750717,0.007409,0.012465,0.115651,0.025352
125,395.524,0.415102,0.548889,0.480732,0.617046,24,0.00000770,0,0.137580,0.029464,0.245696,0.850794,0.943809,0.757779,0.631774,0.494896,0.768651,0.006681,0.014024,0.102185,0.025828
150,577.767,0.366059,0.592870,0.567296,0.618443,27,0.00003729,1,0.148830,0.025781,0.271879,0.850357,0.957576,0.743138,0.684253,0.581921,0.786585,0.005835,0.015686,0.084886,0.026365
175,609.802,0.318145,0.632847,0.673369,0.592324,27,0.00001854,1,0.181112,0.025781,0.336442,0.832884,0.964018,0.701749,0.741168,0.690729,0.791607,0.005906,0.019403,0.063839,0.029550
200,817.838,0.286200,0.662969,0.744045,0.581893,30,0.00001023,1,0.207771,0.024939,0.390603,0.821386,0.968332,0.674439,0.785892,0.762601,0.809182,0.005699,0.022487,0.049839,0.031465
225,853.127,0.250529,0.697683,0.781984,0.613382,30,0.00003959,0,0.197579,0.017468,0.377690,0.834814,0.978517,0.691112,0.820347,0.795643,0.845050,0.003841,0.021729,0.041918,0.028797
250,1076.162,0.228047,0.720427,0.808050,0.632804,32,0.00020727,0,0.187744,0.019678,0.355811,0.841765,0.976675,0.706856,0.840957,0.823950,0.857963,0.004373,0.020429,0.036814,0.026752
275,1114.640,0.196307,0.754191,0.835278,0.673103,32,0.00009396,2,0.168904,0.018941,0.318867,0.856980,0.978229,0.735731,0.869416,0.851100,0.887733,0.004170,0.018266,0.031285,0.022910
300,1361.432,0.178748,0.776213,0.852205,0.700221,32,0.00010542,1,0.158653,0.016732,0.300574,0.866453,0.981056,0.751851,0.888576,0.866463,0.910689,0.003754,0.017348,0.028089,0.020918
325,1399.747,0.174804,0.778894,0.862101,0.695688,32,0.00016542,1,0.163416,0.012628,0.314204,0.864988,0.985741,0.744234,0.893631,0.872987,0.914275,0.002893,0.018256,0.026091,0.021564
350,1643.293,0.163915,0.789439,0.880465,0.698413,32,0.00004007,2,0.173236,0.013259,0.333214,0.860905,0.985356,0.736454,0.911636,0.892139,0.931133,0.002864,0.019092,0.022409,0.021242
375,1683.135,0.162582,0.787835,0.876894,0.698776,32,0.00013578,2,0.162547,0.006945,0.318149,0.867733,0.992196,0.743271,0.902037,0.882984,0.921090,0.001508,0.018271,0.023086,0.021187
400,1936.020,0.162307,0.788072,0.882162,0.693982,32,0.00003863,4,0.169819,0.004630,0.335007,0.864618,0.994803,0.734433,0.906359,0.886246,0.926471,0.000939,0.019385,0.022049,0.021882
425,1975.133,0.155406,0.793402,0.895326,0.691478,32,0.00002600,3,0.168150,0.006314,0.329986,0.864488,0.993041,0.735936,0.910317,0.900979,0.919656,0.001316,0.019098,0.019573,0.022016
450,2228.229,0.159596,0.790414,0.895668,0.685161,32,0.00002695,3,0.178362,0.005577,0.351148,0.859423,0.993846,0.725000,0.913208,0.900663,0.925753,0.001177,0.020456,0.019366,0.023011
475,2267.211,0.157120,0.793336,0.897457,0.689214,32,0.00007856,3,0.176263,0.005682,0.346844,0.860866,0.993743,0.727989,0.915411,0.902557,0.928264,0.001080,0.020313,0.019019,0.022640
500,2517.642,0.157169,0.794481,0.895568,0.693394,32,0.00016149,2,0.176557,0.006629,0.346485,0.861018,0.992700,0.729336,0.917574,0.901505,0.933644,0.001349,0.020070,0.019473,0.022170
525,2556.442,0.154414,0.797570,0.899269,0.695872,32,0.00010357,1,0.176947,0.007050,0.346844,0.861082,0.992275,0.729888,0.921420,0.905609,0.937231,0.001384,0.020084,0.018692,0.022022
550,2807.545,0.153776,0.799073,0.901460,0.696686,32,0.00011865,1,0.175668,0.009155,0.342181,0.861067,0.990037,0.732098,0.922396,0.909713,0.935079,0.001848,0.019976,0.018253,0.022066
575,2846.534,0.151416,0.801513,0.902919,0.700107,32,0.00009454,2,0.175113,0.005893,0.344333,0.862848,0.993554,0.732143,0.924708,0.908240,0.941176,0.001305,0.020011,0.018039,0.021753
600,3097.184,0.150045,0.803252,0.904069,0.702435,32,0.00013510,1,0.173140,0.005893,0.340387,0.864016,0.993562,0.734471,0.925466,0.909397,0.941535,0.001201,0.019900,0.017785,0.021648
625,3136.081,0.152508,0.798950,0.899948,0.697953,32,0.00015494,2,0.177234,0.005472,0.348996,0.861781,0.993989,0.729572,0.923204,0.904872,0.941535,0.001136,0.020020,0.018574,0.021648
650,3382.348,0.162225,0.794022,0.895095,0.692948,32,0.00061708,1,0.191256,0.004104,0.378407,0.855850,0.995455,0.716245,0.926967,0.898769,0.955165,0.000882,0.022088,0.019546,0.022900
675,3420.188,0.164519,0.790233,0.885795,0.694671,32,0.00002007,1,0.187578,0.008945,0.366212,0.855831,0.990091,0.721571,0.921393,0.893718,0.949067,0.001993,0.020830,0.021403,0.022020
700,3668.103,0.164230,0.791729,0.884144,0.699314,32,0.00000098,0,0.182076,0.005472,0.358680,0.859917,0.993882,0.725952,0.919563,0.888982,0.950143,0.001264,0.020805,0.021791,0.021917
725,3705.760,0.166487,0.789648,0.887311,0.691985,32,0.00015601,2,0.188509,0.007577,0.369440,0.855548,0.991597,0.719499,0.920833,0.894033,0.947633,0.001617,0.021526,0.021149,0.022738
750,3953.717,0.160189,0.794857,0.896292,0.693421,33,0.00050028,2,0.185280,0.007577,0.362984,0.857096,0.991680,0.722512,0.924103,0.903083,0.945122,0.001677,0.021085,0.019446,0.022453
775,3992.914,0.159592,0.793360,0.893624,0.693095,33,0.00067267,1,0.185632,0.005051,0.366212,0.857761,0.994408,0.721114,0.922526,0.898137,0.946915,0.001082,0.020923,0.019793,0.022245
800,4239.028,0.162172,0.793701,0.892491,0.694911,32,0.00081398,1,0.186748,0.006209,0.367288,0.857171,0.993134,0.721209,0.924088,0.898032,0.950143,0.001345,0.021264,0.020168,0.022395
825,4276.625,0.161693,0.794540,0.889528,0.699552,32,0.00105827,2,0.183298,0.006840,0.359756,0.859001,0.992421,0.725581,0.923416,0.895612,0.951220,0.001470,0.020790,0.020653,0.021867
850,4523.459,0.159286,0.796145,0.893868,0.698421,32,0.00100908,3,0.185175,0.007366,0.362984,0.857918,0.991886,0.723950,0.926195,0.900452,0.951937,0.001569,0.020829,0.019789,0.021872
875,4560.951,0.157688,0.798681,0.892652,0.704709,32,0.00098558,3,0.178980,0.009681,0.348278,0.860570,0.989373,0.731768,0.925719,0.901294,0.950143,0.002037,0.020104,0.019992,0.021270
900,4808.510,0.155724,0.798262,0.893979,0.702545,32,0.00033534,2,0.180680,0.008418,0.352941,0.859986,0.990748,0.729224,0.926003,0.901505,0.950502,0.001639,0.020207,0.019637,0.021270
925,4846.530,0.165345,0.791091,0.892383,0.689798,32,0.00021932,3,0.196189,0.007156,0.385222,0.852391,0.992101,0.712681,0.927146,0.898769,0.955524,0.001537,0.022335,0.020132,0.022996
950,5084.697,0.171746,0.785019,0.883281,0.686756,31,0.00106976,4,0.196854,0.007050,0.386657,0.851680,0.992136,0.711224,0.920902,0.889509,0.952296,0.001551,0.022215,0.022043,0.023073
975,5121.007,0.174250,0.784795,0.881315,0.688275,31,0.00126416,3,0.198456,0.008103,0.388809,0.850909,0.990962,0.710856,0.922169,0.888456,0.955882,0.001821,0.022608,0.022325,0.023249
1000,5352.769,0.199894,0.761966,0.865383,0.658549,31,0.00137600,4,0.225150,0.021677,0.428623,0.831539,0.976069,0.687009,0.912480,0.884142,0.940818,0.004765,0.024765,0.025374,0.026171
