step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.859,0.721905,0.285406,0.264819,0.305994,20,0.00017358,0,0.193571,0.180171,0.206971,0.637590,0.634321,0.640860,0.340929,0.312531,0.369326,0.024248,0.030491,0.104397,0.108828,0.000000
25,37.150,0.468361,0.470978,0.457935,0.484020,20,0.00014587,1,0.087992,0.070793,0.105190,0.854757,0.873842,0.835673,0.512644,0.490354,0.534934,0.009351,0.015447,0.069589,0.074098,0.000000
50,258.855,0.299636,0.668093,0.675854,0.660332,23,0.00007477,1,0.078711,0.065090,0.092332,0.901798,0.917076,0.886519,0.720573,0.719846,0.721301,0.008439,0.013488,0.040990,0.047908,0.000000
75,298.610,0.218562,0.760760,0.769547,0.751974,23,0.00030282,1,0.070694,0.062070,0.079318,0.920194,0.929416,0.910972,0.814466,0.817313,0.811619,0.007919,0.011558,0.028717,0.034328,0.000000
100,556.232,0.178789,0.808866,0.816469,0.801263,26,0.00014904,2,0.069507,0.059386,0.079628,0.925732,0.935753,0.915710,0.865011,0.864956,0.865066,0.007658,0.011465,0.022776,0.027224,0.000000
125,602.054,0.155571,0.834569,0.848692,0.820446,26,0.00055161,1,0.063788,0.057708,0.069868,0.932934,0.939596,0.926271,0.887719,0.897668,0.877769,0.007409,0.010058,0.018631,0.024364,0.000000
150,861.858,0.134059,0.854107,0.868243,0.839971,22,0.00004864,1,0.052373,0.042778,0.061967,0.944964,0.954883,0.935044,0.898703,0.905385,0.892022,0.005412,0.008867,0.016023,0.021513,0.000000
175,900.958,0.127477,0.859709,0.877013,0.842406,22,0.00001302,1,0.044958,0.031203,0.058714,0.952441,0.966649,0.938233,0.898123,0.904378,0.891867,0.003965,0.008582,0.014950,0.021266,0.000000
200,1149.886,0.125069,0.864114,0.881759,0.846468,22,0.00002691,1,0.045766,0.030029,0.061503,0.951966,0.967996,0.935937,0.903383,0.908237,0.898528,0.003916,0.009053,0.014406,0.020793,0.000000
225,1189.446,0.115878,0.873208,0.886590,0.859827,22,0.00004757,1,0.042493,0.029525,0.055461,0.955537,0.968667,0.942407,0.910140,0.912766,0.907514,0.003721,0.008211,0.013733,0.018916,0.000000
250,1440.956,0.111645,0.877215,0.888164,0.866265,22,0.00013228,1,0.042164,0.029022,0.055306,0.956088,0.969223,0.942953,0.914058,0.913941,0.914175,0.003612,0.008029,0.013412,0.017951,0.000000
275,1480.558,0.108384,0.879846,0.886774,0.872918,22,0.00015711,2,0.041008,0.031203,0.050813,0.957258,0.967004,0.947512,0.915859,0.914444,0.917273,0.003891,0.007243,0.013669,0.016855,0.000000
300,1732.031,0.101277,0.886816,0.887514,0.886117,25,0.00010337,1,0.036955,0.030532,0.043377,0.961441,0.967696,0.955186,0.919583,0.914612,0.924555,0.003667,0.006433,0.013422,0.015263,0.000000
325,1777.373,0.097268,0.892196,0.893409,0.890982,25,0.00004121,4,0.037664,0.030867,0.044462,0.960986,0.967571,0.954401,0.925791,0.920986,0.930596,0.003788,0.006567,0.012788,0.014447,0.000000
350,2069.789,0.094428,0.894906,0.895216,0.894597,25,0.00001281,2,0.038755,0.031035,0.046476,0.960087,0.967470,0.952704,0.929587,0.922999,0.936174,0.003584,0.006755,0.012377,0.013927,0.000000
375,2115.399,0.091079,0.900211,0.895199,0.905222,25,0.00000936,2,0.036038,0.030867,0.041208,0.962872,0.967634,0.958110,0.932678,0.922832,0.942525,0.003925,0.006173,0.012668,0.012640,0.000000
400,2395.847,0.085255,0.906815,0.902730,0.910900,25,0.00006843,2,0.034696,0.026170,0.043222,0.964510,0.972526,0.956495,0.938313,0.926355,0.950271,0.003278,0.006404,0.011733,0.011828,0.000000
425,2440.695,0.080165,0.911638,0.907389,0.915886,25,0.00003634,2,0.032044,0.021641,0.042448,0.967311,0.977188,0.957434,0.940895,0.927026,0.954764,0.002721,0.006266,0.011108,0.011112,0.000000
450,2702.242,0.073255,0.920448,0.928148,0.912748,25,0.00001747,1,0.032755,0.017950,0.047560,0.966986,0.981356,0.952616,0.950483,0.944808,0.956158,0.002215,0.006850,0.008441,0.011440,0.000000
475,2747.409,0.072261,0.921792,0.931561,0.912023,25,0.00003508,2,0.032296,0.022144,0.042448,0.967267,0.977273,0.957261,0.951463,0.952189,0.950736,0.002743,0.006249,0.008103,0.011480,0.000000
500,3032.817,0.069493,0.925842,0.938156,0.913527,25,0.00002255,2,0.033554,0.022647,0.044462,0.966208,0.976939,0.955476,0.956773,0.959403,0.954144,0.002745,0.006542,0.007174,0.011341,0.000000
525,3077.552,0.066022,0.929992,0.939573,0.920411,25,0.00001211,2,0.031502,0.021641,0.041363,0.968291,0.977952,0.958630,0.959194,0.959906,0.958482,0.002708,0.006130,0.007108,0.010477,0.000000
550,3347.298,0.062962,0.933009,0.946528,0.919489,25,0.00000618,0,0.031270,0.019628,0.042912,0.968618,0.980068,0.957167,0.962027,0.965107,0.958947,0.002397,0.006205,0.006173,0.010512,0.000000
575,3391.891,0.059895,0.937711,0.951910,0.923511,25,0.00000776,0,0.030844,0.018621,0.043067,0.969181,0.981158,0.957204,0.966460,0.969636,0.963284,0.002259,0.006341,0.005627,0.010036,0.000000
600,3675.605,0.057948,0.939276,0.953511,0.925041,25,0.00000894,0,0.030651,0.017614,0.043687,0.969439,0.982170,0.956709,0.967880,0.970307,0.965453,0.002026,0.006397,0.005281,0.009821,0.000000
625,3720.193,0.054574,0.942565,0.959782,0.925349,25,0.00000495,2,0.028715,0.013588,0.043842,0.971403,0.986224,0.956582,0.969371,0.972823,0.965918,0.001529,0.006375,0.004523,0.009716,0.000000
650,4002.144,0.052408,0.944670,0.961151,0.928189,25,0.00000648,0,0.028373,0.014763,0.041983,0.971744,0.985090,0.958397,0.971248,0.975340,0.967157,0.001590,0.006145,0.004278,0.009323,0.000000
675,4046.092,0.054183,0.944888,0.962211,0.927564,25,0.00000582,1,0.030148,0.016608,0.043687,0.970063,0.983305,0.956821,0.973139,0.978192,0.968087,0.001973,0.006474,0.004324,0.009513,0.000000
700,4330.138,0.055591,0.944272,0.963036,0.925508,25,0.00000329,0,0.030302,0.016608,0.043997,0.969884,0.983319,0.956448,0.972629,0.979030,0.966228,0.002171,0.006522,0.004358,0.009825,0.000000
