step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.576,0.187996,0.185776,0.190215,0.880670,20
25,26.619,0.311078,0.296878,0.325278,0.602234,20
50,189.013,0.412610,0.407163,0.418057,0.494881,23
75,218.311,0.512434,0.515224,0.509644,0.411376,23
100,410.919,0.577506,0.573494,0.581517,0.357871,26
125,445.313,0.619539,0.604871,0.634208,0.315845,26
150,630.969,0.651973,0.618338,0.685609,0.291454,24
175,662.381,0.682180,0.645445,0.718916,0.270962,24
200,867.026,0.717143,0.691668,0.742619,0.236879,27
225,903.201,0.755404,0.730729,0.780079,0.204358,27
250,1114.957,0.789638,0.756952,0.822324,0.180018,27
275,1151.743,0.807615,0.771195,0.844036,0.169765,27
300,1378.542,0.820256,0.790792,0.849719,0.162211,26
325,1413.719,0.818782,0.809205,0.828358,0.163319,26
350,1625.115,0.814088,0.817810,0.810367,0.165724,24
375,1657.611,0.818339,0.822053,0.814626,0.166635,24
400,1861.944,0.826671,0.827413,0.825930,0.155545,24
425,1893.995,0.832493,0.831323,0.833664,0.149972,24
450,2097.663,0.837472,0.831274,0.843670,0.146371,24
475,2129.677,0.841075,0.833630,0.848520,0.144315,24
500,2335.143,0.841520,0.834118,0.848922,0.141260,24
525,2367.129,0.845329,0.831328,0.859331,0.138181,24
550,2562.288,0.843494,0.831606,0.855381,0.138757,23
575,2592.197,0.843877,0.830526,0.857227,0.139247,23
600,2788.247,0.846678,0.834294,0.859062,0.135921,23
625,2818.998,0.853500,0.836181,0.870820,0.132510,23
650,3017.167,0.852172,0.834626,0.869718,0.134890,23
675,3048.242,0.852435,0.831831,0.873040,0.132235,23
700,3238.862,0.854598,0.836346,0.872849,0.129692,22
725,3268.371,0.851513,0.834156,0.868870,0.132819,22
750,3457.700,0.854040,0.834609,0.873470,0.131756,22
775,3487.196,0.855733,0.837468,0.873998,0.128438,22
800,3674.621,0.855290,0.837537,0.873044,0.130582,22
825,3703.907,0.855721,0.836604,0.874838,0.130226,22
850,3891.066,0.852514,0.833631,0.871397,0.133221,22
875,3920.491,0.852858,0.834240,0.871476,0.135662,22
900,4106.840,0.852561,0.833941,0.871180,0.137792,22
925,4135.871,0.850745,0.834080,0.867410,0.139227,22
950,4319.827,0.850430,0.830865,0.869994,0.139415,22
975,4348.602,0.856148,0.839084,0.873211,0.134919,22
1000,4532.148,0.859377,0.843900,0.874853,0.131284,22
1025,4560.844,0.859196,0.839003,0.879389,0.133735,22
1050,4746.567,0.858069,0.839245,0.876892,0.134004,22
1075,4775.101,0.857849,0.842491,0.873208,0.132165,22
1100,4956.707,0.858540,0.841522,0.875558,0.132301,22
1125,4985.304,0.858199,0.839019,0.877378,0.133247,22
1150,5168.185,0.858241,0.838606,0.877877,0.135983,22
1175,5196.863,0.859249,0.841313,0.877185,0.136573,22
1200,5383.627,0.858442,0.841077,0.875807,0.136613,22
1225,5412.617,0.859128,0.842653,0.875603,0.134020,22
1250,5600.850,0.855051,0.831642,0.878460,0.138129,25
1275,5634.185,0.864825,0.843659,0.885991,0.129658,25
1300,5833.616,0.867252,0.849025,0.885479,0.128820,23
1325,5864.049,0.870043,0.848328,0.891758,0.127291,23
1350,6061.587,0.870148,0.852966,0.887331,0.124423,23
1375,6092.131,0.866714,0.851427,0.882001,0.126704,23
1400,6289.263,0.864512,0.846665,0.882360,0.131806,23
1425,6319.999,0.868467,0.848529,0.888404,0.129155,23
1450,6519.156,0.867335,0.845233,0.889438,0.131646,23
1475,6549.839,0.866656,0.846019,0.887292,0.131136,23
1500,6742.489,0.866964,0.843273,0.890654,0.132236,23
1525,6772.365,0.869079,0.839868,0.898291,0.128845,23
1550,6965.367,0.872344,0.841003,0.903685,0.128861,23
1575,6994.827,0.877035,0.846521,0.907549,0.122628,23
1600,7189.360,0.883699,0.857838,0.909560,0.119147,23
1625,7219.555,0.896038,0.874948,0.917128,0.107998,23
1650,7413.145,0.897718,0.880041,0.915394,0.107805,23
1675,7443.024,0.884229,0.870978,0.897481,0.123402,23
1700,7630.620,0.888589,0.874961,0.902218,0.113308,23
1725,7660.956,0.894126,0.879826,0.908425,0.107176,23
1750,7847.368,0.896742,0.885771,0.907712,0.100867,22
1775,7876.148,0.899897,0.887280,0.912515,0.098677,22
1800,8051.209,0.899969,0.890685,0.909252,0.097487,21
1825,8079.200,0.896874,0.888263,0.905485,0.098918,21
1850,8246.995,0.896038,0.888170,0.903905,0.099623,20
1875,8272.683,0.897541,0.887011,0.908072,0.098973,20
1900,8442.578,0.900982,0.890581,0.911383,0.097671,20
1925,8467.663,0.903056,0.895210,0.910903,0.097633,20
1950,8638.599,0.905441,0.895655,0.915226,0.095619,20
1975,8663.566,0.903750,0.893686,0.913813,0.096013,20
2000,8833.388,0.905212,0.896523,0.913900,0.094521,20
