step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.373,0.284974,0.263907,0.306041,0.564071,20
25,26.592,0.426918,0.400946,0.452890,0.360282,20
50,51.706,0.605004,0.588142,0.621866,0.251592,20
75,76.426,0.712815,0.713212,0.712417,0.191183,20
100,101.034,0.748237,0.743820,0.752653,0.168135,20
125,125.396,0.757258,0.749758,0.764758,0.158367,20
150,149.917,0.777048,0.768744,0.785352,0.143573,20
175,174.583,0.790039,0.784650,0.795427,0.136847,20
200,199.198,0.796596,0.795038,0.798154,0.134941,20
225,223.948,0.799391,0.798929,0.799852,0.135906,20
250,248.373,0.803159,0.806142,0.800176,0.137268,20
275,272.957,0.812137,0.817500,0.806773,0.131240,20
300,297.580,0.816270,0.822099,0.810440,0.130024,20
325,322.320,0.825359,0.828291,0.822427,0.124442,20
350,347.262,0.827606,0.823886,0.831325,0.120191,20
375,372.570,0.840123,0.834399,0.845847,0.110487,20
400,398.226,0.854147,0.862664,0.845629,0.101449,20
425,424.054,0.857102,0.871959,0.842246,0.100630,20
450,449.641,0.861044,0.879836,0.842253,0.099595,20
475,475.152,0.866250,0.886888,0.845611,0.100539,20
500,500.235,0.867555,0.890939,0.844171,0.102184,20
525,525.480,0.869053,0.891191,0.846915,0.105472,20
550,550.789,0.870360,0.893853,0.846868,0.105951,20
575,576.176,0.867340,0.891492,0.843188,0.107057,20
600,601.641,0.867954,0.896630,0.839278,0.108974,20
625,626.967,0.870080,0.901468,0.838691,0.106808,20
650,652.271,0.871209,0.907141,0.835277,0.106453,20
675,677.623,0.874586,0.910653,0.838519,0.105824,20
