step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes
1,1.455,5.921740,0.159694,0.193545,0.125842,20,0.00017028,0,0.169669,0.115946,0.223392,0.529343,0.650693,0.407993,0.184971,0.215986,0.153955,0.028854,0.050526,0.781311,0.843739,0.000000,0,0,0
25,27.594,4.251159,0.356979,0.413407,0.300550,20,0.00002020,0,0.179954,0.117747,0.242161,0.701743,0.796929,0.606557,0.417708,0.462085,0.373332,0.029166,0.054998,0.535680,0.624153,0.000000,0,0,0
50,203.937,2.637399,0.519071,0.580132,0.458010,23,0.00002706,2,0.254530,0.182273,0.326787,0.720170,0.790044,0.650296,0.646778,0.685874,0.607681,0.045474,0.073939,0.312616,0.390136,0.000000,3,0,0
75,234.935,1.541477,0.628759,0.658247,0.599272,23,0.00015795,1,0.275322,0.239696,0.310947,0.744695,0.772956,0.716434,0.800820,0.816026,0.785614,0.059776,0.070181,0.182850,0.212818,0.000000,3,0,0
100,427.392,0.827446,0.699521,0.695537,0.703505,25,0.00042403,3,0.289164,0.284414,0.293913,0.757220,0.758515,0.755924,0.901816,0.893357,0.910274,0.071142,0.066187,0.106041,0.089391,0.000000,6,0,1
125,460.835,0.424471,0.745488,0.752168,0.738808,25,0.00024402,2,0.284884,0.280412,0.289357,0.770755,0.774497,0.767013,0.957836,0.963085,0.952588,0.070002,0.064953,0.036987,0.047135,0.000000,6,0,1
150,653.092,0.249888,0.758953,0.760640,0.757266,28,0.00026879,2,0.295271,0.295218,0.295324,0.769016,0.769435,0.768596,0.983049,0.985194,0.980905,0.073737,0.066308,0.015031,0.019319,0.000000,9,0,1
175,690.291,0.173678,0.775341,0.778414,0.772267,28,0.00043143,3,0.280864,0.275410,0.286319,0.779548,0.782835,0.776261,0.993089,0.992797,0.993382,0.068761,0.064398,0.007652,0.007218,0.000000,9,0,1
200,870.282,0.150792,0.792278,0.790977,0.793578,28,0.00032191,2,0.255428,0.257303,0.253553,0.795671,0.794454,0.796889,0.994645,0.994498,0.994792,0.064227,0.056989,0.005813,0.005707,0.000000,10,0,2
225,907.506,0.137464,0.806150,0.812108,0.800192,28,0.00006010,2,0.234542,0.227791,0.241293,0.809292,0.814031,0.804552,0.995186,0.997099,0.993273,0.056799,0.054217,0.003222,0.007197,0.000000,10,0,2
