step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.377,0.840068,0.239231,0.292745,0.185717,20,0.00081343,0,0.352688,0.531514,0.173861,0.506943,0.457560,0.556326,0.333174,0.448343,0.218006,0.034668,0.039119,0.066064,0.176875,0.000100
25,26.887,0.595248,0.370269,0.432316,0.308222,20,0.00003567,1,0.175316,0.276803,0.073828,0.741817,0.666013,0.817620,0.441480,0.551982,0.330977,0.017985,0.016481,0.043959,0.137216,0.000100
50,191.051,0.475470,0.477324,0.513365,0.441283,23,0.00043427,2,0.147175,0.239766,0.054583,0.810693,0.726363,0.895023,0.550911,0.636452,0.465369,0.015361,0.011917,0.036246,0.108503,0.000100
75,220.481,0.405886,0.549766,0.577242,0.522289,23,0.00052192,3,0.131135,0.213450,0.048820,0.842306,0.766442,0.918170,0.624121,0.700455,0.547787,0.013749,0.010816,0.030739,0.092152,0.000100
100,411.498,0.362764,0.602525,0.633637,0.571414,26,0.00032677,2,0.130701,0.213125,0.048277,0.854170,0.782925,0.925416,0.683840,0.768681,0.599000,0.013750,0.010507,0.026414,0.082302,0.000100
125,444.932,0.346375,0.624515,0.663155,0.585874,26,0.00009744,2,0.125557,0.202729,0.048385,0.862157,0.797337,0.926977,0.705909,0.797596,0.614222,0.013022,0.010724,0.023895,0.079667,0.000100
150,642.215,0.330644,0.635804,0.662162,0.609447,27,0.00015350,0,0.123601,0.202079,0.045123,0.865685,0.797526,0.933843,0.716459,0.795971,0.636947,0.012932,0.009903,0.023935,0.074826,0.000100
175,676.702,0.317562,0.648707,0.676060,0.621354,27,0.00020899,3,0.115639,0.187459,0.043819,0.873705,0.810696,0.936715,0.725688,0.802794,0.648581,0.011898,0.009715,0.022595,0.072404,0.000100
200,870.465,0.299802,0.664775,0.691395,0.638155,26,0.00030838,1,0.107666,0.178038,0.037295,0.883643,0.820622,0.946665,0.738222,0.814490,0.661955,0.011364,0.008267,0.021379,0.068667,0.000100
225,903.821,0.290179,0.673863,0.695784,0.651941,26,0.00013785,1,0.107610,0.179012,0.036207,0.885000,0.820871,0.949129,0.747942,0.820338,0.675546,0.011502,0.007932,0.021035,0.065942,0.000100
