step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs
1,1.552,1.147478,0.241228,0.186549,0.295908,20,0.00048697,0
25,27.519,0.835906,0.419787,0.392646,0.446927,20,0.00025919,0
50,195.192,0.604766,0.576426,0.557055,0.595797,23,0.00003215,0
75,225.029,0.468541,0.671608,0.658393,0.684823,23,0.00024134,0
100,422.177,0.392129,0.727259,0.696599,0.757918,26,0.00042950,1
125,456.964,0.333705,0.770740,0.727336,0.814144,26,0.00080414,1
150,683.387,0.277830,0.814848,0.757248,0.872447,29,0.00038476,3
175,722.638,0.243308,0.839647,0.780969,0.898325,29,0.00063227,3
200,975.375,0.210571,0.862217,0.814006,0.910428,32,0.00043724,2
225,1018.238,0.189686,0.877241,0.840234,0.914249,32,0.00046817,1
250,1291.057,0.173886,0.885504,0.857452,0.913557,31,0.00054144,1
275,1332.743,0.160211,0.894323,0.870589,0.918056,31,0.00050085,2
300,1600.881,0.160952,0.891275,0.876311,0.906239,31,0.00014318,1
325,1642.441,0.156555,0.893254,0.886663,0.899846,31,0.00001961,1
350,1910.642,0.157567,0.891541,0.889000,0.894083,32,0.00011876,0
375,1953.262,0.150098,0.896427,0.895069,0.897785,32,0.00006725,0
400,2223.377,0.144598,0.900908,0.901223,0.900592,31,0.00006592,0
425,2264.913,0.138349,0.904039,0.899278,0.908800,31,0.00011419,3
450,2526.169,0.124568,0.914781,0.905810,0.923751,30,0.00017447,2
475,2566.492,0.123527,0.917091,0.904208,0.929974,30,0.00018687,2
500,2825.654,0.119797,0.919826,0.905939,0.933712,30,0.00017601,2
525,2865.853,0.119814,0.920554,0.904014,0.937094,30,0.00017934,1
550,3124.578,0.117323,0.923003,0.904314,0.941691,30,0.00030726,1
575,3164.708,0.117147,0.924138,0.903694,0.944583,30,0.00039794,1
600,3424.683,0.114764,0.926110,0.900318,0.951901,30,0.00054714,1
625,3465.051,0.113514,0.927360,0.900658,0.954061,30,0.00024484,1
650,3725.093,0.114972,0.925501,0.900369,0.950633,30,0.00022818,1
675,3764.816,0.110957,0.928687,0.903729,0.953646,30,0.00029723,0
700,4023.453,0.108600,0.928969,0.905496,0.952443,30,0.00046547,0
725,4063.665,0.105931,0.931984,0.910085,0.953883,30,0.00079491,1
750,4299.839,0.106928,0.931935,0.905872,0.957998,29,0.00033725,2
775,4338.813,0.101752,0.934865,0.909228,0.960503,29,0.00059226,1
800,4585.466,0.104765,0.933651,0.905395,0.961907,29,0.00040897,2
825,4624.413,0.099608,0.935872,0.911133,0.960610,29,0.00071281,2
850,4871.541,0.111789,0.928888,0.898297,0.959480,29,0.00022074,3
875,4910.485,0.099355,0.936799,0.910294,0.963305,29,0.00074739,2
900,5158.129,0.107803,0.932642,0.897214,0.968070,29,0.00014219,2
925,5197.108,0.097207,0.939118,0.909601,0.968635,29,0.00064094,2
950,5435.456,0.119707,0.926418,0.886433,0.966403,29,0.00009460,2
975,5473.793,0.100058,0.937447,0.907239,0.967654,29,0.00096732,2
1000,5697.813,0.124885,0.923391,0.879623,0.967159,29,0.00007472,2
1025,5736.089,0.099036,0.939080,0.908303,0.969858,29,0.00145706,2
1050,5965.220,0.133387,0.919098,0.872426,0.965770,29,0.00003952,3
1075,6003.537,0.103099,0.936042,0.905334,0.966749,29,0.00163927,2
1100,6247.952,0.133873,0.919683,0.872032,0.967335,29,0.00006474,1
1125,6286.253,0.105473,0.935743,0.903302,0.968185,29,0.00171355,1
1150,6529.476,0.139404,0.916287,0.868268,0.964307,29,0.00004335,1
1175,6567.569,0.110368,0.933067,0.899152,0.966982,29,0.00133594,1
1200,6809.120,0.136965,0.917456,0.870665,0.964248,29,0.00002968,2
1225,6847.094,0.113462,0.931347,0.893271,0.969424,29,0.00064774,2
1250,7078.626,0.104475,0.937368,0.901490,0.973245,28,0.00116753,2
1275,7115.330,0.102569,0.938358,0.903568,0.973149,28,0.00132503,2
1300,7347.876,0.098385,0.940516,0.907299,0.973734,27,0.00153447,1
1325,7383.342,0.095475,0.940731,0.907372,0.974089,27,0.00193324,3
1350,7607.572,0.094780,0.942758,0.907997,0.977520,27,0.00163113,2
1375,7642.679,0.093785,0.943473,0.908846,0.978099,27,0.00131761,2
1400,7863.117,0.095248,0.942401,0.908005,0.976796,27,0.00163629,1
1425,7897.823,0.095657,0.942309,0.906160,0.978459,27,0.00144759,1
1450,8117.105,0.095427,0.942510,0.907509,0.977512,27,0.00160496,1
1475,8151.937,0.096233,0.942271,0.906088,0.978454,27,0.00116049,1
1500,8374.686,0.097783,0.940952,0.904653,0.977251,27,0.00049076,1
1525,8409.071,0.098882,0.940129,0.903258,0.977001,27,0.00044825,1
1550,8620.600,0.097967,0.940777,0.905003,0.976551,27,0.00060358,1
1575,8655.292,0.097690,0.940813,0.904208,0.977418,27,0.00051434,1
1600,8867.700,0.099749,0.939869,0.902354,0.977383,27,0.00042016,1
1625,8902.460,0.103355,0.937711,0.897854,0.977568,27,0.00022607,3
1650,9107.465,0.097812,0.941503,0.902306,0.980701,27,0.00004481,2
1675,9142.145,0.097162,0.941331,0.902674,0.979988,27,0.00001892,3
1700,9359.612,0.096370,0.941712,0.905213,0.978212,27,0.00001084,1
1725,9394.097,0.098345,0.940521,0.902684,0.978359,27,0.00002618,1
1750,9609.027,0.097438,0.940173,0.903524,0.976821,27,0.00002042,2
1775,9642.795,0.094585,0.942298,0.904824,0.979773,27,0.00001398,2
1800,9850.228,0.093047,0.942286,0.907454,0.977119,27,0.00001140,1
1825,9884.229,0.090955,0.943746,0.911626,0.975867,27,0.00002195,1
1850,10103.518,0.090460,0.943930,0.911417,0.976444,27,0.00002417,1
1875,10137.694,0.090837,0.944459,0.909628,0.979290,27,0.00001819,2
1900,10347.115,0.091516,0.943144,0.909464,0.976824,26,0.00001678,2
1925,10380.163,0.092462,0.942219,0.908226,0.976213,26,0.00003003,0
1950,10596.500,0.095518,0.940990,0.905409,0.976571,26,0.00001848,0
1975,10629.945,0.091569,0.943587,0.908946,0.978227,26,0.00000377,0
2000,10828.248,0.088773,0.946413,0.912337,0.980490,26,0.00000460,0
