job	pair	arm	config	seed	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_hinge2_restart_importnet_unconstrained_nonorm1p25	sun_moon	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1500	0.286923	0.610717	0.586768	0.634665	0.610717	1500	0.931255	0.933333	4	5	5	4	4.066	0.007745	0.987476	0.615412	0.00000000	0	0	1	1616.398
neg_water_fire_hinge2_restart_importnet_unconstrained_nonorm1p25	water_fire	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1525	0.113390	0.824621	0.828115	0.821127	0.825658	1475	0.949739	0.956176	5	5	5	5	5.000	0.033732	0.962028	0.852457	0.00124419	0	0	0	469.120
neg_cat_face_bass_hinge2_restart_importnet_unconstrained_nonorm1p25	cat_face_bass	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1500	0.239340	0.725032	0.646017	0.804048	0.736895	1100	0.943834	0.948406	4	5	5	4	4.066	0.020099	0.974696	0.740331	0.00000842	0	0	1	1570.568
neg_horse_circle_hinge2_restart_importnet_unconstrained_nonorm1p25	horse_circle	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1675	0.139727	0.878501	0.773685	0.983316	0.884060	1375	0.967336	0.969469	5	5	5	5	5.000	0.022194	0.974532	0.896893	0.00000128	0	0	0	591.575
neg_robot_man_hinge2_restart_importnet_unconstrained_nonorm1p25	robot_man	hinge2_restart_importnet_unconstrained	nonorm1p25	0	converged	1500	0.153748	0.736763	0.767447	0.706078	0.756704	925	0.939049	0.939719	4	5	5	4	4.689	0.027734	0.966368	0.757761	0.00004687	0	0	1	826.535
