step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.983,0.171114,0.187228,0.154999,1.079509,20
25,27.619,0.301990,0.320662,0.283317,0.814964,20
50,195.563,0.473894,0.494536,0.453252,0.625095,23
75,226.062,0.595140,0.590434,0.599846,0.485732,23
100,414.187,0.680892,0.674047,0.687738,0.390530,25
125,447.405,0.732927,0.730856,0.734998,0.334332,25
150,640.200,0.753952,0.761780,0.746123,0.312913,25
175,673.559,0.766570,0.780658,0.752481,0.293411,25
200,880.717,0.776624,0.791015,0.762234,0.276314,27
225,917.691,0.787948,0.803178,0.772718,0.264166,27
250,1140.687,0.798750,0.811654,0.785845,0.256234,26
275,1176.471,0.802957,0.812966,0.792947,0.248977,26
300,1388.611,0.813283,0.819209,0.807357,0.239405,25
325,1422.743,0.827568,0.814870,0.840265,0.234672,25
350,1618.376,0.844323,0.801782,0.886864,0.235623,22
375,1648.462,0.856431,0.790042,0.922820,0.234351,22
400,1834.488,0.856298,0.784011,0.928585,0.241169,21
