config	arm	n	final_mean_iou	best_mean_iou	final_mean_tversky	best_mean_tversky	final_patches	max_patches	final_mean_spill	final_mean_coverage	srd_total_deletes	final_step	total_seconds
aw0p1875	hinge2	10	0.922734	0.939904	0.957038	0.967444	10	30.2	0.0440224	0.962844	24	1690	8535.22
