pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
water_fire,hinge2,aw0p1875,1,2.393,1.197751,0.254515,0.293518,0.215512,20,0.00103418,0,0.194029,0.151652,0.236406,0.610094,0.690305,0.529883,0.302245,0.338031,0.266460,0.020365,0.034886,0.659725,0.730308,0.000000,0,0,0,0,0
water_fire,hinge2,aw0p1875,25,43.754,0.804751,0.462881,0.504811,0.420952,20,0.00041726,4,0.106896,0.081027,0.132765,0.826464,0.870717,0.782211,0.511277,0.545714,0.476840,0.010752,0.019430,0.451185,0.520045,0.000000,0,0,0,0,0
water_fire,hinge2,aw0p1875,50,309.786,0.565152,0.616322,0.682821,0.549824,23,0.00044891,2,0.110576,0.080020,0.141131,0.859241,0.902114,0.816368,0.682440,0.737460,0.627421,0.010449,0.020337,0.260428,0.370335,0.000000,3,0,0,0,0
water_fire,hinge2,aw0p1875,75,358.494,0.439114,0.695947,0.761468,0.630426,23,0.00111469,2,0.101545,0.078846,0.124245,0.881637,0.912428,0.850846,0.765130,0.821506,0.708753,0.010321,0.017889,0.177799,0.288664,0.000000,3,0,0,0,0
water_fire,hinge2,aw0p1875,100,672.192,0.356490,0.747575,0.786014,0.709136,26,0.00132900,3,0.098473,0.079517,0.117428,0.892626,0.914317,0.870935,0.820462,0.848515,0.792409,0.010261,0.017001,0.150893,0.204124,0.000000,6,0,0,0,0
water_fire,hinge2,aw0p1875,125,727.221,0.303311,0.782007,0.806270,0.757745,26,0.00123842,3,0.090219,0.070290,0.110147,0.904451,0.924681,0.884221,0.852075,0.862942,0.841208,0.008942,0.015914,0.136370,0.156725,0.000000,6,0,0,0,0
water_fire,hinge2,aw0p1875,150,1077.613,0.265860,0.805594,0.823979,0.787210,29,0.00107169,2,0.089120,0.075994,0.102246,0.907819,0.921053,0.894586,0.877148,0.886596,0.867699,0.009700,0.014831,0.112440,0.129847,0.000000,9,0,0,0,0
water_fire,hinge2,aw0p1875,175,1139.285,0.223154,0.834301,0.852246,0.816356,29,0.00111669,3,0.079587,0.071800,0.087374,0.918757,0.927124,0.910391,0.900561,0.913437,0.887684,0.009251,0.012504,0.086252,0.110690,0.000000,9,0,0,0,0
water_fire,hinge2,aw0p1875,200,1535.677,0.176625,0.863522,0.874194,0.852849,32,0.00058416,4,0.077148,0.066767,0.087529,0.923477,0.933188,0.913767,0.930030,0.932562,0.927498,0.008420,0.012430,0.066489,0.070321,0.000000,11,1,0,0,0
water_fire,hinge2,aw0p1875,225,1604.293,0.145969,0.885650,0.895589,0.875710,32,0.00022102,4,0.060206,0.057205,0.063207,0.939727,0.943024,0.936429,0.938941,0.946821,0.931061,0.007198,0.008921,0.052620,0.066632,0.000000,11,1,0,0,0
water_fire,hinge2,aw0p1875,250,2024.400,0.130729,0.896165,0.905907,0.886423,30,0.00023565,3,0.057438,0.053682,0.061193,0.942838,0.946755,0.938921,0.947602,0.954538,0.940666,0.006900,0.008276,0.045468,0.057352,0.000000,11,1,2,0,0
water_fire,hinge2,aw0p1875,275,2088.572,0.121898,0.900793,0.910273,0.891314,30,0.00018653,4,0.061484,0.058212,0.064756,0.939568,0.943012,0.936125,0.956146,0.963261,0.949032,0.007093,0.008885,0.036784,0.049373,0.000000,11,1,2,0,0
water_fire,hinge2,aw0p1875,300,2487.236,0.110016,0.910648,0.921853,0.899443,29,0.00013104,3,0.055436,0.054018,0.056855,0.945449,0.947334,0.943565,0.961115,0.971649,0.950581,0.006896,0.007909,0.028645,0.047103,0.000000,11,1,3,0,1
water_fire,hinge2,aw0p1875,325,2548.755,0.099642,0.918505,0.927545,0.909465,29,0.00015887,3,0.052616,0.051166,0.054067,0.948375,0.950139,0.946612,0.966820,0.975004,0.958637,0.006537,0.007706,0.024669,0.039448,0.000000,11,1,3,0,1
water_fire,hinge2,aw0p1875,350,2942.132,0.091990,0.924931,0.939916,0.909946,29,0.00018353,1,0.047984,0.041436,0.054531,0.952808,0.959388,0.946227,0.969214,0.978863,0.959566,0.005278,0.007782,0.021124,0.038509,0.000000,11,1,3,0,1
water_fire,hinge2,aw0p1875,375,3003.983,0.083409,0.931181,0.944194,0.918168,29,0.00027594,1,0.044447,0.040094,0.048799,0.956272,0.960775,0.951768,0.972512,0.982050,0.962974,0.005040,0.006946,0.017728,0.035467,0.000000,11,1,3,0,1
water_fire,hinge2,aw0p1875,400,3382.210,0.077123,0.936212,0.949416,0.923009,29,0.00026220,2,0.040523,0.034726,0.046321,0.960045,0.965858,0.954232,0.974074,0.982386,0.965763,0.004424,0.006392,0.017203,0.033396,0.000000,11,1,3,1,1
water_fire,hinge2,aw0p1875,425,3443.691,0.074299,0.938732,0.950982,0.926482,29,0.00024936,1,0.038309,0.033551,0.043067,0.962164,0.966991,0.957336,0.974636,0.982889,0.966383,0.004192,0.005928,0.017145,0.033207,0.000000,11,1,3,1,1
water_fire,hinge2,aw0p1875,450,3992.842,0.075296,0.937138,0.954383,0.919893,26,0.00020620,3,0.037000,0.029693,0.044307,0.963291,0.970671,0.955912,0.971686,0.982721,0.960651,0.003429,0.006107,0.016876,0.038031,0.000000,11,1,6,1,1
water_fire,hinge2,aw0p1875,475,4048.433,0.077583,0.936356,0.954136,0.918575,26,0.00027224,2,0.036246,0.024157,0.048335,0.964041,0.975875,0.952206,0.970080,0.977185,0.962974,0.002819,0.006576,0.022670,0.036144,0.000000,11,1,6,1,1
