step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.551,0.721905,0.285406,0.264819,0.305994,20,0.00017358,0,0.193571,0.180171,0.206971,0.637590,0.634321,0.640860,0.340929,0.312531,0.369326,0.024248,0.030491,0.104397,0.108828
25,27.488,0.468361,0.470978,0.457935,0.484020,20,0.00014587,1,0.087992,0.070793,0.105190,0.854757,0.873842,0.835673,0.512644,0.490354,0.534934,0.009351,0.015447,0.069589,0.074098
50,190.331,0.299168,0.668614,0.675854,0.661373,23,0.00007477,1,0.078788,0.065090,0.092486,0.901800,0.917076,0.886523,0.721193,0.719846,0.722541,0.008439,0.013512,0.040979,0.047751
75,219.540,0.223899,0.755940,0.764418,0.747463,23,0.00015427,1,0.072850,0.061735,0.083966,0.917705,0.929312,0.906098,0.810917,0.811609,0.810225,0.007954,0.012198,0.029429,0.035092
100,400.764,0.188136,0.797654,0.807065,0.788244,25,0.00012438,1,0.069804,0.059050,0.080558,0.924485,0.935377,0.913593,0.853233,0.854722,0.851743,0.007655,0.011560,0.024022,0.029053
125,432.424,0.163373,0.828077,0.845223,0.810931,25,0.00035584,2,0.066726,0.053515,0.079938,0.929833,0.943309,0.916356,0.883105,0.890455,0.875755,0.006910,0.011582,0.019118,0.026011
150,640.428,0.142106,0.844701,0.857922,0.831480,26,0.00052296,1,0.052579,0.046133,0.059024,0.944146,0.951111,0.937181,0.889029,0.897500,0.880558,0.005882,0.008515,0.017369,0.022679
175,673.084,0.126242,0.860613,0.875344,0.845883,26,0.00005865,0,0.046519,0.037578,0.055461,0.950891,0.960270,0.941513,0.900517,0.908237,0.892796,0.004752,0.007915,0.015071,0.020663
200,878.416,0.115581,0.872247,0.886973,0.857521,27,0.00004791,0,0.042570,0.031538,0.053602,0.955337,0.966678,0.943995,0.909216,0.914947,0.903486,0.004107,0.007556,0.013779,0.018905
225,913.891,0.105414,0.885166,0.898079,0.872253,27,0.00009461,0,0.040279,0.030364,0.050194,0.958140,0.968229,0.948052,0.920691,0.925348,0.916034,0.003885,0.007401,0.012275,0.017198
250,1138.350,0.097013,0.893425,0.904505,0.882344,26,0.00004281,0,0.035916,0.027680,0.044152,0.962676,0.971083,0.954268,0.925422,0.929542,0.921301,0.003485,0.006564,0.011556,0.015746
275,1172.597,0.090829,0.901135,0.909121,0.893149,26,0.00006885,2,0.035315,0.028183,0.042448,0.963564,0.970732,0.956397,0.932902,0.934742,0.931061,0.003707,0.006214,0.011079,0.014221
300,1390.566,0.081058,0.913000,0.926192,0.899807,26,0.00006481,1,0.035516,0.027344,0.043687,0.963807,0.972065,0.955549,0.945318,0.951518,0.939117,0.003568,0.006296,0.008919,0.013153
325,1424.795,0.070440,0.926234,0.940306,0.912163,26,0.00007994,2,0.035980,0.031371,0.040589,0.963829,0.968666,0.958992,0.959495,0.969804,0.949187,0.003889,0.005944,0.006991,0.011554
350,1648.081,0.065029,0.931250,0.948256,0.914243,26,0.00009646,2,0.031611,0.024493,0.038730,0.968112,0.975408,0.960815,0.960566,0.971481,0.949651,0.003210,0.005583,0.006102,0.011156
375,1682.936,0.063375,0.934013,0.946569,0.921457,26,0.00008521,2,0.032082,0.026673,0.037490,0.967775,0.973286,0.962264,0.963910,0.971817,0.956003,0.003575,0.005391,0.006488,0.010134
400,1905.762,0.062982,0.935021,0.945567,0.924475,26,0.00007097,2,0.034663,0.029357,0.039969,0.965404,0.970721,0.960087,0.967376,0.973327,0.961425,0.003706,0.005790,0.006361,0.009869
425,1940.468,0.058980,0.939446,0.947206,0.931685,26,0.00008017,1,0.033397,0.032713,0.034082,0.966737,0.967640,0.965833,0.970815,0.978192,0.963439,0.004061,0.005107,0.006065,0.008993
450,2165.551,0.059545,0.939436,0.950577,0.928294,26,0.00007758,1,0.034450,0.031874,0.037026,0.965745,0.968527,0.962963,0.971770,0.980876,0.962665,0.003940,0.005487,0.005707,0.009410
475,2200.525,0.060899,0.937712,0.949139,0.926286,26,0.00005341,2,0.034237,0.032377,0.036096,0.965883,0.968015,0.963752,0.969795,0.979869,0.959721,0.004141,0.005299,0.005962,0.009604
500,2413.439,0.063228,0.936053,0.950154,0.921952,26,0.00005106,1,0.035663,0.033216,0.038110,0.964489,0.967273,0.961706,0.969401,0.981714,0.957088,0.004263,0.005600,0.005933,0.010199
525,2447.218,0.060393,0.937927,0.956046,0.919808,26,0.00003945,3,0.031075,0.026673,0.035476,0.968817,0.973544,0.964090,0.966993,0.981547,0.952440,0.003449,0.005303,0.005225,0.010521
550,2655.560,0.058856,0.938977,0.959043,0.918911,26,0.00003071,0,0.029733,0.023989,0.035476,0.970105,0.976155,0.964056,0.966780,0.982050,0.951510,0.003087,0.005173,0.004842,0.010639
575,2689.524,0.059731,0.938279,0.956486,0.920072,26,0.00004432,2,0.030255,0.025499,0.035012,0.969600,0.974662,0.964538,0.966580,0.980876,0.952285,0.003309,0.005112,0.005186,0.010503
600,2906.900,0.057897,0.938447,0.951447,0.925447,26,0.00003346,0,0.028422,0.026170,0.030674,0.971370,0.973896,0.968843,0.965090,0.976346,0.953834,0.003422,0.004377,0.005777,0.009614
625,2940.055,0.053261,0.943205,0.954531,0.931880,26,0.00003366,1,0.026375,0.029357,0.023393,0.973523,0.970988,0.976058,0.968116,0.982553,0.953679,0.003665,0.003478,0.005313,0.008861
650,3148.951,0.052438,0.943317,0.956195,0.930440,25,0.00002657,0,0.025408,0.026338,0.024477,0.974414,0.973864,0.974964,0.967297,0.981379,0.953215,0.003324,0.003539,0.005043,0.008999
675,3181.156,0.053642,0.942194,0.951790,0.932598,25,0.00003063,1,0.025801,0.026506,0.025097,0.974004,0.973587,0.974420,0.966510,0.977017,0.956003,0.003389,0.003715,0.005622,0.008699
700,3389.188,0.052604,0.944342,0.955421,0.933263,25,0.00008738,1,0.026685,0.027344,0.026026,0.973218,0.972897,0.973539,0.969550,0.981547,0.957552,0.003424,0.003845,0.005172,0.008708
725,3421.320,0.049619,0.946236,0.955853,0.936619,25,0.00007951,0,0.023845,0.026002,0.021689,0.976004,0.974171,0.977838,0.968820,0.980708,0.956933,0.003251,0.003190,0.005094,0.008207
750,3633.976,0.048468,0.948563,0.958783,0.938343,25,0.00005147,0,0.024142,0.025667,0.022618,0.975768,0.974564,0.976972,0.971479,0.983392,0.959566,0.003327,0.003329,0.004850,0.007966
775,3666.720,0.049986,0.945595,0.955399,0.935791,25,0.00008193,1,0.026124,0.026841,0.025407,0.973787,0.973369,0.974206,0.970305,0.981043,0.959566,0.003327,0.003519,0.005096,0.008124
800,3878.268,0.048013,0.946264,0.954961,0.937566,25,0.00005069,1,0.023923,0.028015,0.019830,0.975969,0.972255,0.979683,0.968936,0.981714,0.956158,0.003401,0.002715,0.005040,0.007895
