step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.367,1.255568,0.156907,0.189697,0.124116,20,0.00019250,0,0.162589,0.112745,0.212434,0.533243,0.651838,0.414649,0.180784,0.211084,0.150483,0.027994,0.048116,0.182323,0.198100,0.010000
25,27.180,0.981256,0.272606,0.298704,0.246508,20,0.00000069,1,0.087846,0.057323,0.118368,0.772998,0.846381,0.699615,0.295756,0.315826,0.275686,0.014034,0.026551,0.149813,0.156980,0.010000
50,187.878,0.756162,0.431051,0.438051,0.424051,23,0.00041848,0,0.070961,0.044818,0.097103,0.869065,0.910810,0.827320,0.461455,0.457683,0.465227,0.010747,0.021644,0.118319,0.117442,0.010000
75,217.574,0.568904,0.568518,0.550159,0.586878,23,0.00001236,0,0.058303,0.040116,0.076489,0.913246,0.934488,0.892004,0.601998,0.572229,0.631767,0.009508,0.016877,0.094009,0.082430,0.010000
100,384.760,0.416491,0.687536,0.653396,0.721677,23,0.00008992,0,0.051950,0.042817,0.061083,0.933500,0.940876,0.926125,0.723566,0.681373,0.765759,0.010197,0.013452,0.072519,0.054466,0.010000
125,414.513,0.327032,0.755940,0.712872,0.799008,23,0.00023356,1,0.045933,0.041417,0.050450,0.945230,0.947160,0.943300,0.790858,0.742397,0.839319,0.010058,0.010921,0.059895,0.038572,0.010000
150,607.154,0.273533,0.794215,0.751541,0.836888,23,0.00043024,1,0.038232,0.038816,0.037648,0.955542,0.952637,0.958448,0.824554,0.780712,0.868395,0.009294,0.008009,0.051650,0.030776,0.010000
175,637.268,0.246058,0.816722,0.788001,0.845443,23,0.00027970,1,0.036912,0.040516,0.033308,0.958093,0.952912,0.963273,0.846766,0.819928,0.873603,0.009784,0.007300,0.044151,0.029262,0.010000
200,818.767,0.228072,0.830917,0.803068,0.858767,21,0.00009753,1,0.037169,0.043417,0.030921,0.958495,0.950738,0.966252,0.861628,0.837935,0.885321,0.010475,0.006575,0.040992,0.026484,0.010000
225,846.544,0.208962,0.845659,0.818907,0.872410,21,0.00044418,3,0.035840,0.040216,0.031464,0.960567,0.954918,0.966216,0.875850,0.851841,0.899859,0.009604,0.006813,0.037445,0.023897,0.010000
250,1016.659,0.191195,0.859078,0.832529,0.885627,20,0.00125323,2,0.034076,0.037015,0.031138,0.962958,0.958889,0.967027,0.888275,0.863345,0.913204,0.008899,0.006591,0.034539,0.021155,0.010000
275,1043.034,0.174900,0.870276,0.846779,0.893773,20,0.00078276,1,0.029313,0.034214,0.024411,0.968216,0.962401,0.974030,0.895671,0.875750,0.915591,0.008315,0.005260,0.031569,0.019761,0.010000
