step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count
1,1.574,0.742229,0.217108,0.245244,0.188971,20,0.00096609,0,0.284969,0.187025,0.382914,0.507242,0.608845,0.405639,0.276221,0.291111,0.261331,0.020082,0.048054,0.087845,0.125271,0.000000
25,27.083,0.481334,0.372694,0.370740,0.374647,20,0.00014238,0,0.119086,0.090331,0.147842,0.780758,0.817352,0.744164,0.417133,0.404229,0.430036,0.009597,0.018114,0.067040,0.079516,0.000000
50,188.454,0.380470,0.485607,0.472118,0.499096,23,0.00023460,1,0.091890,0.089715,0.094065,0.852280,0.851512,0.853049,0.530258,0.514473,0.546043,0.009399,0.011333,0.056004,0.060399,0.000000
75,217.412,0.326531,0.559942,0.527249,0.592636,23,0.00010579,0,0.087310,0.099979,0.074640,0.874027,0.852959,0.895096,0.608417,0.579963,0.636871,0.010537,0.009164,0.050594,0.048375,0.000000
100,406.773,0.287012,0.611991,0.582345,0.641636,26,0.00003120,0,0.081881,0.090741,0.073022,0.889555,0.875000,0.904110,0.661839,0.635188,0.688489,0.009534,0.008905,0.044150,0.042294,0.000000
125,440.002,0.252703,0.658464,0.625850,0.691077,26,0.00004602,0,0.077388,0.086430,0.068345,0.901248,0.887222,0.915273,0.709126,0.679943,0.738309,0.009257,0.008201,0.039584,0.035911,0.000000
150,639.563,0.224973,0.700477,0.665977,0.734976,27,0.00004700,0,0.078207,0.090946,0.065468,0.905799,0.888749,0.922849,0.754819,0.726545,0.783094,0.009719,0.007994,0.035305,0.030818,0.000000
175,673.929,0.199957,0.736418,0.705960,0.766875,27,0.00001990,0,0.077551,0.091973,0.063129,0.910771,0.893409,0.928133,0.793088,0.770889,0.815288,0.009721,0.007674,0.030984,0.026966,0.000000
200,875.239,0.169073,0.781316,0.760603,0.802029,27,0.00003705,0,0.076474,0.089099,0.063849,0.916633,0.902887,0.930379,0.840805,0.828372,0.853237,0.009429,0.007777,0.024989,0.022757,0.000000
225,909.811,0.148647,0.813969,0.798905,0.829034,27,0.00028630,1,0.076989,0.087251,0.066727,0.919281,0.908720,0.929841,0.876481,0.868610,0.884353,0.009389,0.008176,0.021013,0.019687,0.000000
250,1125.863,0.140921,0.826183,0.799141,0.853225,26,0.00016831,1,0.080579,0.098748,0.062410,0.917246,0.898907,0.935586,0.892264,0.878054,0.906475,0.010535,0.007681,0.021071,0.016755,0.000000
