step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.393,0.791879,0.243605,0.300703,0.186508,20,0.00078208,0,0.272245,0.387264,0.157225,0.548563,0.518578,0.578549,0.316493,0.417154,0.215831,0.025222,0.035490,0.059133,0.174289
25,27.502,0.563127,0.385766,0.436245,0.335288,20,0.00024789,2,0.136604,0.197531,0.075677,0.776098,0.725632,0.826564,0.441539,0.522417,0.360661,0.012612,0.016961,0.040737,0.132128
50,198.306,0.476049,0.464742,0.491406,0.438078,23,0.00038501,3,0.111631,0.153021,0.070240,0.828532,0.787359,0.869706,0.517725,0.566602,0.468849,0.009717,0.015488,0.035302,0.110689
75,228.692,0.426897,0.508989,0.532577,0.485401,23,0.00026547,5,0.089142,0.116959,0.061324,0.864658,0.835691,0.893625,0.555017,0.594867,0.515168,0.007505,0.013482,0.031363,0.100380
100,403.895,0.390157,0.551182,0.583211,0.519153,23,0.00022503,5,0.081924,0.110786,0.053061,0.882746,0.853961,0.911530,0.597262,0.647823,0.546700,0.006946,0.011745,0.027520,0.093135
125,434.342,0.351720,0.596545,0.629127,0.563962,23,0.00033753,4,0.076287,0.102014,0.050560,0.896553,0.871732,0.921373,0.642892,0.693307,0.592476,0.006426,0.011217,0.024249,0.084091
150,605.281,0.330571,0.626208,0.653278,0.599138,20,0.00008099,2,0.079770,0.100065,0.059476,0.896054,0.877778,0.914330,0.676710,0.718648,0.634772,0.006333,0.013170,0.022571,0.077849
175,632.497,0.308941,0.658153,0.688525,0.627781,20,0.00032993,2,0.085242,0.109812,0.060672,0.895421,0.874349,0.916492,0.715001,0.764133,0.665869,0.007017,0.013528,0.020411,0.072220
200,794.649,0.298310,0.666373,0.689866,0.642879,21,0.00009127,3,0.087296,0.115660,0.058932,0.894844,0.869358,0.920329,0.725211,0.769656,0.680765,0.007395,0.012981,0.020310,0.068917
225,822.896,0.289661,0.676218,0.691929,0.660507,21,0.00004533,1,0.091141,0.123132,0.059150,0.892633,0.863226,0.922041,0.738352,0.777128,0.699576,0.007949,0.013147,0.020439,0.065556
250,989.940,0.273339,0.693605,0.700626,0.686584,20,0.00003791,1,0.097627,0.141650,0.053604,0.890281,0.849551,0.931010,0.761629,0.799870,0.723388,0.009215,0.012032,0.020190,0.060290
275,1016.963,0.264581,0.706611,0.714651,0.698571,20,0.00002047,1,0.099801,0.141975,0.057627,0.889730,0.851814,0.927645,0.777471,0.816114,0.738828,0.009339,0.012635,0.019251,0.057951
300,1185.047,0.260033,0.708870,0.709932,0.707808,19,0.00002197,1,0.102066,0.151397,0.052735,0.888817,0.843729,0.933906,0.781274,0.817414,0.745134,0.009877,0.011855,0.019748,0.056059
325,1211.076,0.259370,0.710102,0.709795,0.710410,19,0.00002023,2,0.105750,0.157570,0.053931,0.885947,0.839084,0.932810,0.785180,0.821637,0.748722,0.010275,0.011950,0.019842,0.055497
350,1370.427,0.253603,0.714816,0.713279,0.716353,18,0.00002155,1,0.102118,0.152372,0.051865,0.889608,0.843615,0.935601,0.787734,0.821962,0.753507,0.009937,0.011492,0.019533,0.054282
375,1394.795,0.247022,0.722432,0.709928,0.734936,18,0.00004960,3,0.112681,0.171540,0.053822,0.882019,0.829016,0.935022,0.803100,0.831709,0.774492,0.011069,0.012133,0.019955,0.050772
