step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.410,0.147421,0.116076,0.178766,0.990655,20
25,26.590,0.220934,0.169433,0.272435,0.759150,20
50,51.295,0.296517,0.247959,0.345076,0.673083,20
75,76.499,0.343807,0.297402,0.390211,0.620990,20
100,102.579,0.364586,0.314907,0.414264,0.596253,20
125,128.653,0.391059,0.332110,0.450008,0.575719,20
150,154.725,0.424785,0.355254,0.494316,0.549503,20
175,181.124,0.450940,0.368262,0.533617,0.530161,20
200,207.751,0.464392,0.378631,0.550152,0.518806,20
225,234.537,0.479160,0.390033,0.568286,0.506053,20
250,261.363,0.492404,0.401411,0.583397,0.494625,20
275,288.160,0.503880,0.412708,0.595051,0.484766,20
300,315.059,0.521201,0.422453,0.619948,0.474737,20
325,341.935,0.536472,0.436120,0.636824,0.463153,20
350,368.929,0.547331,0.440685,0.653976,0.457714,20
375,395.955,0.550015,0.442135,0.657895,0.455521,20
400,422.847,0.553900,0.441288,0.666513,0.453920,20
425,449.756,0.557568,0.442465,0.672671,0.452388,20
450,476.630,0.559150,0.442619,0.675680,0.455561,20
475,503.559,0.558963,0.438639,0.679286,0.455262,20
500,530.241,0.560161,0.438022,0.682299,0.456851,20
525,556.665,0.561272,0.440629,0.681915,0.454815,20
550,583.244,0.562565,0.444977,0.680153,0.450338,20
575,609.639,0.571852,0.463177,0.680528,0.445393,20
600,636.021,0.570678,0.467637,0.673720,0.441482,20
625,662.228,0.567517,0.465148,0.669887,0.444164,20
650,688.492,0.568496,0.465194,0.671798,0.440117,20
675,715.003,0.575519,0.473515,0.677523,0.433670,20
700,741.627,0.589975,0.487737,0.692213,0.419203,20
725,768.072,0.594605,0.498446,0.690764,0.403928,20
750,794.714,0.601984,0.505148,0.698819,0.394953,20
775,821.462,0.605601,0.508669,0.702534,0.394841,20
800,847.891,0.608368,0.510495,0.706240,0.392202,20
825,874.323,0.608628,0.510265,0.706991,0.393398,20
850,900.874,0.609978,0.509842,0.710114,0.390550,20
875,927.296,0.617041,0.513796,0.720285,0.387885,20
900,953.875,0.620868,0.514393,0.727342,0.387334,20
925,980.527,0.621334,0.513445,0.729224,0.383036,20
950,1007.176,0.622956,0.516736,0.729176,0.382896,20
975,1033.856,0.622731,0.517169,0.728294,0.384197,20
1000,1060.321,0.622449,0.516560,0.728337,0.381536,20
1025,1086.746,0.623846,0.516678,0.731015,0.381555,20
1050,1113.285,0.628177,0.518285,0.738070,0.382027,20
1075,1139.710,0.629782,0.525214,0.734349,0.386602,20
1100,1166.015,0.629727,0.532383,0.727071,0.391533,20
1125,1192.110,0.645035,0.541215,0.748854,0.382194,20
1150,1218.402,0.656594,0.560150,0.753037,0.371162,20
1175,1244.474,0.658660,0.561185,0.756134,0.368851,20
1200,1270.715,0.662486,0.565632,0.759339,0.365885,20
1225,1296.940,0.661649,0.559754,0.763545,0.365049,20
1250,1323.278,0.658468,0.561849,0.755087,0.365510,20
1275,1349.632,0.667408,0.575856,0.758959,0.359392,20
1300,1376.149,0.667080,0.578704,0.755457,0.356247,20
1325,1402.562,0.669586,0.582316,0.756857,0.355735,20
1350,1428.881,0.671939,0.587406,0.756473,0.352431,20
1375,1455.135,0.669862,0.582911,0.756813,0.355436,20
1400,1481.362,0.670288,0.585297,0.755280,0.355109,20
1425,1507.651,0.670945,0.586466,0.755424,0.354419,20
1450,1534.123,0.671583,0.587257,0.755910,0.353414,20
1475,1560.420,0.670103,0.586319,0.753887,0.354559,20
1500,1586.735,0.670066,0.587916,0.752216,0.354768,20
1525,1613.053,0.670941,0.587564,0.754319,0.356426,20
1550,1639.501,0.671198,0.586551,0.755845,0.353180,20
1575,1665.812,0.671393,0.587384,0.755401,0.352929,20
1600,1691.988,0.671205,0.587589,0.754821,0.352523,20
1625,1718.289,0.670964,0.586591,0.755338,0.352357,20
