step,seconds,mean_iou,view1_iou,view2_iou,loss,patches
1,1.405,0.238827,0.242809,0.234845,0.599534,20
25,27.562,0.416015,0.401319,0.430712,0.366827,20
50,199.874,0.524689,0.496735,0.552643,0.288908,23
75,232.173,0.636373,0.587015,0.685731,0.218153,23
100,438.475,0.738924,0.697572,0.780276,0.168482,26
125,474.868,0.781260,0.744054,0.818467,0.150199,26
150,666.424,0.807851,0.775237,0.840465,0.136683,24
175,699.135,0.828693,0.796962,0.860424,0.126031,24
200,897.884,0.841955,0.813957,0.869954,0.118611,24
225,931.745,0.853525,0.835884,0.871165,0.112027,24
250,1129.880,0.856488,0.839075,0.873901,0.110690,25
275,1163.740,0.863213,0.857781,0.868645,0.100653,25
300,1371.827,0.884330,0.889269,0.879390,0.081364,23
325,1403.866,0.882629,0.893456,0.871802,0.081257,23
350,1592.999,0.894806,0.909696,0.879916,0.068290,24
375,1625.361,0.897217,0.909847,0.884586,0.065457,24
400,1809.689,0.896528,0.909925,0.883131,0.066004,21
425,1838.448,0.895980,0.910604,0.881356,0.066910,21
450,2025.529,0.898174,0.920508,0.875840,0.066989,21
475,2054.549,0.899716,0.922358,0.877075,0.065667,21
500,2238.135,0.901059,0.927640,0.874478,0.067043,21
525,2266.459,0.898605,0.925660,0.871550,0.068005,21
550,2440.369,0.899801,0.924825,0.874777,0.068220,22
575,2469.940,0.898798,0.922652,0.874944,0.069313,22
600,2643.912,0.897820,0.917336,0.878304,0.067632,20
625,2670.549,0.893434,0.915733,0.871136,0.069297,20
650,2837.164,0.895102,0.915036,0.875168,0.068018,19
