step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.372,1.152610,0.188629,0.206117,0.171142,20,0.00000464,0,0.208281,0.263793,0.152769,0.530218,0.496849,0.563587,0.228888,0.260489,0.197287,0.036081,0.045266,0.122050,0.221479
25,26.171,0.871730,0.307010,0.359446,0.254574,20,0.00005177,0,0.095561,0.121738,0.069385,0.782494,0.768093,0.796895,0.337721,0.403204,0.272237,0.016410,0.020540,0.087104,0.184987
50,50.958,0.721965,0.423267,0.476057,0.370477,20,0.00000175,0,0.087454,0.117608,0.057299,0.845677,0.818968,0.872386,0.461875,0.532045,0.391705,0.015536,0.016570,0.070518,0.154084
75,76.281,0.595531,0.530265,0.577301,0.483229,20,0.00017622,1,0.088736,0.125041,0.052430,0.872549,0.838558,0.906541,0.579026,0.649488,0.508564,0.016486,0.015333,0.056762,0.125797
100,101.877,0.488107,0.615268,0.640909,0.589627,20,0.00015261,2,0.087131,0.126528,0.047735,0.889579,0.850886,0.928273,0.669887,0.722002,0.617772,0.016773,0.013826,0.048147,0.099220
125,127.749,0.394477,0.686725,0.671664,0.701786,20,0.00030948,2,0.090691,0.134952,0.046431,0.895065,0.849595,0.940535,0.748338,0.762306,0.734371,0.017821,0.013585,0.044027,0.071690
150,153.633,0.338814,0.724996,0.694029,0.755964,20,0.00040947,2,0.080442,0.114800,0.046083,0.907864,0.870794,0.944935,0.782252,0.773703,0.790801,0.015244,0.013149,0.040391,0.058255
175,179.548,0.297340,0.755080,0.708661,0.801499,20,0.00037825,1,0.077825,0.111827,0.043822,0.912969,0.875711,0.950227,0.812266,0.787909,0.836623,0.014804,0.012659,0.038232,0.047061
200,204.905,0.268337,0.776541,0.709218,0.843864,20,0.00047486,2,0.080711,0.112818,0.048604,0.911432,0.874931,0.947932,0.837055,0.789230,0.884880,0.014627,0.014176,0.037869,0.037064
225,230.418,0.252441,0.789624,0.714137,0.865111,20,0.00029457,2,0.080929,0.111166,0.050691,0.912150,0.877123,0.947178,0.851245,0.793525,0.908964,0.014692,0.014583,0.037625,0.031815
250,256.189,0.245183,0.795876,0.721072,0.870680,20,0.00027327,2,0.080372,0.109184,0.051561,0.913285,0.879884,0.946687,0.857687,0.799802,0.915573,0.014467,0.014836,0.036498,0.030515
