step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette
1,1.379,1.012011,0.150333,0.126963,0.173704,20,0.00016185,0,0.466056,0.203275,0.728837,0.360439,0.429077,0.291802,0.226538,0.152771,0.300305,0.042887,0.056541,0.185008,0.102577
25,24.853,0.779154,0.204872,0.156126,0.253619,20,0.00001391,1,0.229354,0.097343,0.361366,0.563145,0.637681,0.488610,0.258296,0.171324,0.345268,0.020354,0.027551,0.163319,0.072443
50,172.848,0.693429,0.252507,0.197541,0.307472,23,0.00026407,1,0.165288,0.071347,0.259228,0.673422,0.747875,0.598970,0.299406,0.211635,0.387177,0.014814,0.019712,0.151639,0.062179
75,199.389,0.621892,0.322206,0.251888,0.392523,23,0.00001575,3,0.139604,0.061612,0.217596,0.749945,0.812739,0.687151,0.372671,0.267407,0.477935,0.012767,0.016483,0.140135,0.052533
100,343.317,0.545165,0.403716,0.329837,0.477595,21,0.00010589,0,0.131101,0.048213,0.213988,0.804018,0.877616,0.730420,0.462767,0.345740,0.579795,0.009945,0.016287,0.123730,0.044851
125,367.662,0.496948,0.446129,0.376589,0.515670,21,0.00003094,0,0.106959,0.044892,0.169026,0.839305,0.897597,0.781014,0.498163,0.393495,0.602831,0.009270,0.012837,0.114614,0.039975
150,503.796,0.465854,0.469761,0.414661,0.524862,20,0.00014730,1,0.096380,0.037334,0.155426,0.858065,0.920137,0.795993,0.518291,0.430142,0.606439,0.007629,0.011730,0.106928,0.038643
175,526.980,0.432518,0.500368,0.460208,0.540527,20,0.00028663,1,0.090155,0.033211,0.147100,0.871482,0.934714,0.808249,0.547766,0.475492,0.620039,0.006600,0.011223,0.098028,0.037167
200,660.971,0.408071,0.525327,0.497112,0.553541,20,0.00023102,1,0.089680,0.031150,0.148210,0.876810,0.942713,0.810907,0.574089,0.512597,0.635581,0.006334,0.011151,0.091234,0.035994
225,685.202,0.376137,0.561447,0.536908,0.585987,20,0.00008756,2,0.082334,0.031722,0.132945,0.889497,0.945835,0.833159,0.608915,0.553940,0.663891,0.006630,0.010020,0.084118,0.032916
250,828.981,0.350737,0.588524,0.577000,0.600049,19,0.00000486,1,0.084834,0.033669,0.135998,0.890119,0.946565,0.833673,0.639041,0.596427,0.681654,0.006930,0.010073,0.076873,0.031537
275,852.253,0.335208,0.610525,0.604157,0.616893,19,0.00009322,1,0.091276,0.035731,0.146822,0.887059,0.945983,0.828135,0.666605,0.625744,0.707466,0.007355,0.011079,0.071935,0.030562
300,1002.060,0.321386,0.627467,0.628255,0.626679,19,0.00008636,0,0.095184,0.033555,0.156814,0.886511,0.950864,0.822159,0.687144,0.649336,0.724951,0.007045,0.011884,0.067623,0.030021
325,1025.145,0.314639,0.638505,0.637489,0.639521,19,0.00008820,0,0.097473,0.036189,0.158757,0.885813,0.948060,0.823566,0.700804,0.660559,0.741049,0.007471,0.012146,0.065831,0.029220
350,1173.760,0.304001,0.648425,0.654711,0.642140,20,0.00011371,1,0.098140,0.034471,0.161810,0.886668,0.951569,0.821767,0.711662,0.677279,0.746045,0.007086,0.012252,0.062696,0.028942
375,1198.359,0.294817,0.660189,0.670834,0.649544,20,0.00008796,1,0.095651,0.035044,0.156259,0.889865,0.951955,0.827776,0.722692,0.694343,0.751041,0.007428,0.012083,0.060022,0.028475
400,1347.914,0.284429,0.665718,0.686595,0.644842,19,0.00007559,1,0.092534,0.036303,0.148765,0.892108,0.951455,0.832761,0.726146,0.711521,0.740772,0.007600,0.011222,0.056957,0.028424
425,1371.125,0.277503,0.675116,0.697649,0.652583,19,0.00001644,1,0.093523,0.037448,0.149598,0.892275,0.950805,0.833745,0.736991,0.723775,0.750208,0.007723,0.011498,0.054897,0.027990
450,1520.703,0.266466,0.684226,0.723684,0.644768,20,0.00001795,1,0.098770,0.035731,0.161810,0.888432,0.954499,0.822364,0.749320,0.749542,0.749098,0.007388,0.012417,0.050050,0.028866
475,1545.098,0.254533,0.693052,0.748729,0.637376,20,0.00000836,1,0.104110,0.036418,0.171801,0.884082,0.955173,0.812991,0.761437,0.775996,0.746878,0.007464,0.012701,0.045434,0.029326
500,1697.564,0.243035,0.703907,0.774301,0.633514,19,0.00005356,1,0.106623,0.035616,0.177630,0.882583,0.957473,0.807692,0.773962,0.801878,0.746045,0.007185,0.013491,0.040490,0.030171
525,1720.562,0.241414,0.705145,0.777704,0.632586,19,0.00007130,1,0.110709,0.032410,0.189009,0.880188,0.961201,0.799174,0.777530,0.802909,0.752151,0.006618,0.014038,0.039959,0.030168
550,1869.431,0.238377,0.711159,0.785065,0.637253,19,0.00005474,1,0.112866,0.033669,0.192062,0.879177,0.960163,0.798192,0.785571,0.811498,0.759645,0.006914,0.014495,0.038744,0.029998
575,1892.420,0.237097,0.715893,0.791657,0.640129,19,0.00004932,0,0.120630,0.035044,0.206217,0.874103,0.958987,0.789220,0.795767,0.819400,0.772134,0.007323,0.015518,0.037667,0.029934
600,2036.084,0.235654,0.721004,0.795191,0.646817,19,0.00006347,0,0.127425,0.038365,0.216486,0.869916,0.955600,0.784232,0.806271,0.825699,0.786844,0.007703,0.016366,0.036749,0.029753
625,2058.335,0.230747,0.724010,0.802572,0.645448,19,0.00008615,1,0.124791,0.033097,0.216486,0.872744,0.961615,0.783874,0.807157,0.829134,0.785179,0.006674,0.016470,0.035367,0.029957
650,2200.582,0.228041,0.727943,0.808438,0.647448,19,0.00006110,0,0.126058,0.034242,0.217874,0.872083,0.960658,0.783508,0.812315,0.836120,0.788510,0.007046,0.016503,0.034431,0.029795
675,2222.558,0.229360,0.729388,0.810599,0.648177,19,0.00004402,0,0.130540,0.035158,0.225923,0.869205,0.959785,0.778624,0.816857,0.839098,0.794616,0.007217,0.017389,0.034085,0.030054
700,2359.028,0.226308,0.733895,0.812431,0.655360,19,0.00006187,1,0.131406,0.035502,0.227311,0.869585,0.959509,0.779661,0.822802,0.841273,0.804330,0.007160,0.017487,0.033605,0.029493
725,2380.345,0.225790,0.739863,0.811335,0.668390,19,0.00007470,0,0.136560,0.038594,0.234527,0.867443,0.956205,0.778680,0.833897,0.842648,0.825146,0.008010,0.017839,0.034035,0.028287
750,2523.179,0.226929,0.740761,0.806320,0.675202,19,0.00007318,1,0.137860,0.040082,0.235637,0.867076,0.954386,0.779767,0.836472,0.838639,0.834305,0.008237,0.017855,0.034930,0.027649
775,2545.224,0.225922,0.741142,0.807290,0.674994,19,0.00004466,0,0.136553,0.039968,0.233139,0.867875,0.954557,0.781193,0.835959,0.839556,0.832362,0.008328,0.017571,0.034873,0.027474
800,2687.500,0.226328,0.739826,0.806260,0.673392,19,0.00003018,1,0.138651,0.039166,0.238135,0.866588,0.955341,0.777835,0.835794,0.837838,0.833750,0.008108,0.017744,0.034954,0.027555
825,2709.261,0.227770,0.741464,0.808145,0.674782,19,0.00007013,0,0.141501,0.040426,0.242576,0.864868,0.954126,0.775610,0.839642,0.840815,0.838468,0.008425,0.018463,0.034636,0.027827
850,2849.959,0.222617,0.747152,0.811636,0.682668,19,0.00004565,0,0.137381,0.043289,0.231474,0.867735,0.951364,0.784106,0.843729,0.846770,0.840688,0.008863,0.017631,0.034043,0.026905
875,2871.608,0.226031,0.744901,0.809613,0.680188,19,0.00007699,1,0.139820,0.041228,0.238412,0.866389,0.953374,0.779404,0.842672,0.842991,0.842354,0.008491,0.018351,0.034376,0.027528
900,3013.102,0.226242,0.740102,0.811078,0.669126,22,0.00005307,2,0.141747,0.042029,0.241465,0.863707,0.952627,0.774786,0.837932,0.845167,0.830697,0.008539,0.018133,0.033981,0.028085
925,3038.747,0.224813,0.742248,0.816637,0.667860,22,0.00006922,1,0.139466,0.038021,0.240910,0.865926,0.957073,0.774779,0.838220,0.847687,0.828754,0.007844,0.018634,0.032922,0.028760
950,3182.651,0.218773,0.745650,0.821484,0.669816,19,0.00003743,0,0.135653,0.037334,0.233972,0.868702,0.958028,0.779377,0.839343,0.852153,0.826533,0.007610,0.017899,0.031925,0.028236
975,3204.539,0.217669,0.747152,0.823608,0.670696,19,0.00001248,0,0.137021,0.034242,0.239800,0.868760,0.961355,0.776166,0.841669,0.851809,0.831529,0.006998,0.018289,0.031633,0.028276
1000,3344.274,0.218595,0.746626,0.823373,0.669879,19,0.00000785,1,0.137587,0.036761,0.238412,0.867740,0.958714,0.776767,0.841614,0.853642,0.829586,0.007523,0.018204,0.031681,0.028318
1025,3366.577,0.213287,0.750980,0.829959,0.672002,19,0.00000709,3,0.133177,0.035158,0.231196,0.871140,0.960686,0.781594,0.843252,0.859139,0.827366,0.007314,0.017739,0.030603,0.027964
