## SLURM PROLOG ###############################################################
##    Job ID : 4079932
##  Job Name : 20260718_0323_comparison_cat_face_bass_basic
##  Nodelist : gpu2111
##      CPUs : 
##  Mem/Node : 128000 MB
## Directory : /oscar/home/cjmok/automated-perspective-sculptor
##   Job Started : Sat Jul 18 03:35:56 AM EDT 2026
###############################################################################
[Swept volume] building (resolution=256)...
[Run] mode=full, trials=3, seeds=[0, 1, 2], steps=2000, srd=False, ablation_flags={'disable_swept_volume_adds': False, 'loss_only_deletion': False, 'disable_splitting': False}
[Trial 1/3] seed=0
[Patch] mapbox-earcut is not installed; falling back to fan fill, so non-convex pieces will render incorrectly. Install it with: pip install mapbox-earcut
  step 50/2000: loss=0.603188, patches=20
  step 100/2000: loss=0.421831, patches=20
  step 150/2000: loss=0.340750, patches=20
  step 200/2000: loss=0.274699, patches=20
  step 250/2000: loss=0.256168, patches=20
  step 300/2000: loss=0.238897, patches=20
  step 350/2000: loss=0.225281, patches=20
  step 400/2000: loss=0.216739, patches=20
  step 450/2000: loss=0.213246, patches=20
  step 500/2000: loss=0.203411, patches=20
  step 550/2000: loss=0.185580, patches=20
  step 600/2000: loss=0.180893, patches=20
  step 650/2000: loss=0.177785, patches=20
  step 700/2000: loss=0.174738, patches=20
  step 750/2000: loss=0.170329, patches=20
  step 800/2000: loss=0.170429, patches=20
  step 850/2000: loss=0.166747, patches=20
  step 900/2000: loss=0.168252, patches=20
  step 950/2000: loss=0.167683, patches=20
  step 1000/2000: loss=0.166154, patches=20
  step 1050/2000: loss=0.165788, patches=20
  step 1100/2000: loss=0.163296, patches=20
  step 1150/2000: loss=0.162858, patches=20
  step 1200/2000: loss=0.164682, patches=20
  step 1250/2000: loss=0.162088, patches=20
  step 1300/2000: loss=0.161012, patches=20
  step 1350/2000: loss=0.164298, patches=20
  step 1400/2000: loss=0.161572, patches=20
  step 1450/2000: loss=0.161239, patches=20
  step 1500/2000: loss=0.160832, patches=20
  step 1550/2000: loss=0.163328, patches=20
  step 1600/2000: loss=0.159791, patches=20
  step 1650/2000: loss=0.156113, patches=20
  step 1700/2000: loss=0.154811, patches=20
