job	pair	arm	config	stop_reason	final_step	final_loss	final_mean_iou	final_view1_iou	final_view2_iou	best_mean_iou	best_mean_iou_step	final_mean_tversky	best_mean_tversky	final_patches	start_patches	max_patches	min_patches	mean_patches	final_mean_spill	final_mean_precision	final_mean_coverage	final_overlap	srd_total_adds	srd_total_splits	srd_total_deletes	total_seconds
neg_sun_moon_srd_restart_aw0p25	sun_moon	srd_restart	aw0p25	converged	1500	0.085577	0.949626	0.922466	0.976785	0.955598	775	0.966694	0.975101	26	20	32	20	27.016	0.035717	0.965487	0.982836	0.00033343	13	1	8	13019.362
neg_water_fire_srd_restart_aw0p25	water_fire	srd_restart	aw0p25	converged	1975	0.029934	0.972846	0.975908	0.969784	0.976441	1725	0.980669	0.98309	25	20	33	20	28.150	0.021007	0.979312	0.993269	0.00010843	23	2	20	15034.630
neg_cat_face_bass_srd_restart_aw0p25	cat_face_bass	srd_restart	aw0p25	converged	1950	0.107974	0.939220	0.935863	0.942578	0.946596	1650	0.958784	0.96618	25	20	34	20	27.962	0.044791	0.956347	0.981283	0.00155424	22	2	19	16404.710
neg_dance_argument_srd_restart_aw0p25	dance_argument	srd_restart	aw0p25	converged	1750	0.128059	0.912825	0.886804	0.938846	0.916180	1450	0.939236	0.945777	36	20	37	20	32.845	0.066957	0.936652	0.973078	0.00000810	27	2	13	19178.599
neg_horse_circle_srd_restart_aw0p25	horse_circle	srd_restart	aw0p25	converged	1750	0.224132	0.894348	0.801672	0.987025	0.895809	450	0.93341	0.937103	29	20	32	20	29.423	0.069911	0.932962	0.950855	0.00000619	15	1	7	17018.283
neg_acm_scf_srd_restart_aw0p25	acm_scf	srd_restart	aw0p25	converged	1750	0.204607	0.866261	0.915759	0.816764	0.870069	1450	0.896194	0.898985	30	20	34	20	30.704	0.120720	0.895095	0.966727	0.00001622	18	1	9	18881.873
neg_teapot_droplets_srd_restart_aw0p25	teapot_droplets	srd_restart	aw0p25	converged	1500	0.182010	0.817662	0.915368	0.719957	0.818976	825	0.850213	0.850213	30	20	33	20	30.262	0.180722	0.855260	0.951024	0.00010919	17	0	7	15840.065
