round,candidate,score,new_view1,new_view2,spill_view1,spill_view2,covered_view1,covered_view2,panels
0,5076,91.000000,77,105,0,0,77,105,1
1,2401,90.000000,75,105,0,0,152,210,2
2,5277,89.500000,74,105,0,0,226,315,3
3,2902,89.000000,88,90,0,0,314,405,4
4,818,88.000000,88,88,0,0,402,493,5
5,1494,88.000000,88,88,0,0,490,581,6
6,2196,88.000000,88,88,0,0,578,669,7
7,476,87.000000,102,72,0,0,680,741,8
8,798,87.000000,84,90,0,0,764,831,9
9,3735,87.000000,87,87,0,0,851,918,10
10,4275,87.000000,87,87,0,0,938,1005,11
11,4225,86.500000,86,87,0,0,1024,1092,12
12,1779,85.500000,87,84,0,0,1111,1176,13
13,4328,85.500000,87,84,0,0,1198,1260,14
14,5066,84.500000,99,70,0,0,1297,1330,15
15,3112,83.500000,67,106,3,0,1367,1436,16
16,3473,82.500000,74,91,0,0,1441,1527,17
17,3220,81.500000,86,77,0,0,1527,1604,18
18,4899,81.500000,80,83,0,0,1607,1687,19
19,4257,80.500000,83,80,0,1,1690,1768,20
20,3335,79.000000,83,75,0,0,1773,1843,21
21,2592,78.000000,88,68,0,0,1861,1911,22
22,3747,75.500000,82,69,0,0,1943,1980,23
23,5744,75.500000,90,75,5,2,2038,2057,24
24,1460,73.500000,73,86,1,5,2112,2148,25
25,3298,73.500000,70,77,0,0,2182,2225,26
26,3812,72.000000,102,42,0,0,2284,2267,27
27,5624,69.000000,72,74,0,4,2356,2345,28
28,4645,67.500000,84,51,0,0,2440,2396,29
29,2591,67.000000,87,47,0,0,2527,2443,30
30,1972,62.500000,70,65,0,5,2597,2513,31
31,2492,61.500000,88,35,0,0,2685,2548,32
32,2771,59.000000,71,75,14,0,2770,2623,33
33,2369,58.000000,88,34,0,3,2858,2660,34
34,5736,58.000000,87,31,0,1,2945,2692,35
35,3494,56.000000,70,44,0,1,3015,2737,36
36,4012,56.000000,85,27,0,0,3100,2764,37
37,1386,55.000000,84,26,0,0,3184,2790,38
38,138,54.500000,77,32,0,0,3261,2822,39
39,4345,53.500000,71,42,0,3,3332,2867,40
40,4934,51.500000,71,46,0,7,3403,2920,41
41,2409,51.000000,58,44,0,0,3461,2964,42
42,5381,50.000000,81,19,0,0,3542,2983,43
43,5682,49.000000,53,53,4,0,3599,3036,44
44,1650,47.500000,78,17,0,0,3677,3053,45
45,2363,47.500000,82,15,0,1,3759,3069,46
46,2765,47.500000,79,26,2,3,3840,3098,47
47,5152,47.000000,76,30,6,0,3922,3128,48
