pair,arm,config,step,seconds,loss,mean_iou,view1_iou,view2_iou,patches,overlap,overlap_repaired_pairs,mean_spill,view1_spill,view2_spill,mean_precision,view1_precision,view2_precision,mean_coverage,view1_coverage,view2_coverage,view1_negative_space,view2_negative_space,view1_silhouette,view2_silhouette,lambda_count,total_adds,total_splits,total_deletes,count_active,target_reached
sun_moon,hinge2_restart_importnet,nonorm1p25,1,0.548,0.769226,0.142558,0.107569,0.177547,5,0.00000000,0,0.090498,0.114844,0.066151,0.625924,0.510815,0.741034,0.154607,0.119922,0.189292,0.026024,0.013458,0.186092,0.149168,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,25,7.684,0.641206,0.205072,0.177175,0.232968,5,0.00004177,0,0.043828,0.055532,0.032124,0.826597,0.771047,0.882148,0.213733,0.187014,0.240452,0.012388,0.006455,0.162394,0.134639,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,50,17.186,0.566867,0.249970,0.262517,0.237423,5,0.00001539,1,0.020392,0.011992,0.028792,0.925681,0.956809,0.894553,0.254962,0.265666,0.244259,0.002517,0.005779,0.139599,0.133460,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,75,24.445,0.523909,0.296006,0.337473,0.254539,5,0.00001953,1,0.015662,0.009075,0.022249,0.947636,0.974042,0.921230,0.300369,0.340536,0.260202,0.001777,0.004318,0.124909,0.129420,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,100,33.709,0.482197,0.331378,0.381610,0.281146,5,0.00000000,0,0.005062,0.009291,0.000833,0.986747,0.976445,0.997049,0.333268,0.385156,0.281380,0.001670,0.000111,0.116445,0.122428,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,125,40.993,0.452340,0.369364,0.430597,0.308131,5,0.00000277,0,0.003225,0.005618,0.000833,0.992249,0.987192,0.997307,0.370702,0.433016,0.308388,0.001053,0.000109,0.106951,0.117765,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,150,49.212,0.424167,0.408079,0.480168,0.335990,5,0.00015194,1,0.002717,0.005078,0.000357,0.994264,0.989588,0.998939,0.409358,0.482606,0.336109,0.000990,0.000056,0.097621,0.113101,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,175,56.561,0.413985,0.422988,0.498176,0.347800,5,0.00003240,1,0.003647,0.006698,0.000595,0.992557,0.986820,0.998294,0.424760,0.501513,0.348007,0.001197,0.000105,0.094273,0.111081,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,200,64.732,0.404994,0.435247,0.508058,0.362436,5,0.00009909,1,0.002928,0.005618,0.000238,0.994234,0.989124,0.999344,0.436717,0.510912,0.362522,0.001087,0.000095,0.092384,0.108600,0.050000,0,0,0,0,0
sun_moon,hinge2_restart_importnet,nonorm1p25,225,72.152,0.399254,0.443368,0.510739,0.375996,5,0.00000349,1,0.003144,0.006050,0.000238,0.993865,0.988362,0.999368,0.444957,0.513829,0.376086,0.001081,0.000114,0.091867,0.106265,0.050000,0,0,0,0,0
